ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
23578	"ENSG00000117335.19"	"CD46"	chr1	+	207785070	207785106	207767012	207767195	207785655	207785682
23579	"ENSG00000117335.19"	"CD46"	chr1	+	207785070	207785106	207783291	207783330	207785618	207785682
23580	"ENSG00000117335.19"	"CD46"	chr1	+	207785070	207785106	207783291	207783330	207785655	207785682
23585	"ENSG00000114268.12"	"PFKFB4"	chr3	-	48539253	48539310	48538497	48538619	48539696	48539771
23586	"ENSG00000114268.12"	"PFKFB4"	chr3	-	48543579	48543646	48539410	48539771	48548531	48548659
23587	"ENSG00000114268.12"	"PFKFB4"	chr3	-	48543579	48543646	48539410	48539771	48549863	48549960
23588	"ENSG00000114268.12"	"PFKFB4"	chr3	-	48548531	48548659	48539696	48539771	48549863	48549895
23590	"ENSG00000114268.12"	"PFKFB4"	chr3	-	48550117	48550234	48549863	48549960	48556680	48556803
23597	"ENSG00000117322.17"	"CR2"	chr1	+	207479256	207479280	207477884	207478070	207479977	207480053
23598	"ENSG00000235706.8"	"DICER1-AS1"	chr14	+	95158192	95158234	95157677	95157858	95158875	95159035
23599	"ENSG00000235706.8"	"DICER1-AS1"	chr14	+	95158875	95159035	95157918	95158234	95179503	95179925
23609	"ENSG00000167747.14"	"C19orf48"	chr19	-	50802453	50802614	50802216	50802257	50803552	50803875
23613	"ENSG00000136628.18"	"EPRS"	chr1	-	219982771	219982844	219981377	219981457	219983188	219983398
23614	"ENSG00000136628.18"	"EPRS"	chr1	-	219988589	219988823	219987141	219987404	219996982	219997342
23615	"ENSG00000136628.18"	"EPRS"	chr1	-	219996982	219997342	219988589	219988823	220001137	220001255
23619	"ENSG00000136628.18"	"EPRS"	chr1	-	220025131	220025258	220024263	220024456	220030385	220030480
23621	"ENSG00000136628.18"	"EPRS"	chr1	-	220040184	220040269	220034913	220035013	220046342	220046451
23628	"ENSG00000176915.15"	"ANKLE2"	chr12	-	132734384	132734575	132729678	132730270	132735405	132735439
23630	"ENSG00000176915.15"	"ANKLE2"	chr12	-	132743153	132743276	132741418	132741485	132747831	132748020
23631	"ENSG00000176915.15"	"ANKLE2"	chr12	-	132750642	132750849	132748137	132748331	132754674	132755133
23632	"ENSG00000176915.15"	"ANKLE2"	chr12	-	132754674	132755133	132750642	132750849	132761617	132761832
23635	"ENSG00000180992.7"	"MRPL14"	chr6	-	44116540	44116629	44113450	44114209	44127343	44127452
23637	"ENSG00000068654.16"	"POLR1A"	chr2	-	86044138	86044304	86042973	86043195	86045277	86045360
23638	"ENSG00000068654.16"	"POLR1A"	chr2	-	86045277	86045360	86042973	86043195	86045616	86045769
23640	"ENSG00000068654.16"	"POLR1A"	chr2	-	86098610	86098760	86089821	86089929	86105699	86105873
23641	"ENSG00000068654.16"	"POLR1A"	chr2	-	86099967	86100172	86098610	86098760	86105699	86105873
23643	"ENSG00000167861.16"	"HID1"	chr17	-	74953544	74953651	74953005	74953086	74954137	74954365
23644	"ENSG00000167861.16"	"HID1"	chr17	-	74963739	74963910	74962964	74963081	74972590	74972771
23648	"ENSG00000163527.10"	"STT3B"	chr3	+	31616928	31617075	31615104	31615203	31617939	31617988
23649	"ENSG00000163527.10"	"STT3B"	chr3	+	31619675	31619830	31617939	31617988	31622096	31622308
23650	"ENSG00000163527.10"	"STT3B"	chr3	+	31624913	31625085	31623673	31623861	31625953	31626127
23651	"ENSG00000163527.10"	"STT3B"	chr3	+	31625953	31626127	31623673	31623861	31629297	31629411
23652	"ENSG00000163527.10"	"STT3B"	chr3	+	31629297	31629411	31625953	31626127	31632934	31633147
23653	"ENSG00000163527.10"	"STT3B"	chr3	+	31632934	31633147	31629250	31629411	31635983	31636045
23654	"ENSG00000163527.10"	"STT3B"	chr3	+	31632934	31633184	31629297	31629411	31635983	31636464
23655	"ENSG00000127423.10"	"AUNIP"	chr1	-	25837412	25837554	25834005	25835846	25859279	25859412
23663	"ENSG00000263528.8"	"IKBKE"	chr1	+	206478159	206478339	206477748	206477859	206478942	206479133
23667	"ENSG00000183742.13"	"MACC1"	chr7	-	20164255	20164399	20161747	20161870	20170713	20170778
23668	"ENSG00000183742.13"	"MACC1"	chr7	-	20164255	20164399	20161747	20161870	20217298	20217384
23669	"ENSG00000183742.13"	"MACC1"	chr7	-	20170713	20170778	20161747	20161870	20184988	20185078
23670	"ENSG00000183742.13"	"MACC1"	chr7	-	20170713	20170778	20161747	20161870	20198524	20198670
23671	"ENSG00000183742.13"	"MACC1"	chr7	-	20170713	20170778	20161747	20161870	20217298	20217384
23672	"ENSG00000183742.13"	"MACC1"	chr7	-	20170713	20170778	20164255	20164399	20198524	20198670
23673	"ENSG00000183742.13"	"MACC1"	chr7	-	20170713	20170778	20164255	20164399	20217298	20217384
23674	"ENSG00000183742.13"	"MACC1"	chr7	-	20170713	20170781	20164368	20164399	20198524	20198670
23675	"ENSG00000183742.13"	"MACC1"	chr7	-	20184988	20185078	20161747	20161870	20198524	20198670
23676	"ENSG00000183742.13"	"MACC1"	chr7	-	20184988	20185078	20161747	20161870	20217298	20217404
23677	"ENSG00000183742.13"	"MACC1"	chr7	-	20184988	20185078	20170713	20170778	20198524	20198670
23678	"ENSG00000183742.13"	"MACC1"	chr7	-	20184988	20185078	20170713	20170778	20217298	20217404
23679	"ENSG00000183742.13"	"MACC1"	chr7	-	20184988	20185078	20170713	20170781	20198524	20198670
23680	"ENSG00000183742.13"	"MACC1"	chr7	-	20184988	20185078	20170713	20170781	20217298	20217404
23681	"ENSG00000183742.13"	"MACC1"	chr7	-	20198524	20198670	20161747	20161870	20217298	20217357
23682	"ENSG00000183742.13"	"MACC1"	chr7	-	20198524	20198670	20164368	20164399	20217298	20217357
23683	"ENSG00000183742.13"	"MACC1"	chr7	-	20198524	20198670	20170713	20170778	20217298	20217357
23685	"ENSG00000183742.13"	"MACC1"	chr7	-	20198524	20198670	20184988	20185078	20217298	20217357
23688	"ENSG00000169885.10"	"CALML6"	chr1	+	1916751	1916896	1916440	1916615	1916973	1917071
23696	"ENSG00000135747.11"	"ZNF670-ZNF695"	chr1	-	246967694	246967792	246945546	246945827	246988120	246988255
23697	"ENSG00000135747.11"	"ZNF670-ZNF695"	chr1	-	246979839	246980004	246967694	246967792	246988120	246988255
23700	"ENSG00000069275.13"	"NUCKS1"	chr1	-	205723925	205723981	205720500	205720653	205727699	205727805
23701	"ENSG00000069275.13"	"NUCKS1"	chr1	-	205723925	205723981	205720500	205720653	205729571	205729621
23702	"ENSG00000069275.13"	"NUCKS1"	chr1	-	205723925	205723981	205720500	205720653	205749956	205750182
23703	"ENSG00000069275.13"	"NUCKS1"	chr1	-	205727699	205727805	205720500	205720653	205729571	205729621
23704	"ENSG00000069275.13"	"NUCKS1"	chr1	-	205727699	205727805	205720500	205720653	205749956	205750182
23705	"ENSG00000069275.13"	"NUCKS1"	chr1	-	205727699	205727805	205723925	205723981	205729571	205729621
23706	"ENSG00000069275.13"	"NUCKS1"	chr1	-	205727699	205727805	205723925	205723981	205749956	205750182
23707	"ENSG00000069275.13"	"NUCKS1"	chr1	-	205729571	205729621	205720500	205720653	205749956	205750182
23708	"ENSG00000069275.13"	"NUCKS1"	chr1	-	205729571	205729621	205723925	205723981	205749956	205750182
23709	"ENSG00000069275.13"	"NUCKS1"	chr1	-	205729571	205729621	205727699	205727805	205749956	205750182
23721	"ENSG00000183844.17"	"FAM3B"	chr21	+	41344475	41344534	41338377	41338501	41345685	41345736
23722	"ENSG00000183844.17"	"FAM3B"	chr21	+	41345685	41345736	41338377	41338501	41346208	41346407
23738	"ENSG00000228106.6"	"AL392172.1"	chr1	+	222823855	222823945	222815353	222815455	222835118	222835215
23739	"ENSG00000228106.6"	"AL392172.1"	chr1	+	222823883	222823945	222815060	222815078	222835118	222835215
23740	"ENSG00000228106.6"	"AL392172.1"	chr1	+	222823883	222823945	222815128	222815171	222835118	222835215
23741	"ENSG00000228106.6"	"AL392172.1"	chr1	+	222823883	222823945	222815353	222815455	222835118	222835215
23745	"ENSG00000168300.14"	"PCMTD1"	chr8	-	51845660	51845763	51817579	51820718	51860844	51861246
23746	"ENSG00000168300.14"	"PCMTD1"	chr8	-	51845660	51845763	51833517	51833689	51860844	51861246
23748	"ENSG00000168300.14"	"PCMTD1"	chr8	-	51860844	51861246	51833517	51833689	51898929	51899036
23750	"ENSG00000168300.14"	"PCMTD1"	chr8	-	51860860	51861246	51845660	51845763	51898929	51899113
23752	"ENSG00000137267.6"	"TUBB2A"	chr6	-	3155624	3155735	3153665	3154923	3156043	3156152
23753	"ENSG00000285629.1"	"AL031847.2"	chr1	-	6168149	6168277	6159429	6159515	6192929	6193054
23754	"ENSG00000285629.1"	"AL031847.2"	chr1	-	6181268	6181486	6168149	6168277	6192929	6193054
23757	"ENSG00000154957.14"	"ZNF18"	chr17	-	11993501	11993654	11992539	11992911	11996809	11997110
23759	"ENSG00000154957.14"	"ZNF18"	chr17	-	11995557	11995679	11992442	11992911	11996809	11997110
23760	"ENSG00000075131.10"	"TIPIN"	chr15	-	66341149	66341356	66336190	66337181	66349059	66349123
23761	"ENSG00000075131.10"	"TIPIN"	chr15	-	66349059	66349123	66341149	66341356	66349314	66349437
23762	"ENSG00000075131.10"	"TIPIN"	chr15	-	66349314	66349437	66341149	66341356	66351524	66351600
23763	"ENSG00000075131.10"	"TIPIN"	chr15	-	66349314	66349437	66341149	66341356	66352814	66352955
23764	"ENSG00000075131.10"	"TIPIN"	chr15	-	66349314	66349437	66349059	66349123	66352128	66352207
23765	"ENSG00000075131.10"	"TIPIN"	chr15	-	66351524	66351600	66341149	66341356	66352814	66352955
23767	"ENSG00000075131.10"	"TIPIN"	chr15	-	66351524	66351600	66349301	66349437	66352814	66352955
23768	"ENSG00000075131.10"	"TIPIN"	chr15	-	66352128	66352207	66349314	66349437	66352814	66352955
23769	"ENSG00000075131.10"	"TIPIN"	chr15	-	66352128	66352207	66351524	66351600	66352814	66352955
23783	"ENSG00000169255.15"	"B3GALNT1"	chr3	-	161101138	161101233	161083882	161086788	161103112	161103205
23787	"ENSG00000169255.15"	"B3GALNT1"	chr3	-	161103112	161103205	161083882	161086788	161103426	161103517
23793	"ENSG00000214814.7"	"FER1L6"	chr8	+	123975149	123975306	123973433	123973512	123975897	123976084
23794	"ENSG00000214814.7"	"FER1L6"	chr8	+	124049606	124049756	124045766	124045901	124060179	124060290
23796	"ENSG00000135720.13"	"DYNC1LI2"	chr16	-	66725827	66725944	66720892	66723822	66728200	66728219
23797	"ENSG00000135720.13"	"DYNC1LI2"	chr16	-	66727687	66727805	66725827	66725944	66728200	66728219
23810	"ENSG00000171604.12"	"CXXC5"	chr5	+	139665579	139665803	139648711	139648845	139679846	139679940
23811	"ENSG00000171604.12"	"CXXC5"	chr5	+	139665579	139665803	139648711	139648845	139680363	139680936
23812	"ENSG00000171604.12"	"CXXC5"	chr5	+	139665579	139665803	139648928	139649009	139679846	139679940
23816	"ENSG00000171604.12"	"CXXC5"	chr5	+	139679846	139679940	139665579	139665803	139680363	139680556
23822	"ENSG00000104432.14"	"IL7"	chr8	-	78740001	78740082	78736473	78736527	78798071	78798208
23826	"ENSG00000187626.9"	"ZKSCAN4"	chr6	-	28246968	28247092	28241696	28245975	28248066	28248149
23830	"ENSG00000168291.13"	"PDHB"	chr3	-	58430656	58430942	58430127	58430238	58431592	58431628
23831	"ENSG00000168291.13"	"PDHB"	chr3	-	58431592	58431628	58430656	58430942	58431730	58431793
23832	"ENSG00000168291.13"	"PDHB"	chr3	-	58431730	58431793	58430656	58430942	58431876	58431984
23835	"ENSG00000151327.12"	"FAM177A1"	chr14	+	35050783	35050868	35046592	35046954	35053277	35053451
23837	"ENSG00000151327.12"	"FAM177A1"	chr14	+	35053277	35053451	35046402	35046628	35077149	35077216
23838	"ENSG00000151327.12"	"FAM177A1"	chr14	+	35053277	35053451	35046402	35046628	35078926	35079012
23839	"ENSG00000151327.12"	"FAM177A1"	chr14	+	35053277	35053451	35046680	35047084	35078926	35079012
23840	"ENSG00000151327.12"	"FAM177A1"	chr14	+	35077149	35077216	35046402	35046628	35078926	35079012
23841	"ENSG00000151327.12"	"FAM177A1"	chr14	+	35077149	35077216	35046402	35046628	35081021	35081103
23842	"ENSG00000151327.12"	"FAM177A1"	chr14	+	35077149	35077216	35053199	35053451	35078926	35079012
23843	"ENSG00000151327.12"	"FAM177A1"	chr14	+	35078926	35079024	35046402	35046628	35081021	35081103
23844	"ENSG00000151327.12"	"FAM177A1"	chr14	+	35078926	35079024	35077149	35077216	35081021	35081103
23845	"ENSG00000151327.12"	"FAM177A1"	chr14	+	35106366	35106484	35099675	35102729	35110569	35110726
23846	"ENSG00000151327.12"	"FAM177A1"	chr14	+	35109894	35109960	35106366	35106484	35110569	35110726
23848	"ENSG00000118997.14"	"DNAH7"	chr2	-	195794337	195794538	195787009	195787171	195796575	195796737
23851	"ENSG00000143847.15"	"PPFIA4"	chr1	+	203044378	203044453	203043930	203044095	203044695	203044785
23852	"ENSG00000143847.15"	"PPFIA4"	chr1	+	203045367	203045559	203044695	203044785	203045840	203045987
23853	"ENSG00000143847.15"	"PPFIA4"	chr1	+	203046247	203046382	203045840	203045987	203048226	203048310
23855	"ENSG00000143847.15"	"PPFIA4"	chr1	+	203049675	203049767	203048917	203048980	203051768	203051877
23861	"ENSG00000111206.12"	"FOXM1"	chr12	-	2864884	2864945	2864682	2864752	2865354	2865399
23863	"ENSG00000111206.12"	"FOXM1"	chr12	-	2865354	2865399	2864682	2864752	2868562	2868581
23865	"ENSG00000111206.12"	"FOXM1"	chr12	-	2866392	2866521	2864682	2864752	2868562	2868581
23866	"ENSG00000111206.12"	"FOXM1"	chr12	-	2866392	2866521	2865354	2865399	2868562	2868581
23869	"ENSG00000111206.12"	"FOXM1"	chr12	-	2873976	2874525	2872095	2872244	2876919	2876941
23870	"ENSG00000111206.12"	"FOXM1"	chr12	-	2873976	2874525	2872095	2872247	2876919	2876941
23873	"ENSG00000011347.9"	"SYT7"	chr11	-	61538143	61538266	61532988	61533124	61542210	61542579
23874	"ENSG00000011347.9"	"SYT7"	chr11	-	61542210	61542579	61532988	61533124	61546030	61546255
23875	"ENSG00000011347.9"	"SYT7"	chr11	-	61542210	61542579	61532988	61533124	61547176	61547308
23876	"ENSG00000011347.9"	"SYT7"	chr11	-	61542210	61542579	61532988	61533124	61551383	61551463
23881	"ENSG00000011347.9"	"SYT7"	chr11	-	61546030	61546255	61542210	61542579	61551383	61551463
23885	"ENSG00000011347.9"	"SYT7"	chr11	-	61547176	61547308	61542210	61542579	61551383	61551463
23887	"ENSG00000011347.9"	"SYT7"	chr11	-	61551383	61551463	61532988	61533124	61580789	61580820
23888	"ENSG00000011347.9"	"SYT7"	chr11	-	61556103	61556207	61551383	61551463	61580789	61580820
23896	"ENSG00000174371.17"	"EXO1"	chr1	+	241885313	241885507	241881915	241882017	241889464	241889594
23897	"ENSG00000239653.1"	"PSMD6-AS2"	chr3	+	64009696	64009753	64004021	64006068	64011796	64012148
23898	"ENSG00000104915.15"	"STX10"	chr19	-	13145287	13145395	13144763	13144870	13149028	13149091
23899	"ENSG00000104915.15"	"STX10"	chr19	-	13149028	13149091	13145287	13145395	13149498	13149593
23901	"ENSG00000230061.2"	"TRPM2-AS"	chr21	-	44423375	44423481	44414587	44414944	44425149	44425272
23907	"ENSG00000125977.7"	"EIF2S2"	chr20	-	34093674	34093731	34090516	34090602	34096656	34096805
23908	"ENSG00000125977.7"	"EIF2S2"	chr20	-	34098497	34098633	34097415	34097516	34103461	34103565
23909	"ENSG00000125977.7"	"EIF2S2"	chr20	-	34103461	34103565	34097415	34097516	34105367	34105545
23910	"ENSG00000144747.17"	"TMF1"	chr3	-	69024054	69024180	69019826	69023320	69025559	69025712
23911	"ENSG00000144747.17"	"TMF1"	chr3	-	69025559	69025712	69024054	69024180	69025995	69026097
23912	"ENSG00000144747.17"	"TMF1"	chr3	-	69025995	69026097	69024798	69025712	69027899	69027992
23913	"ENSG00000144747.17"	"TMF1"	chr3	-	69027899	69027992	69025995	69026097	69028225	69028295
23914	"ENSG00000144747.17"	"TMF1"	chr3	-	69029814	69030007	69028225	69028295	69033547	69033704
23915	"ENSG00000144747.17"	"TMF1"	chr3	-	69039550	69039693	69038842	69039009	69042806	69042912
23916	"ENSG00000144747.17"	"TMF1"	chr3	-	69042806	69042912	69039550	69039693	69043749	69043876
23917	"ENSG00000117411.16"	"B4GALT2"	chr1	+	43985516	43985621	43985277	43985400	43990297	43991168
23922	"ENSG00000172053.18"	"QARS"	chr3	-	49097991	49098117	49095931	49096079	49098352	49098480
23924	"ENSG00000172053.18"	"QARS"	chr3	-	49098191	49098258	49095931	49096079	49098352	49098480
23926	"ENSG00000172053.18"	"QARS"	chr3	-	49099760	49099853	49099509	49099647	49099960	49100091
23929	"ENSG00000172053.18"	"QARS"	chr3	-	49101619	49101705	49101354	49101441	49102204	49102265
23930	"ENSG00000172053.18"	"QARS"	chr3	-	49101827	49101899	49101354	49101441	49102204	49102265
23931	"ENSG00000172053.18"	"QARS"	chr3	-	49101827	49101899	49101619	49101705	49102204	49102265
23932	"ENSG00000172053.18"	"QARS"	chr3	-	49102418	49102448	49102204	49102265	49103344	49103706
23933	"ENSG00000172053.18"	"QARS"	chr3	-	49102418	49102472	49102204	49102265	49103344	49103409
23934	"ENSG00000172053.18"	"QARS"	chr3	-	49103862	49103972	49103344	49103706	49104372	49104420
23941	"ENSG00000188295.14"	"ZNF669"	chr1	-	247101730	247101791	247099961	247101319	247104196	247104278
23942	"ENSG00000188295.14"	"ZNF669"	chr1	-	247101986	247102113	247101050	247101319	247104196	247104289
23943	"ENSG00000188295.14"	"ZNF669"	chr1	-	247101986	247102113	247101730	247101791	247104196	247104289
23944	"ENSG00000188295.14"	"ZNF669"	chr1	-	247101990	247102113	247101730	247101791	247104196	247104278
23945	"ENSG00000121903.14"	"ZSCAN20"	chr1	+	33489114	33489191	33488464	33488651	33489517	33489602
23946	"ENSG00000121903.14"	"ZSCAN20"	chr1	+	33489114	33489191	33488464	33488651	33491024	33491702
23947	"ENSG00000121903.14"	"ZSCAN20"	chr1	+	33489517	33489602	33488464	33488651	33491024	33491702
23948	"ENSG00000121903.14"	"ZSCAN20"	chr1	+	33489517	33489602	33489114	33489191	33491024	33491702
23949	"ENSG00000121903.14"	"ZSCAN20"	chr1	+	33491024	33491702	33489517	33489602	33494217	33496507
23950	"ENSG00000121903.14"	"ZSCAN20"	chr1	+	33493186	33493615	33491024	33491702	33494217	33496507
23958	"ENSG00000106443.16"	"PHF14"	chr7	+	11013746	11013906	10990702	10990847	11022867	11022979
23959	"ENSG00000106443.16"	"PHF14"	chr7	+	11022867	11022979	11013746	11013906	11028680	11028760
23960	"ENSG00000106443.16"	"PHF14"	chr7	+	11028680	11028818	11022867	11022979	11035639	11035786
23961	"ENSG00000106443.16"	"PHF14"	chr7	+	11038759	11038855	11036984	11037091	11040671	11040775
23962	"ENSG00000106443.16"	"PHF14"	chr7	+	11061790	11061841	11051611	11051780	11061963	11062085
23965	"ENSG00000163435.16"	"ELF3"	chr1	+	202012343	202012436	202011956	202012178	202012639	202012759
23966	"ENSG00000163435.16"	"ELF3"	chr1	+	202012639	202012759	202011956	202012178	202013181	202013197
23967	"ENSG00000163435.16"	"ELF3"	chr1	+	202012946	202013036	202012444	202012759	202013181	202013197
23968	"ENSG00000163435.16"	"ELF3"	chr1	+	202013828	202014024	202013181	202013298	202015208	202016009
23971	"ENSG00000176393.11"	"RNPEP"	chr1	+	201996146	201996263	201989382	201989531	201999901	202000015
23972	"ENSG00000176393.11"	"RNPEP"	chr1	+	201997318	201997554	201989382	201989531	201999901	201999945
23974	"ENSG00000176393.11"	"RNPEP"	chr1	+	201997318	201997554	201996146	201996409	201999901	201999945
23976	"ENSG00000255234.6"	"AP000446.1"	chr11	+	83301778	83301840	83286127	83286547	83340466	83340521
23977	"ENSG00000255234.6"	"AP000446.1"	chr11	+	83340466	83340521	83286127	83286547	83419535	83419693
23978	"ENSG00000122692.9"	"SMU1"	chr9	-	33053122	33053290	33048105	33048258	33056112	33056239
23979	"ENSG00000122692.9"	"SMU1"	chr9	-	33060464	33060584	33057597	33057714	33062048	33062177
23980	"ENSG00000122692.9"	"SMU1"	chr9	-	33068823	33068934	33062048	33062177	33071739	33071892
23981	"ENSG00000122692.9"	"SMU1"	chr9	-	33071739	33071892	33068823	33068934	33073595	33073806
23982	"ENSG00000122692.9"	"SMU1"	chr9	-	33071739	33071892	33068823	33068934	33076582	33076674
23983	"ENSG00000122692.9"	"SMU1"	chr9	-	33073595	33073806	33068823	33068934	33076582	33076674
23984	"ENSG00000122692.9"	"SMU1"	chr9	-	33073595	33073806	33071739	33071892	33076582	33076674
23988	"ENSG00000152234.16"	"ATP5F1A"	chr18	-	46094979	46095131	46091681	46091851	46098171	46098295
23989	"ENSG00000152234.16"	"ATP5F1A"	chr18	-	46095052	46095123	46091681	46091851	46098171	46098296
23990	"ENSG00000152234.16"	"ATP5F1A"	chr18	-	46095052	46095131	46091681	46091851	46098171	46098279
23991	"ENSG00000152234.16"	"ATP5F1A"	chr18	-	46095052	46095147	46091681	46091851	46098171	46098296
23993	"ENSG00000054654.16"	"SYNE2"	chr14	+	63995043	63995202	63993834	63993969	63996946	63997158
23995	"ENSG00000054654.16"	"SYNE2"	chr14	+	64070644	64070910	64065431	64065650	64073967	64074136
23996	"ENSG00000054654.16"	"SYNE2"	chr14	+	64075944	64076100	64073967	64074136	64078465	64078606
23998	"ENSG00000054654.16"	"SYNE2"	chr14	+	64101931	64102042	64098724	64098821	64107490	64107607
23999	"ENSG00000054654.16"	"SYNE2"	chr14	+	64101985	64102042	64098746	64098821	64107490	64107607
24000	"ENSG00000054654.16"	"SYNE2"	chr14	+	64107490	64107607	64101931	64102042	64113340	64113571
24001	"ENSG00000054654.16"	"SYNE2"	chr14	+	64113340	64113571	64107490	64107607	64119426	64119609
24007	"ENSG00000054654.16"	"SYNE2"	chr14	+	64202800	64202963	64190070	64190237	64208757	64208945
24008	"ENSG00000054654.16"	"SYNE2"	chr14	+	64202837	64202963	64190070	64190237	64208757	64208945
24012	"ENSG00000054654.16"	"SYNE2"	chr14	+	64221533	64221704	64220436	64220637	64223188	64223380
24013	"ENSG00000054654.16"	"SYNE2"	chr14	+	64221575	64221704	64220436	64220637	64223188	64223380
24015	"ENSG00000134262.13"	"AP4B1"	chr1	-	113896257	113896465	113895756	113896038	113897839	113897943
24016	"ENSG00000134262.13"	"AP4B1"	chr1	-	113897839	113897943	113895756	113896038	113898717	113898763
24021	"ENSG00000138759.19"	"FRAS1"	chr4	+	78237509	78237617	78065984	78066016	78245232	78245325
24022	"ENSG00000138759.19"	"FRAS1"	chr4	+	78278654	78278744	78267240	78267432	78282819	78282967
24023	"ENSG00000138759.19"	"FRAS1"	chr4	+	78281397	78281433	78278654	78278744	78282819	78282967
24024	"ENSG00000138759.19"	"FRAS1"	chr4	+	78286404	78286539	78284404	78284548	78308065	78308209
24025	"ENSG00000138759.19"	"FRAS1"	chr4	+	78333271	78333412	78318809	78318986	78337673	78337817
24027	"ENSG00000138759.19"	"FRAS1"	chr4	+	78432356	78432604	78430291	78430417	78438569	78438718
24028	"ENSG00000138759.19"	"FRAS1"	chr4	+	78466207	78466435	78464442	78464583	78469977	78470091
24029	"ENSG00000138759.19"	"FRAS1"	chr4	+	78526540	78526657	78522648	78522808	78534448	78534615
24033	"ENSG00000138018.18"	"SELENOI"	chr2	+	26373366	26373629	26367145	26367220	26383298	26383347
24034	"ENSG00000138018.18"	"SELENOI"	chr2	+	26375039	26375148	26373366	26373629	26383298	26383347
24037	"ENSG00000116852.14"	"KIF21B"	chr1	-	200999348	200999466	200998383	200998575	200999882	200999964
24038	"ENSG00000116852.14"	"KIF21B"	chr1	-	201003585	201003781	201002160	201002350	201004339	201004455
24039	"ENSG00000075914.13"	"EXOSC7"	chr3	+	44989139	44989241	44976243	44976334	44989549	44989644
24040	"ENSG00000075914.13"	"EXOSC7"	chr3	+	44989549	44989644	44976243	44976334	44997086	44997252
24041	"ENSG00000075914.13"	"EXOSC7"	chr3	+	44997086	44997252	44976250	44976334	45007419	45007575
24042	"ENSG00000075914.13"	"EXOSC7"	chr3	+	45007419	45007575	44997086	44997252	45012182	45012253
24043	"ENSG00000075914.13"	"EXOSC7"	chr3	+	45011234	45011393	45007419	45007575	45012182	45012253
24044	"ENSG00000158125.10"	"XDH"	chr2	-	31365456	31365544	31364157	31364244	31365975	31366109
24045	"ENSG00000158125.10"	"XDH"	chr2	-	31375379	31375554	31373872	31373956	31377052	31377237
24046	"ENSG00000158125.10"	"XDH"	chr2	-	31379866	31379976	31377052	31377237	31381632	31381726
24047	"ENSG00000163362.11"	"INAVA"	chr1	+	200913860	200914059	200913536	200913623	200914473	200914595
24048	"ENSG00000163362.11"	"INAVA"	chr1	+	200914473	200914595	200913536	200913623	200915074	200915728
24053	"ENSG00000108651.10"	"UTP6"	chr17	-	31865365	31865438	31860903	31863516	31873377	31873395
24055	"ENSG00000108651.10"	"UTP6"	chr17	-	31866654	31866715	31865365	31865438	31873377	31873395
24056	"ENSG00000108651.10"	"UTP6"	chr17	-	31868045	31868112	31863173	31863516	31873377	31873395
24057	"ENSG00000108651.10"	"UTP6"	chr17	-	31868045	31868112	31865365	31865438	31873377	31873395
24058	"ENSG00000108651.10"	"UTP6"	chr17	-	31868045	31868112	31866654	31866715	31873377	31873395
24059	"ENSG00000108651.10"	"UTP6"	chr17	-	31875233	31875413	31873672	31873753	31878249	31878327
24060	"ENSG00000108651.10"	"UTP6"	chr17	-	31878701	31878781	31878249	31878327	31880572	31880754
24061	"ENSG00000108651.10"	"UTP6"	chr17	-	31880572	31880754	31878701	31878781	31885979	31886061
24062	"ENSG00000108651.10"	"UTP6"	chr17	-	31884423	31884505	31880180	31880754	31885979	31886061
24063	"ENSG00000108651.10"	"UTP6"	chr17	-	31884423	31884505	31880180	31880754	31887235	31887313
24064	"ENSG00000108651.10"	"UTP6"	chr17	-	31885979	31886061	31880180	31880754	31887235	31887313
24065	"ENSG00000108651.10"	"UTP6"	chr17	-	31885979	31886061	31884423	31884505	31887235	31887313
24066	"ENSG00000108651.10"	"UTP6"	chr17	-	31889284	31889403	31887235	31887313	31892259	31892323
24067	"ENSG00000108651.10"	"UTP6"	chr17	-	31889284	31889403	31887235	31887313	31894644	31894737
24068	"ENSG00000108651.10"	"UTP6"	chr17	-	31892259	31892323	31887235	31887313	31894644	31894737
24069	"ENSG00000108651.10"	"UTP6"	chr17	-	31892259	31892323	31889284	31889403	31894644	31894737
24070	"ENSG00000108651.10"	"UTP6"	chr17	-	31892746	31892794	31892147	31892323	31894644	31894737
24071	"ENSG00000108651.10"	"UTP6"	chr17	-	31899645	31899730	31894969	31895011	31901535	31901673
24073	"ENSG00000174106.3"	"LEMD3"	chr12	+	65238668	65238814	65238501	65238581	65239928	65240030
24078	"ENSG00000014257.16"	"ACPP"	chr3	+	132328266	132328362	132317368	132317576	132331646	132331733
24099	"ENSG00000112787.13"	"FBRSL1"	chr12	+	132507251	132507388	132489550	132490861	132508152	132508350
24100	"ENSG00000112787.13"	"FBRSL1"	chr12	+	132525733	132525823	132508152	132508350	132527952	132527988
24101	"ENSG00000112787.13"	"FBRSL1"	chr12	+	132527952	132527988	132525733	132525823	132548002	132548032
24102	"ENSG00000112787.13"	"FBRSL1"	chr12	+	132570334	132570540	132569925	132570241	132571067	132571136
24103	"ENSG00000112787.13"	"FBRSL1"	chr12	+	132570334	132570540	132569925	132570241	132571306	132571524
24104	"ENSG00000112787.13"	"FBRSL1"	chr12	+	132571067	132571136	132569925	132570241	132571306	132571524
