ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
8624	"ENSG00000136930.13"	"PSMB7"	chr9	-	124414883	124415291	124414883	124414935	124415112	124415291	8624	7,17,5	0,0,0	8,13,10	0,0,1	298	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.833	0.056
8625	"ENSG00000136930.13"	"PSMB7"	chr9	-	124414883	124415307	124414883	124414935	124415130	124415307	8625	7,17,5	2,0,5	8,13,10	7,1,4	298	149	0.484562794437	1.0	0.636,1.0,0.333	0.364,0.867,0.556	0.061
8626	"ENSG00000142765.18"	"SYTL1"	chr1	+	27347424	27347880	27347424	27347569	27347807	27347880	8626	7,6,14	341,363,331	5,5,5	142,178,218	298	149	0.903847054375	1.0	0.01,0.008,0.021	0.017,0.014,0.011	-0.001
8627	"ENSG00000142765.18"	"SYTL1"	chr1	+	27347552	27348012	27347552	27347880	27347966	27348012	8627	1,2,0	53,35,52	0,0,0	26,33,29	235	149	1	1.0	0.012,0.035,0.0	0.0,0.0,0.0	0.016
8628	"ENSG00000142765.18"	"SYTL1"	chr1	+	27349971	27350485	27349971	27350296	27350388	27350485	8628	38,35,41	0,0,0	8,16,24	1,0,0	241	149	1	1.0	1.0,1.0,1.0	0.832,1.0,1.0	0.056
8629	"ENSG00000106211.9"	"HSPB1"	chr7	+	76303576	76303863	76303576	76303727	76303801	76303863	8629	113,84,49	0,0,0	126,100,124	1,2,0	223	149	1	1.0	1.0,1.0,1.0	0.988,0.971,1.0	0.014
8630	"ENSG00000106211.9"	"HSPB1"	chr7	+	76302687	76303865	76302687	76303111	76303801	76303865	8630	68,51,35	0,0,0	83,60,97	1,0,0	298	149	1	1.0	1.0,1.0,1.0	0.976,1.0,1.0	0.008
8631	"ENSG00000106211.9"	"HSPB1"	chr7	+	76303806	76304260	76303806	76303865	76303983	76304260	8631	15,12,3	1357,1250,1013	9,9,9	1197,1145,1333	267	149	1	1.0	0.006,0.005,0.002	0.004,0.004,0.004	0.0
8632	"ENSG00000106211.9"	"HSPB1"	chr7	+	76303806	76304295	76303806	76303863	76303983	76304295	8632	11,13,5	1,0,0	12,9,9	0,1,2	269	149	0.760371772094	1.0	0.859,1.0,1.0	1.0,0.833,0.714	0.104
8633	"ENSG00000127946.17"	"HIP1"	chr7	-	75562934	75563281	75562934	75563075	75563187	75563281	8633	0,0,0	14,35,33	0,0,2	8,8,15	261	149	1	1.0	0.0,0.0,0.0	0.0,0.0,0.071	-0.024
8634	"ENSG00000127946.17"	"HIP1"	chr7	-	75738511	75738962	75738511	75738658	75738800	75738962	8634	5,0,6	2,0,0	2,2,6	0,0,0	291	149	1	1.0	0.561,NA,1.0	1.0,1.0,1.0	-0.22
8636	"ENSG00000056736.10"	"IL17RB"	chr3	+	53857615	53858818	53857615	53857690	53858348	53858818	8636	9,4,5	1,0,0	6,2,4	0,0,1	298	149	1	1.0	0.818,1.0,1.0	1.0,1.0,0.667	0.05
8637	"ENSG00000056736.10"	"IL17RB"	chr3	+	53857615	53858818	53857615	53857690	53858570	53858818	8637	9,4,6	2,0,0	8,2,5	1,1,0	298	149	1	1.0	0.692,1.0,1.0	0.8,0.5,1.0	0.131
8638	"ENSG00000056736.10"	"IL17RB"	chr3	+	53858348	53858818	53858348	53858435	53858718	53858818	8638	3,0,6	0,0,0	2,5,1	0,0,2	298	149	1	1.0	1.0,NA,1.0	1.0,1.0,0.2	0.267
8639	"ENSG00000056736.10"	"IL17RB"	chr3	+	53858348	53858818	53858348	53858610	53858718	53858818	8639	5,0,6	0,0,1	3,5,1	2,0,1	257	149	1	1.0	1.0,NA,0.777	0.465,1.0,0.367	0.278
8640	"ENSG00000067248.10"	"DHX29"	chr5	-	55270443	55270706	55270443	55270505	55270577	55270706	8640	0,0,1	1,0,0	1,0,0	0,0,0	221	149	1	1.0	0.0,NA,1.0	1.0,NA,NA	-0.5
8641	"ENSG00000106089.12"	"STX1A"	chr7	-	73704136	73704423	73704136	73704256	73704349	73704423	8641	4,0,0	51,27,33	0,8,1	22,33,75	242	149	0.17393149396	0.884472237753	0.046,0.0,0.0	0.0,0.13,0.008	-0.031
8642	"ENSG00000106089.12"	"STX1A"	chr7	-	73716239	73716734	73716239	73716285	73716580	73716734	8642	0,0,5	1,4,1	3,0,1	5,0,3	298	149	1	1.0	0.0,0.0,0.714	0.231,NA,0.143	0.051
8643	"ENSG00000009950.16"	"MLXIPL"	chr7	-	73595665	73595912	73595665	73595760	73595841	73595912	8643	1,6,3	53,57,34	2,7,8	52,38,51	230	149	0.140131860297	0.785631224529	0.012,0.064,0.054	0.024,0.107,0.092	-0.031
8644	"ENSG00000009950.16"	"MLXIPL"	chr7	-	73595841	73596233	73595841	73595912	73596152	73596233	8644	42,55,29	0,0,0	36,35,43	2,2,4	298	149	0.000309690414598	0.0148526642205	1.0,1.0,1.0	0.9,0.897,0.843	0.12
8645	"ENSG00000009950.16"	"MLXIPL"	chr7	-	73595841	73596233	73595841	73595969	73596152	73596233	8645	0,0,3	53,35,39	1,6,6	48,29,57	298	149	0.00516035348784	0.100520109952	0.0,0.0,0.037	0.01,0.094,0.05	-0.039
8646	"ENSG00000009950.16"	"MLXIPL"	chr7	-	73596152	73596388	73596152	73596266	73596363	73596388	8646	17,8,23	0,0,0	20,24,24	0,0,1	246	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.936	0.021
8647	"ENSG00000009950.16"	"MLXIPL"	chr7	-	73596152	73596388	73596152	73596272	73596363	73596388	8647	14,8,17	63,55,57	16,23,23	46,55,49	240	149	0.00949466272108	0.147931084536	0.121,0.083,0.156	0.178,0.206,0.226	-0.083
8648	"ENSG00000009950.16"	"MLXIPL"	chr7	-	73596363	73596789	73596363	73596388	73596638	73596789	8648	52,40,50	1,0,3	39,56,47	0,1,4	298	149	0.809951603406	1.0	0.963,1.0,0.893	1.0,0.966,0.855	0.012
8649	"ENSG00000009950.16"	"MLXIPL"	chr7	-	73596638	73596965	73596638	73596786	73596864	73596965	8649	14,15,13	14,6,6	32,26,14	1,6,12	227	149	0.0812244211444	0.575369263832	0.396,0.621,0.587	0.955,0.74,0.434	-0.175
8650	"ENSG00000009950.16"	"MLXIPL"	chr7	-	73596638	73596965	73596638	73596789	73596864	73596965	8650	14,14,12	8,11,17	31,25,13	13,13,10	224	149	0.141048269181	0.788492314206	0.538,0.458,0.32	0.613,0.561,0.464	-0.107
8651	"ENSG00000009950.16"	"MLXIPL"	chr7	-	73605687	73606100	73605687	73605768	73605909	73606100	8651	0,0,2	19,22,19	0,4,2	29,20,12	290	149	0.141099612419	0.788492314206	0.0,0.0,0.051	0.0,0.093,0.079	-0.04
8652	"ENSG00000102753.10"	"KPNA3"	chr13	-	49701855	49702295	49701855	49701898	49702214	49702295	8652	0,0,1	0,0,0	0,0,1	0,0,2	298	149	1	1.0	NA,NA,1.0	NA,NA,0.2	0.8
8654	"ENSG00000232546.1"	"AC027644.1"	chr7	+	66856698	66857072	66856698	66856797	66856957	66857072	8654	0,2,2	0,0,1	1,1,1	2,0,0	298	149	1	1.0	NA,1.0,0.5	0.2,1.0,1.0	0.017
8655	"ENSG00000133612.19"	"AGAP3"	chr7	+	151117370	151117749	151117370	151117456	151117635	151117749	8655	13,23,21	20,20,24	21,17,22	47,23,17	298	149	0.509594837631	1.0	0.245,0.365,0.304	0.183,0.27,0.393	0.023
8656	"ENSG00000133612.19"	"AGAP3"	chr7	+	151117391	151117749	151117391	151117456	151117636	151117749	8656	13,24,21	1,0,0	21,17,22	0,0,0	298	149	1	1.0	0.867,1.0,1.0	1.0,1.0,1.0	-0.044
8657	"ENSG00000133612.19"	"AGAP3"	chr7	+	151139978	151140472	151139978	151140116	151140359	151140472	8657	12,22,22	0,0,0	18,17,21	0,0,1	298	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.913	0.029
8658	"ENSG00000189143.9"	"CLDN4"	chr7	+	73828599	73828950	73828599	73828673	73828764	73828950	8658	3,4,3	0,0,0	2,2,2	0,0,1	240	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.554	0.149
8659	"ENSG00000197956.10"	"S100A6"	chr1	-	153535758	153536244	153535758	153535913	153536107	153536244	8659	7,6,13	0,0,1	0,4,11	0,0,0	298	149	1	1.0	1.0,1.0,0.867	NA,1.0,1.0	-0.044
8661	"ENSG00000147677.11"	"EIF3H"	chr8	-	116755718	116756019	116755718	116755797	116755951	116756019	8661	451,609,424	57,51,30	470,489,500	60,55,54	298	149	0.128486667548	0.749622849381	0.798,0.857,0.876	0.797,0.816,0.822	0.032
8662	"ENSG00000130244.12"	"FAM98C"	chr19	+	38405343	38405736	38405343	38405421	38405504	38405736	8662	0,0,0	0,1,0	3,1,2	0,0,0	232	149	1	1.0	NA,0.0,NA	1.0,1.0,1.0	-1.0
8663	"ENSG00000130244.12"	"FAM98C"	chr19	+	38405374	38405635	38405374	38405421	38405518	38405635	8663	0,0,2	16,8,11	3,1,2	9,7,12	246	149	0.019884693402	0.241688293728	0.0,0.0,0.099	0.168,0.08,0.092	-0.08
8664	"ENSG00000130244.12"	"FAM98C"	chr19	+	38405343	38405736	38405343	38405421	38405522	38405736	8664	0,2,2	1,0,0	4,1,2	0,3,0	250	149	0.290874769009	1.0	0.0,1.0,1.0	1.0,0.166,1.0	-0.055
8665	"ENSG00000130244.12"	"FAM98C"	chr19	+	38405518	38407077	38405518	38405736	38406909	38407077	8665	15,11,6	0,1,0	11,11,18	0,0,0	298	149	1	1.0	1.0,0.846,1.0	1.0,1.0,1.0	-0.051
8666	"ENSG00000234585.6"	"CCT6P3"	chr7	+	65068455	65068813	65068455	65068610	65068708	65068813	8666	0,0,1	15,7,14	0,1,0	2,11,9	247	149	1	1.0	0.0,0.0,0.041	0.0,0.052,0.0	-0.004
8667	"ENSG00000103495.14"	"MAZ"	chr16	+	29806869	29807066	29806869	29806893	29806977	29807066	8667	6,2,10	35,28,42	1,4,4	20,31,30	233	149	0.226944618404	1.0	0.099,0.044,0.132	0.031,0.076,0.079	0.03
8668	"ENSG00000103495.14"	"MAZ"	chr16	+	29806977	29807828	29806977	29807066	29807564	29807828	8668	19,30,43	1,0,0	27,17,18	0,0,0	298	149	1	1.0	0.905,1.0,1.0	1.0,1.0,1.0	-0.032
8670	"ENSG00000182199.11"	"SHMT2"	chr12	+	57229572	57229811	57229572	57229587	57229723	57229811	8670	20,27,35	0,1,0	10,17,12	0,0,0	285	149	1	1.0	1.0,0.934,1.0	1.0,1.0,1.0	-0.022
8671	"ENSG00000182199.11"	"SHMT2"	chr12	+	57230802	57231913	57230802	57231000	57231481	57231913	8671	13,16,29	0,0,0	13,14,17	1,0,0	298	149	1	1.0	1.0,1.0,1.0	0.867,1.0,1.0	0.044
8672	"ENSG00000182199.11"	"SHMT2"	chr12	+	57231481	57231890	57231481	57231560	57231712	57231890	8672	13,13,22	551,568,544	15,4,9	448,482,485	298	149	0.180021208245	0.903761237965	0.012,0.011,0.02	0.016,0.004,0.009	0.005
8673	"ENSG00000182199.11"	"SHMT2"	chr12	+	57231481	57231979	57231481	57231533	57231712	57231979	8673	282,285,280	0,0,0	229,178,248	0,1,0	298	149	1	1.0	1.0,1.0,1.0	1.0,0.989,1.0	0.004
8674	"ENSG00000182199.11"	"SHMT2"	chr12	+	57232535	57232773	57232535	57232575	57232703	57232773	8674	5,8,10	74,68,57	0,3,5	50,60,59	277	149	0.0110550915659	0.163675199855	0.035,0.06,0.086	0.0,0.026,0.044	0.037
8675	"ENSG00000182199.11"	"SHMT2"	chr12	+	57233598	57233811	57233598	57233662	57233748	57233811	8675	1,1,2	340,322,250	1,0,0	226,238,272	235	149	1	1.0	0.002,0.002,0.005	0.003,0.0,0.0	0.002
8676	"ENSG00000182199.11"	"SHMT2"	chr12	+	57234002	57234694	57234002	57234110	57234238	57234694	8676	5,3,2	0,0,0	2,3,3	1,0,1	277	149	1	1.0	1.0,1.0,1.0	0.518,1.0,0.617	0.288
8677	"ENSG00000111726.13"	"CMAS"	chr12	+	22055165	22055610	22055165	22055291	22055454	22055610	8677	1,1,0	83,63,81	1,1,0	68,76,59	298	149	1	1.0	0.006,0.008,0.0	0.007,0.007,0.0	0.0
8678	"ENSG00000213614.9"	"HEXA"	chr15	-	72345445	72345772	72345445	72345550	72345676	72345772	8678	20,14,24	2,1,2	18,20,15	9,3,8	275	149	0.00160278437039	0.0456241249962	0.844,0.884,0.867	0.52,0.783,0.504	0.263
8679	"ENSG00000213614.9"	"HEXA"	chr15	-	72345976	72346325	72345976	72346038	72346234	72346325	8679	1,3,3	0,1,0	5,4,5	0,0,0	298	149	1	1.0	1.0,0.6,1.0	1.0,1.0,1.0	-0.133
8680	"ENSG00000213614.9"	"HEXA"	chr15	-	72345976	72346325	72345976	72346128	72346234	72346325	8680	1,3,3	5,0,0	5,4,5	5,0,4	255	149	0.173581258042	0.883649964206	0.105,1.0,1.0	0.369,1.0,0.422	0.105
8681	"ENSG00000213614.9"	"HEXA"	chr15	-	72347721	72348134	72347721	72347758	72348047	72348134	8681	2,0,0	83,101,98	3,4,1	87,109,112	298	149	1	1.0	0.012,0.0,0.0	0.017,0.018,0.004	-0.009
8682	"ENSG00000213614.9"	"HEXA"	chr15	-	72355598	72355976	72355598	72355624	72355909	72355976	8682	0,1,0	0,1,2	0,1,0	1,1,4	298	149	1	1.0	NA,0.333,0.0	0.0,0.333,0.0	0.056
8683	"ENSG00000240344.9"	"PPIL3"	chr2	-	200885296	200885788	200885296	200885367	200885697	200885788	8683	13,12,12	6,5,11	5,2,11	7,8,6	298	149	0.101944496334	0.655526980427	0.52,0.545,0.353	0.263,0.111,0.478	0.189
8684	"ENSG00000170515.14"	"PA2G4"	chr12	+	56106587	56107079	56106587	56106716	56106989	56107079	8684	32,26,132	958,897,925	36,29,36	854,818,959	298	149	0.000362229204057	0.0166617201384	0.016,0.014,0.067	0.021,0.017,0.018	0.014
8685	"ENSG00000170515.14"	"PA2G4"	chr12	+	56106692	56107079	56106692	56106716	56107051	56107079	8685	1086,935,1161	0,6,9	991,928,1035	7,5,1	298	149	0.951141538204	1.0	1.0,0.987,0.985	0.986,0.989,0.998	-0.0
8686	"ENSG00000170515.14"	"PA2G4"	chr12	+	56106989	56107256	56106989	56107079	56107186	56107256	8686	180,154,253	0,0,2	187,151,175	0,0,0	256	149	1	1.0	1.0,1.0,0.987	1.0,1.0,1.0	-0.004
8687	"ENSG00000170515.14"	"PA2G4"	chr12	+	56106989	56107256	56106989	56107087	56107186	56107256	8687	132,111,214	0,0,0	148,112,134	0,0,1	248	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.988	0.004
8688	"ENSG00000170515.14"	"PA2G4"	chr12	+	56107186	56107618	56107186	56107256	56107520	56107618	8688	53,49,132	2561,2361,2473	48,58,60	2591,2462,2644	298	149	0.00680509264977	0.120104304048	0.01,0.01,0.026	0.009,0.012,0.011	0.005
8689	"ENSG00000170515.14"	"PA2G4"	chr12	+	56110402	56110677	56110402	56110477	56110558	56110677	8689	65,46,46	917,781,720	49,33,59	853,790,907	230	149	0.265701439565	1.0	0.044,0.037,0.04	0.036,0.026,0.04	0.006
8690	"ENSG00000170515.14"	"PA2G4"	chr12	+	56110402	56110692	56110402	56110426	56110558	56110692	8690	362,309,305	3,0,0	387,308,377	0,0,1	281	149	1	1.0	0.985,1.0,1.0	1.0,1.0,0.995	-0.003
8691	"ENSG00000170515.14"	"PA2G4"	chr12	+	56110398	56110837	56110398	56110477	56110662	56110837	8691	355,271,275	2,0,0	289,257,318	0,0,0	298	149	1	1.0	0.989,1.0,1.0	1.0,1.0,1.0	-0.004
8692	"ENSG00000170515.14"	"PA2G4"	chr12	+	56110662	56111058	56110662	56110692	56110963	56111058	8692	36,21,15	596,445,461	19,46,37	509,456,519	298	149	0.0374608970817	0.360690340645	0.029,0.023,0.016	0.018,0.048,0.034	-0.011
8693	"ENSG00000170515.14"	"PA2G4"	chr12	+	56110662	56111058	56110662	56110837	56110963	56111058	8693	36,20,13	0,0,5	18,47,37	2,0,0	275	149	0.0987482406171	0.645948817663	1.0,1.0,0.585	0.83,1.0,1.0	-0.082
8694	"ENSG00000170515.14"	"PA2G4"	chr12	+	56110963	56111192	56110963	56111058	56111181	56111192	8694	31,34,32	564,479,427	56,65,51	535,482,567	272	149	0.00104934273606	0.0351845486402	0.029,0.037,0.039	0.054,0.069,0.047	-0.022
8695	"ENSG00000170515.14"	"PA2G4"	chr12	+	56111198	56111509	56111198	56111309	56111475	56111509	8695	8,4,5	811,716,608	7,7,13	819,705,835	298	149	1	1.0	0.005,0.003,0.004	0.004,0.005,0.008	-0.002
8698	"ENSG00000132436.11"	"FIGNL1"	chr7	-	50447967	50448284	50447967	50448055	50448180	50448284	8698	0,1,1	3,5,4	2,0,1	6,1,3	274	149	1	1.0	0.0,0.098,0.12	0.153,0.0,0.153	-0.029
8699	"ENSG00000255639.3"	"AC005833.1"	chr12	+	4662195	4662635	4662195	4662289	4662532	4662635	8699	3,7,9	0,0,0	5,12,3	1,0,2	298	149	0.475156825152	1.0	1.0,1.0,1.0	0.714,1.0,0.429	0.286
8701	"ENSG00000071539.14"	"TRIP13"	chr5	+	907980	908461	907980	908074	908354	908461	8701	2,1,6	72,51,75	3,2,5	60,66,68	298	149	0.773181595065	1.0	0.014,0.01,0.038	0.024,0.015,0.035	-0.004
8702	"ENSG00000214765.8"	"SEPTIN7P2"	chr7	-	45728831	45729195	45728831	45729026	45729121	45729195	8702	1,1,1	2,0,5	2,0,2	0,0,2	244	149	1	1.0	0.234,1.0,0.109	1.0,NA,0.379	-0.242
8704	"ENSG00000211450.10"	"SELENOH"	chr11	+	57741490	57741890	57741490	57741717	57741808	57741890	8704	8,10,8	419,333,350	6,8,11	337,278,354	240	149	0.80811223584	1.0	0.012,0.018,0.014	0.011,0.018,0.019	-0.001
8705	"ENSG00000211450.10"	"SELENOH"	chr11	+	57741681	57741890	57741681	57741717	57741814	57741890	8705	39,30,27	0,0,0	38,23,43	0,1,0	246	149	1	1.0	1.0,1.0,1.0	1.0,0.933,1.0	0.022
8706	"ENSG00000211450.10"	"SELENOH"	chr11	+	57741814	57742227	57741814	57741954	57742116	57742227	8706	52,99,102	942,736,733	93,94,112	725,574,757	298	149	0.00759061310253	0.129861723231	0.027,0.063,0.065	0.06,0.076,0.069	-0.017
8707	"ENSG00000158604.15"	"TMED4"	chr7	-	44581088	44581574	44581088	44581218	44581448	44581574	8707	48,58,41	0,0,0	46,41,69	0,4,0	298	149	0.650145684571	1.0	1.0,1.0,1.0	1.0,0.837,1.0	0.054
8708	"ENSG00000158604.15"	"TMED4"	chr7	-	44581088	44581574	44581088	44581239	44581448	44581574	8708	2,0,1	299,288,268	1,0,22	288,251,350	298	149	0.578981518869	1.0	0.003,0.0,0.002	0.002,0.0,0.03	-0.009
8709	"ENSG00000158604.15"	"TMED4"	chr7	-	44581722	44582210	44581722	44581823	44582030	44582210	8709	8,14,24	2,2,2	13,21,46	4,3,1	298	149	0.780483666975	1.0	0.667,0.778,0.857	0.619,0.778,0.958	-0.018
8710	"ENSG00000158604.15"	"TMED4"	chr7	-	44581722	44582210	44581722	44581823	44582103	44582210	8710	8,14,24	1,0,0	13,21,46	0,0,0	298	149	1	1.0	0.8,1.0,1.0	1.0,1.0,1.0	-0.067
8711	"ENSG00000214783.9"	"POLR2J4"	chr7	-	43961594	43962090	43961594	43961745	43961972	43962090	8711	1,0,0	7,3,5	0,0,0	5,3,1	298	149	1	1.0	0.067,0.0,0.0	0.0,0.0,0.0	0.022
8712	"ENSG00000270617.1"	"URGCP-MRPS24"	chr7	-	43887414	43887811	43887414	43887485	43887789	43887811	8712	11,11,11	125,153,139	16,2,11	126,125,149	298	149	0.81188831489	1.0	0.042,0.035,0.038	0.06,0.008,0.036	0.004
8713	"ENSG00000062582.14"	"MRPS24"	chr7	-	43868962	43869375	43868962	43869074	43869307	43869375	8713	3,1,5	198,168,111	3,4,1	208,162,221	298	149	1	1.0	0.008,0.003,0.022	0.007,0.012,0.002	0.004
8714	"ENSG00000062582.14"	"MRPS24"	chr7	-	43869307	43869517	43869307	43869375	43869456	43869517	8714	13,18,7	0,0,0	15,25,12	0,0,2	230	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.795	0.068
8715	"ENSG00000106603.18"	"COA1"	chr7	-	43647215	43647634	43647215	43647359	43647534	43647634	8715	10,13,8	1,0,0	8,7,2	0,0,0	298	149	1	1.0	0.833,1.0,1.0	1.0,1.0,1.0	-0.056
8716	"ENSG00000127838.14"	"PNKD"	chr2	+	218270519	218271549	218270519	218270600	218271379	218271549	8716	2,2,1	0,0,0	2,5,2	0,0,1	298	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.5	0.167
8717	"ENSG00000127838.14"	"PNKD"	chr2	+	218344490	218344981	218344490	218344570	218344807	218344981	8717	0,1,1	70,97,59	0,2,1	114,64,110	298	149	1	1.0	0.0,0.005,0.008	0.0,0.015,0.005	-0.002
8718	"ENSG00000101911.12"	"PRPS2"	chrX	+	12810021	12810369	12810021	12810146	12810334	12810369	8718	0,1,1	2,0,0	0,2,0	0,0,0	298	149	1	1.0	0.0,1.0,1.0	NA,1.0,NA	-0.333
8720	"ENSG00000170485.17"	"NPAS2"	chr2	+	100995399	100996055	100995399	100995424	100995795	100996055	8720	11,3,16	0,2,0	13,11,6	0,0,1	298	149	0.683390859479	1.0	1.0,0.429,1.0	1.0,1.0,0.75	-0.107
8721	"ENSG00000196305.17"	"IARS"	chr9	-	92249857	92250284	92249857	92249941	92250186	92250284	8721	30,38,36	337,386,369	28,25,27	303,295,244	298	149	0.945019543602	1.0	0.043,0.047,0.047	0.044,0.041,0.052	0.0
8722	"ENSG00000168894.10"	"RNF181"	chr2	+	85596518	85596734	85596518	85596649	85596726	85596734	8722	2,3,8	7,2,2	6,3,2	4,5,6	226	149	0.452880514664	1.0	0.159,0.497,0.725	0.497,0.283,0.18	0.14
8723	"ENSG00000168894.10"	"RNF181"	chr2	+	85596518	85597016	85596518	85596649	85596806	85597016	8723	2,3,8	0,0,0	6,3,2	1,1,0	298	149	1	1.0	1.0,1.0,1.0	0.75,0.6,1.0	0.217
8724	"ENSG00000168894.10"	"RNF181"	chr2	+	85596518	85597016	85596518	85596649	85596906	85597016	8724	314,243,324	0,4,0	188,182,257	0,0,1	298	149	1	1.0	1.0,0.968,1.0	1.0,1.0,0.992	-0.008
8725	"ENSG00000168894.10"	"RNF181"	chr2	+	85596806	85597178	85596806	85596931	85597103	85597178	8725	2,8,1	401,335,376	3,8,3	246,246,335	298	149	1	1.0	0.002,0.012,0.001	0.006,0.016,0.004	-0.004
8726	"ENSG00000122545.20"	"SEPTIN7"	chr7	+	35831491	35832034	35831491	35831496	35831953	35832034	8726	36,40,6	0,1,0	29,15,34	0,0,0	298	149	1	1.0	1.0,0.952,1.0	1.0,1.0,1.0	-0.016
8727	"ENSG00000122545.20"	"SEPTIN7"	chr7	+	35831491	35832034	35831491	35831496	35832002	35832034	8727	36,41,6	2,0,0	29,15,34	0,6,0	298	149	0.0381867544592	0.364557416745	0.9,1.0,1.0	1.0,0.556,1.0	0.115
8730	"ENSG00000164610.9"	"RP9"	chr7	-	33099113	33099436	33099113	33099212	33099306	33099436	8730	3,0,0	0,0,1	1,4,1	0,0,0	243	149	1	1.0	1.0,NA,0.0	1.0,1.0,1.0	-0.5
8731	"ENSG00000170852.11"	"KBTBD2"	chr7	-	32874521	32875157	32874521	32874823	32874991	32875157	8731	7,8,2	5,2,4	2,3,2	1,2,0	298	149	0.319376923842	1.0	0.412,0.667,0.2	0.5,0.429,1.0	-0.217
8732	"ENSG00000100441.10"	"KHNYN"	chr14	+	24430223	24430931	24430223	24430623	24430713	24430931	8732	3,5,5	0,0,2	3,4,3	1,0,0	239	149	1	1.0	1.0,1.0,0.609	0.652,1.0,1.0	-0.014
8733	"ENSG00000100441.10"	"KHNYN"	chr14	+	24435456	24436179	24435456	24435799	24436071	24436179	8733	23,31,29	0,1,0	20,22,11	0,0,0	298	149	1	1.0	1.0,0.939,1.0	1.0,1.0,1.0	-0.02
8734	"ENSG00000105778.19"	"AVL9"	chr7	+	32575726	32576072	32575726	32575824	32575954	32576072	8734	9,3,2	0,0,0	4,4,5	4,1,1	279	149	2.17209410093e-05	0.00219805062544	1.0,1.0,1.0	0.348,0.681,0.728	0.414
8736	"ENSG00000172765.17"	"TMCC1"	chr3	-	129860939	129861271	129860939	129861012	129861155	129861271	8736	0,2,0	0,0,1	0,1,0	0,2,0	292	149	1	1.0	NA,1.0,0.0	NA,0.203,NA	0.297
8737	"ENSG00000204815.10"	"TTC25"	chr17	+	41935231	41935543	41935231	41935348	41935470	41935543	8737	2,2,0	1,1,0	1,0,0	0,0,0	271	149	1	1.0	0.524,0.524,NA	1.0,NA,NA	-0.476
8738	"ENSG00000253405.1"	"EVX1-AS"	chr7	-	27241428	27241840	27241428	27241450	27241548	27241840	8738	6,15,12	1,1,0	4,5,4	0,0,0	247	149	1	1.0	0.784,0.9,1.0	1.0,1.0,1.0	-0.105
8739	"ENSG00000146833.15"	"TRIM4"	chr7	-	99903217	99903597	99903217	99903315	99903487	99903597	8739	6,5,8	1,1,0	3,5,5	0,3,0	298	149	0.422525675196	1.0	0.75,0.714,1.0	1.0,0.455,1.0	0.003
8740	"ENSG00000146833.15"	"TRIM4"	chr7	-	99903217	99903597	99903217	99903315	99903575	99903597	8740	31,35,32	200,222,216	16,22,27	153,189,151	298	149	0.384044140011	1.0	0.072,0.073,0.069	0.05,0.055,0.082	0.009
8741	"ENSG00000146833.15"	"TRIM4"	chr7	-	99903575	99903951	99903575	99903598	99903899	99903951	8741	4,10,4	0,1,0	7,6,2	0,1,0	298	149	1	1.0	1.0,0.833,1.0	1.0,0.75,1.0	0.028
8742	"ENSG00000164733.21"	"CTSB"	chr8	-	11844323	11845222	11844323	11844820	11845081	11845222	8742	381,333,349	0,0,2	410,346,399	1,0,4	298	149	1	1.0	1.0,1.0,0.989	0.995,1.0,0.98	0.005
8743	"ENSG00000243766.8"	"HOTTIP"	chr7	+	27200436	27200827	27200436	27200521	27200622	27200827	8743	10,10,17	53,51,46	7,12,6	32,44,27	250	149	0.918127151896	1.0	0.101,0.105,0.181	0.115,0.14,0.117	0.005
8744	"ENSG00000196998.19"	"WDR45"	chrX	-	49076202	49076524	49076202	49076275	49076429	49076524	8744	10,4,4	0,0,2	4,13,7	0,3,1	298	149	1	1.0	1.0,1.0,0.5	1.0,0.684,0.778	0.013
8745	"ENSG00000196998.19"	"WDR45"	chrX	-	49076644	49076890	49076644	49076750	49076850	49076890	8745	24,19,23	1,0,0	21,22,25	0,0,0	249	149	1	1.0	0.935,1.0,1.0	1.0,1.0,1.0	-0.022
8746	"ENSG00000196998.19"	"WDR45"	chrX	-	49076644	49077911	49076644	49076750	49077736	49077911	8746	44,61,57	1,0,0	44,50,47	0,0,0	298	149	1	1.0	0.957,1.0,1.0	1.0,1.0,1.0	-0.014
8747	"ENSG00000196998.19"	"WDR45"	chrX	-	49077736	49077911	49077736	49077747	49077836	49077911	8747	12,31,18	44,48,45	8,8,9	45,36,42	238	149	0.00493176980009	0.0978569499843	0.146,0.288,0.2	0.1,0.122,0.118	0.098
8749	"ENSG00000109111.15"	"SUPT6H"	chr17	+	28662204	28662685	28662204	28662342	28662616	28662685	8749	8,20,19	10,12,10	29,35,16	5,6,2	298	149	0.00011152180639	0.00723426230618	0.286,0.455,0.487	0.744,0.745,0.8	-0.354
