ID...1	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID...12	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
14261	ENSG00000101104	PABPC1L	chr20	+	44936612	44936976	44936612	44936730	44938060	44938191	14261	58,32,55	145,163,140	18,23,25	125,140,157	298	149	0.0000483218150307	0.00500185342456	0.167,0.089,0.164	0.067,0.076,0.074	0.068
14326	ENSG00000078814	MYH7B	chr20	+	34996612	34996969	34996612	34996758	34997082	34997173	14326	0,0,0	28,19,51	6,0,11	57,53,72	298	149	0.000585767708428	0.0320757800544	0.0,0.0,0.0	0.05,0.0,0.071	-0.04
14435	ENSG00000088876	ZNF343	chr20	-	2493692	2494002	2493777	2494002	2493518	2493577	14435	0,0,1	58,38,31	4,4,1	15,7,19	234	149	0.000162081711984	0.0125475488902	0.0,0.0,0.02	0.145,0.267,0.032	-0.141
14444	ENSG00000141644	MBD1	chr18	-	50271308	50271540	50271468	50271540	50269556	50269811	14444	103,65,77	75,70,45	78,81,91	33,25,34	298	149	0.000137791249237	0.0111053511352	0.407,0.317,0.461	0.542,0.618,0.572	-0.182
14461	ENSG00000221983	UBA52	chr19	+	18572514	18572960	18572514	18572607	18573292	18573403	14461	117,122,81	45,60,54	145,146,158	20,45,24	298	149	0.0000212796617014	0.00271503946125	0.565,0.504,0.429	0.784,0.619,0.767	-0.224
14494	ENSG00000075336	TIMM21	chr18	+	74155144	74155224	74155144	74155207	74155305	74155493	14494	86,39,49	256,247,197	50,26,47	325,298,369	166	149	0.0000216106689658	0.00274092470794	0.232,0.124,0.183	0.121,0.073,0.103	0.081
14516	ENSG00000153339	TRAPPC8	chr18	-	31836962	31837108	31836994	31837108	31832083	31832173	14516	4,0,1	0,2,0	0,0,0	2,1,2	181	149	0.000211905049212	0.0153286760602	1.0,0.0,1.0	0.0,0.0,0.0	0.667
14533	ENSG00000118680	MYL12B	chr18	+	3262612	3262788	3262612	3262756	3272883	3273082	14533	1,2,5	30,19,17	5,8,12	12,11,9	181	149	0.0000463774082081	0.00486333811531	0.027,0.08,0.195	0.255,0.374,0.523	-0.283
14586	ENSG00000185825	BCAP31	chrX	-	153724202	153724388	153724260	153724388	153723152	153723288	14586	0,0,0	7,15,7	1,2,4	12,4,9	207	149	0.000699997779529	0.0367324264079	0.0,0.0,0.0	0.057,0.265,0.242	-0.188
14608	ENSG00000101972	STAG2	chrX	+	124051120	124051398	124051120	124051218	124056127	124056235	14608	5,2,4	0,1,1	1,1,6	2,4,2	298	149	0.000280228503738	0.0187335673796	1.0,0.5,0.667	0.2,0.111,0.6	0.419
14617	ENSG00000238105	GOLGA2P5	chr12	-	100157527	100157739	100157531	100157739	100157348	100157445	14617	96,121,93	2,0,2	96,137,157	10,10,8	153	149	0.000010885815235	0.00159246141998	0.979,1.0,0.978	0.903,0.93,0.95	0.058
14619	ENSG00000238105	GOLGA2P5	chr12	-	100158620	100158873	100158797	100158873	100157996	100158077	14619	28,18,33	62,49,66	42,34,36	50,33,44	298	149	0.000661898110163	0.0351063099305	0.184,0.155,0.2	0.296,0.34,0.29	-0.129
14625	ENSG00000238105	GOLGA2P5	chr12	-	100159557	100159968	100159822	100159968	100158957	100159203	14625	2,2,5	5,4,4	0,2,0	5,7,5	298	149	0.000413830636818	0.0249609105066	0.167,0.2,0.385	0.0,0.125,0.0	0.209
14629	ENSG00000238105	GOLGA2P5	chr12	-	100167069	100167443	100167335	100167443	100166330	100166636	14629	30,55,37	24,47,24	61,58,58	12,7,21	298	149	0.00000453082648633	0.00080547050253	0.385,0.369,0.435	0.718,0.806,0.58	-0.305
14662	ENSG00000005302	MSL3	chrX	+	11763779	11764093	11763779	11763882	11765466	11768916	14662	7,12,10	0,3,7	10,6,11	0,0,0	298	149	0.0000034661460776	0.000662044216733	1.0,0.667,0.417	1.0,1.0,1.0	-0.305
14689	ENSG00000071859	FAM50A	chrX	+	154448089	154448399	154448089	154448211	154448483	154448560	14689	72,83,66	8,9,8	50,53,73	13,20,18	298	149	0.000410727711241	0.024820407085	0.818,0.822,0.805	0.658,0.57,0.67	0.182
14752	ENSG00000153914	SREK1	chr5	+	66162108	66162591	66162108	66162483	66163791	66163922	14752	131,146,169	165,187,198	89,105,94	158,201,225	257	149	0.000085224552188	0.00768182034518	0.315,0.312,0.331	0.246,0.232,0.195	0.095
14753	ENSG00000153914	SREK1	chr5	+	66162413	66162592	66162413	66162483	66163791	66163922	14753	1195,1271,1564	165,187,198	908,973,905	158,201,225	258	149	0.0000502023527706	0.00515493823001	0.807,0.797,0.82	0.768,0.737,0.699	0.073
14797	ENSG00000120438	TCP1	chr6	-	159788292	159788696	159788609	159788696	159788057	159788143	14797	6,2,3	1,3,2	3,7,2	0,0,0	298	149	0.00000420442094118	0.000770934636406	0.75,0.25,0.429	1.0,1.0,1.0	-0.524
14828	ENSG00000241769	LINC00893	chrX	-	149529102	149529428	149529366	149529428	149528071	149528358	14828	0,0,0	5,3,2	0,6,4	3,6,4	298	149	0.0000142771760613	0.0019832604504	0.0,0.0,0.0	0.0,0.333,0.333	-0.222
14846	ENSG00000126777	KTN1	chr14	+	55637197	55637364	55637197	55637358	55639184	55639222	14846	18,15,11	0,0,0	6,23,18	0,3,5	155	149	0.000264436502806	0.0180452278712	1.0,1.0,1.0	1.0,0.881,0.776	0.114
14862	ENSG00000126777	KTN1	chr14	+	55670728	55671165	55670728	55670803	55671565	55671877	14862	372,430,368	0,0,0	404,330,407	20,0,0	298	149	0.000437111404725	0.0258786887648	1.0,1.0,1.0	0.91,1.0,1.0	0.03
14868	ENSG00000126777	KTN1	chr14	+	55672933	55673255	55672933	55673012	55675834	55675918	14868	440,419,387	1798,1438,1548	429,507,542	1183,1160,1288	298	149	0.00000209798135875	0.000447316111829	0.109,0.127,0.111	0.153,0.179,0.174	-0.053
15036	ENSG00000108848	LUC7L3	chr17	+	50748339	50748458	50748339	50748416	50749223	50749344	15036	29,26,11	9,4,4	15,14,17	1,0,0	191	149	0.00000184991417895	0.000405194342193	0.715,0.835,0.682	0.921,1.0,1.0	-0.23
15043	ENSG00000165280	VCP	chr9	-	35060312	35060923	35060800	35060923	35059488	35059801	15043	318,301,296	1,3,0	321,294,376	14,17,25	298	149	0.000000000000660360655047	0.000000000770544831981	0.994,0.98,1.0	0.92,0.896,0.883	0.092
15085	ENSG00000126768	TIMM17B	chrX	-	48895347	48895454	48895351	48895454	48895037	48895101	15085	25,23,11	85,87,99	4,0,9	68,63,61	153	149	0.0000886983563676	0.00786242322735	0.223,0.205,0.098	0.054,0.0,0.126	0.115
15198	ENSG00000161677	JOSD2	chr19	-	50510959	50511145	50511125	50511145	50510285	50510448	15198	4,2,1	2,0,4	2,1,2	0,1,0	298	149	0.000482447138933	0.0276941055772	0.5,1.0,0.111	1.0,0.333,1.0	-0.241
15201	ENSG00000161677	JOSD2	chr19	-	50511068	50511145	50511125	50511145	50510285	50510448	15201	4,2,1	2,0,4	2,2,2	0,1,0	206	149	0.000809861924779	0.0409893602102	0.591,1.0,0.153	1.0,0.591,1.0	-0.282
15242	ENSG00000198755	RPL10A	chr6	+	35468407	35468872	35468407	35468439	35468946	35469529	15242	13,14,8	0,0,0	7,13,11	2,4,2	298	149	0.00000152832092393	0.000344151059421	1.0,1.0,1.0	0.636,0.619,0.733	0.337
15399	ENSG00000198363	ASPH	chr8	-	61577977	61578052	61578019	61578052	61576771	61576858	15399	0,0,0	7,4,5	0,3,4	2,4,2	191	149	0.0000884778562602	0.00786242322735	0.0,0.0,0.0	0.0,0.369,0.609	-0.326
15460	ENSG00000205763	RP9P	chr7	-	32918305	32918372	32918315	32918372	32916814	32917542	15460	8,12,7	4,10,4	7,9,10	0,0,3	159	149	0.000111483752531	0.00943890868889	0.652,0.529,0.621	1.0,1.0,0.757	-0.318
15791	ENSG00000079134	THOC1	chr18	-	225235	225403	225336	225403	225088	225139	15791	56,39,42	518,430,481	32,34,27	561,540,587	250	149	0.000546851108716	0.0303855096139	0.061,0.051,0.049	0.033,0.036,0.027	0.022
15842	ENSG00000090266	NDUFB2	chr7	+	140696670	140696742	140696670	140696695	140702865	140703010	15842	1,1,0	0,3,1	5,1,3	2,0,0	196	149	0.000235149496057	0.0166019683261	1.0,0.202,0.0	0.655,1.0,1.0	-0.484
15855	ENSG00000090266	NDUFB2	chr7	+	140696670	140696848	140696670	140696838	140702865	140703010	15855	35,29,37	5,6,9	27,22,32	0,1,0	159	149	0.000000348520766691	0.0000969211808657	0.868,0.819,0.794	1.0,0.954,1.0	-0.158
15860	ENSG00000090266	NDUFB2	chr7	+	140696687	140697172	140696687	140696838	140702865	140703010	15860	54,42,56	5,6,9	43,44,53	0,1,0	298	149	0.000000067591994557	0.0000279861382883	0.844,0.778,0.757	1.0,0.957,1.0	-0.193
15885	ENSG00000237080	EHMT2-AS1	chr6	+	31880243	31880785	31880243	31880592	31881060	31881121	15885	3,2,1	0,3,4	3,2,1	0,0,1	298	149	0.000113027794062	0.00953191161566	1.0,0.25,0.111	1.0,1.0,0.333	-0.324
15896	ENSG00000164897	TMUB1	chr7	-	151083071	151083124	151083082	151083124	151082174	151082593	15896	3,5,0	9,3,4	0,0,0	5,1,10	160	149	0.0000642336047256	0.00625541737553	0.237,0.608,0.0	0.0,0.0,0.0	0.282
15939	ENSG00000285953	NA	chr7	-	92245426	92245574	92245464	92245574	92244001	92244149	15939	5,12,7	3,1,3	4,3,2	0,0,1	187	149	0.000952980386294	0.0460662798651	0.57,0.905,0.65	1.0,1.0,0.614	-0.163
15965	ENSG00000166997	CNPY4	chr7	+	100122480	100122936	100122480	100122577	100124513	100124631	15965	2,2,1	0,0,0	3,2,2	0,2,5	298	149	0.00000930980187142	0.00139923923818	1.0,1.0,1.0	1.0,0.333,0.167	0.5
15993	ENSG00000277462	ZNF670	chr1	-	247078593	247078811	247078725	247078811	247039410	247039537	15993	13,15,15	0,0,0	9,9,10	2,2,2	281	149	0.0000801343279122	0.0073468296606	1.0,1.0,1.0	0.705,0.705,0.726	0.288
16121	ENSG00000075711	DLG1	chr3	-	197297543	197297766	197297672	197297766	197297352	197297426	16121	25,42,20	0,0,0	9,17,19	4,10,1	278	149	0.0000000196688482168	0.00000949088475195	1.0,1.0,1.0	0.547,0.477,0.911	0.355
16165	ENSG00000196584	XRCC2	chr7	-	152652624	152652750	152652721	152652750	152644778	152649363	16165	0,3,0	1,0,2	2,1,1	2,0,0	246	149	0.000690864354789	0.0364019718369	0.0,1.0,0.0	0.377,1.0,1.0	-0.459
16314	ENSG00000001626	CFTR	chr7	+	117678115	117678405	117678115	117678208	117715757	117715971	16314	0,1,4	1,7,2	3,8,11	0,0,0	298	149	0.00000000000333200134151	0.00000000360303334761	0.0,0.067,0.5	1.0,1.0,1.0	-0.811
16433	ENSG00000089195	TRMT6	chr20	-	5941911	5942030	5941932	5942030	5941242	5941345	16433	6,3,12	2,1,4	5,1,3	0,0,0	170	149	0.0000807417972596	0.00738143350816	0.724,0.724,0.724	1.0,1.0,1.0	-0.276
16479	ENSG00000070669	ASNS	chr7	-	97871922	97872165	97872040	97872165	97869777	97869813	16479	13,12,16	7,4,6	9,1,5	15,4,10	267	149	0.000134491984764	0.01087064497	0.509,0.626,0.598	0.251,0.122,0.218	0.381
16518	ENSG00000120798	NR2C1	chr12	-	95058336	95058393	95058347	95058393	95057730	95057878	16518	1,0,6	5,4,3	2,4,2	0,1,1	160	149	0.0000476169500392	0.00496896423198	0.157,0.0,0.651	1.0,0.788,0.651	-0.544
16522	ENSG00000132432	SEC61G	chr7	-	54759037	54759182	54759172	54759182	54757494	54757594	16522	26,26,17	0,11,0	22,20,24	0,0,0	284	149	0.000491248776989	0.0280737958689	1.0,0.554,1.0	1.0,1.0,1.0	-0.149
16551	ENSG00000133226	SRRM1	chr1	+	24647078	24647276	24647078	24647208	24648858	24649029	16551	15,41,21	204,210,268	7,10,7	125,161,181	217	149	0.000588887577545	0.0321916848928	0.048,0.118,0.051	0.037,0.041,0.026	0.038
16656	ENSG00000261408	TEN1-CDK3	chr17	+	76000140	76000548	76000140	76000389	76001411	76001541	16656	5,6,0	14,8,9	0,0,0	3,12,9	298	149	0.000041951438817	0.00456827644261	0.152,0.273,0.0	0.0,0.0,0.0	0.142
16660	ENSG00000261408	TEN1-CDK3	chr17	+	76000140	76000554	76000140	76000548	76001411	76001541	16660	17,18,23	5,6,0	6,9,10	0,0,0	155	149	0.0000296583509649	0.00354447670368	0.766,0.743,1.0	1.0,1.0,1.0	-0.164
16669	ENSG00000106635	BCL7B	chr7	-	73557496	73557609	73557517	73557609	73539883	73540052	16669	2,1,3	2,2,3	0,0,0	1,4,3	170	149	0.0000456898209245	0.00481483684314	0.467,0.305,0.467	0.0,0.0,0.0	0.413
16707	ENSG00000233559	LINC00513	chr7	+	130913507	130913625	130913507	130913593	130914871	130914919	16707	16,43,25	3,5,7	13,9,23	13,7,18	181	149	0.0000064496842842	0.00104515919967	0.814,0.876,0.746	0.452,0.514,0.513	0.319
16778	ENSG00000089280	FUS	chr16	+	31184208	31184363	31184208	31184352	31184938	31188357	16778	29,21,29	0,0,0	30,37,35	6,0,6	160	149	0.0000335968927683	0.003934576254	1.0,1.0,1.0	0.823,1.0,0.845	0.111
16779	ENSG00000089280	FUS	chr16	+	31184208	31184366	31184208	31184352	31184938	31188357	16779	30,21,31	0,0,0	30,37,34	6,0,6	163	149	0.0000280158979296	0.0034117196991	1.0,1.0,1.0	0.82,1.0,0.838	0.114
16780	ENSG00000089280	FUS	chr16	+	31184208	31184384	31184208	31184352	31184938	31188357	16780	33,21,30	0,0,0	31,37,40	6,0,6	181	149	0.0000267230628515	0.00329808847042	1.0,1.0,1.0	0.81,1.0,0.846	0.115
16781	ENSG00000089280	FUS	chr16	+	31184208	31184390	31184208	31184352	31184938	31188357	16781	31,21,30	0,0,0	30,38,34	6,0,6	187	149	0.0000187997245953	0.00244232778411	1.0,1.0,1.0	0.799,1.0,0.819	0.127
16826	ENSG00000143321	HDGF	chr1	-	156747338	156747471	156747383	156747471	156745296	156745373	16826	1,1,0	1,2,3	1,3,4	0,0,0	194	149	0.000000000379516085225	0.00000028321167211	0.434,0.277,0.0	1.0,1.0,1.0	-0.763
16871	ENSG00000120647	CCDC77	chr12	+	431865	432215	431865	431954	433173	433322	16871	40,55,49	584,608,495	18,18,36	484,536,597	298	149	0.0000634939394003	0.00620220783698	0.033,0.043,0.047	0.018,0.017,0.029	0.02
16910	ENSG00000196975	ANXA4	chr2	+	69788053	69788228	69788053	69788141	69803392	69803515	16910	5,4,6	74,71,53	6,16,12	22,26,27	236	149	0.000000135639944499	0.0000460580143815	0.041,0.034,0.067	0.147,0.28,0.219	-0.168
16977	ENSG00000170448	NFXL1	chr4	-	47914461	47914636	47914612	47914636	47913968	47914205	16977	2,1,5	5,4,6	0,0,1	1,10,5	298	149	0.000391047648576	0.0239405300105	0.167,0.111,0.294	0.0,0.0,0.091	0.16
17008	ENSG00000137404	NRM	chr6	-	30690523	30690967	30690802	30690967	30690046	30690243	17008	1,2,2	0,0,0	1,1,0	0,4,2	298	149	0.0000000528747921003	0.0000229280103555	1.0,1.0,1.0	1.0,0.111,0.0	0.63
17108	ENSG00000119969	HELLS	chr10	+	94546360	94546562	94546360	94546560	94554125	94554248	17108	0,6,4	3,0,7	0,0,0	12,7,10	151	149	0.000038524326185	0.00434512422069	0.0,1.0,0.361	0.0,0.0,0.0	0.454
17201	ENSG00000074582	BCS1L	chr2	+	218659375	218659811	218659375	218659802	218660306	218660482	17201	0,3,0	1,0,3	1,2,2	0,0,0	158	149	0.000441658589992	0.0260997452393	0.0,1.0,0.0	1.0,1.0,1.0	-0.667
17215	ENSG00000074582	BCS1L	chr2	+	218660036	218660218	218660036	218660217	218660306	218660482	17215	16,10,11	0,0,0	28,16,20	6,0,3	150	149	0.000187101860509	0.0139393894368	1.0,1.0,1.0	0.823,1.0,0.869	0.103
17245	ENSG00000272896	NA	chr9	+	136791625	136792030	136791625	136791777	136792250	136792358	17245	1447,1191,1160	162,170,149	977,827,968	225,136,189	298	149	0.000036848236566	0.00420037171953	0.817,0.778,0.796	0.685,0.753,0.719	0.078
17246	ENSG00000272896	NA	chr9	+	136791625	136792034	136791625	136791777	136792250	136792358	17246	21,17,14	162,170,149	9,6,10	225,136,189	298	149	0.000516205024543	0.0290855925023	0.061,0.048,0.045	0.02,0.022,0.026	0.029
17253	ENSG00000196391	ZNF774	chr15	+	90358850	90358964	90358850	90358957	90360042	90362847	17253	1,5,2	7,6,7	0,0,0	8,9,3	156	149	0.00000942644192348	0.00141016494947	0.12,0.443,0.214	0.0,0.0,0.0	0.259
17254	ENSG00000196391	ZNF774	chr15	+	90358850	90358964	90358850	90358957	90362544	90362641	17254	1,2,4	0,3,10	0,0,0	1,3,1	156	149	0.000393058778828	0.0240012685527	1.0,0.389,0.276	0.0,0.0,0.0	0.555
17293	ENSG00000065029	ZNF76	chr6	+	35293750	35293939	35293750	35293885	35294455	35294976	17293	4,11,3	2,4,2	1,2,0	7,4,2	203	149	0.0000214327554576	0.00272914672024	0.595,0.669,0.524	0.095,0.268,0.0	0.475
17446	ENSG00000204569	PPP1R10	chr6	-	30609076	30609163	30609138	30609163	30608778	30608914	17446	177,179,206	1,0,2	174,178,192	8,3,8	211	149	0.000173185005664	0.013091276924	0.992,1.0,0.986	0.939,0.977,0.944	0.039
17519	ENSG00000204256	BRD2	chr6	+	32977974	32978398	32977974	32978318	32979827	32980132	17519	2,2,2	1,6,3	8,2,2	1,0,0	229	149	0.000000297591946419	0.0000852614211845	0.565,0.178,0.303	0.839,1.0,1.0	-0.598
17627	ENSG00000182670	TTC3	chr21	+	37157988	37158203	37157988	37158151	37159698	37159745	17627	2,4,7	4,2,3	4,2,5	0,1,0	201	149	0.0000277711522911	0.0033947985535	0.27,0.597,0.634	1.0,0.597,1.0	-0.365
17738	ENSG00000163393	SLC22A15	chr1	+	116033757	116033871	116033757	116033847	116035186	116035327	17738	12,7,16	0,7,5	10,10,10	2,0,0	173	149	0.000764165795835	0.0392021329171	1.0,0.463,0.734	0.812,1.0,1.0	-0.205
17783	ENSG00000124702	KLHDC3	chr6	+	43017321	43017694	43017321	43017346	43017852	43017968	17783	3,4,1	2,1,2	8,3,6	0,0,1	298	149	0.0000586581517817	0.00583644063084	0.429,0.667,0.2	1.0,1.0,0.75	-0.485
17834	ENSG00000133678	TMEM254	chr10	+	80081522	80081741	80081522	80081734	80081840	80081944	17834	4,3,3	3,2,1	1,1,2	1,0,0	156	149	0.000671091764144	0.0355058995445	0.56,0.589,0.741	0.489,1.0,1.0	-0.2
17858	ENSG00000172661	WASHC2C	chr10	+	45741822	45742073	45741822	45741936	45743389	45743483	17858	30,29,62	3,5,3	24,29,27	0,0,0	286	149	0.0000146938884107	0.00202362591531	0.839,0.751,0.915	1.0,1.0,1.0	-0.165
17992	ENSG00000197362	ZNF786	chr7	-	149083819	149083978	149083908	149083978	149080590	149080717	17992	16,18,23	4,7,5	24,11,14	0,2,1	238	149	0.000365648886158	0.022782765599	0.715,0.617,0.742	1.0,0.775,0.898	-0.2
18098	ENSG00000144589	STK11IP	chr2	+	219614475	219614689	219614475	219614546	219615093	219615341	18098	1,0,10	7,4,14	0,2,0	9,6,10	292	149	0.00104559393676	0.0496324571594	0.068,0.0,0.267	0.0,0.145,0.0	0.063
18133	ENSG00000118418	HMGN3	chr6	-	79202062	79202155	79202068	79202155	79201248	79201726	18133	36,10,18	6,4,0	25,16,29	0,2,0	155	149	0.000905614939253	0.0443335825328	0.852,0.706,1.0	1.0,0.885,1.0	-0.109
18138	ENSG00000223546	LINC00630	chrX	+	102769157	102769437	102769157	102769341	102770351	102770420	18138	1,5,5	2,4,11	1,0,0	8,3,11	245	149	0.00000871067820207	0.00132470425349	0.233,0.432,0.217	0.071,0.0,0.0	0.27
18311	ENSG00000189266	PNRC2	chr1	+	23959827	23959994	23959827	23959911	23960928	23961134	18311	2,9,11	0,2,6	9,10,6	0,1,0	232	149	0.0000922965702197	0.00811413285889	1.0,0.743,0.541	1.0,0.865,1.0	-0.194
18361	ENSG00000214753	HNRNPUL2	chr11	-	62723915	62724307	62724290	62724307	62723586	62723726	18361	48,63,35	0,0,0	31,53,54	4,5,3	298	149	0.00000268842600104	0.000547730525298	1.0,1.0,1.0	0.795,0.841,0.9	0.155
18370	ENSG00000154358	OBSCN	chr1	+	228375691	228376114	228375691	228375824	228376792	228376874	18370	3,2,0	0,0,1	0,0,0	2,5,5	298	149	0.00000840213855935	0.00128693089815	1.0,1.0,0.0	0.0,0.0,0.0	0.667
18418	ENSG00000243660	ZNF487	chr10	+	43436847	43437181	43436847	43437155	43475720	43475847	18418	4,1,2	2,5,8	0,0,1	3,4,6	175	149	0.000444707978948	0.0262316396737	0.63,0.146,0.176	0.0,0.0,0.124	0.276
18450	ENSG00000111906	HDDC2	chr6	-	125301597	125302072	125302032	125302072	125300537	125300659	18450	40,38,32	328,329,243	31,29,29	423,430,553	298	149	0.000116344996572	0.00973512894285	0.057,0.055,0.062	0.035,0.033,0.026	0.027
18451	ENSG00000111906	HDDC2	chr6	-	125301848	125302078	125302032	125302078	125300537	125300659	18451	1830,1704,1664	328,329,243	1670,1424,1650	423,430,553	298	149	0.0000000104369486387	0.00000577424183436	0.736,0.721,0.774	0.664,0.623,0.599	0.115
18498	ENSG00000066651	TRMT11	chr6	+	125986552	125986879	125986552	125986690	125993756	125993822	18498	3,14,5	0,6,1	0,2,0	6,0,3	298	149	0.000850603262372	0.0423051898327	1.0,0.538,0.714	0.0,1.0,0.0	0.417
18542	ENSG00000064666	CNN2	chr19	+	1026976	1027074	1026976	1027063	1031070	1031192	18542	0,1,2	1,6,0	3,3,2	0,1,0	160	149	0.000482088060315	0.0276941055772	0.0,0.134,1.0	1.0,0.736,1.0	-0.534
18549	ENSG00000085511	MAP3K4	chr6	+	161105537	161105633	161105537	161105603	161106513	161106705	18549	9,2,4	2,0,0	5,1,2	6,2,0	179	149	0.000776546354237	0.0397102911361	0.789,1.0,1.0	0.41,0.294,1.0	0.362
18565	ENSG00000112335	SNX3	chr6	-	108236583	108236692	108236620	108236692	108222949	108223045	18565	1,9,9	5,0,4	5,1,8	0,0,1	186	149	0.000288915743456	0.0192142442153	0.138,1.0,0.643	1.0,1.0,0.865	-0.361
18617	ENSG00000244560	NA	chr7	+	149294539	149295183	149294539	149294901	149297050	149297312	18617	2,3,1	0,0,0	1,7,2	0,5,4	298	149	0.000000970328669081	0.000229788867142	1.0,1.0,1.0	1.0,0.412,0.2	0.463
18664	ENSG00000163866	SMIM12	chr1	-	34857450	34857755	34857654	34857755	34855770	34855982	18664	0,4,1	4,5,0	1,5,1	2,0,0	298	149	0.000901750063072	0.0442329650811	0.0,0.286,1.0	0.2,1.0,1.0	-0.305
18766	ENSG00000259494	MRPL46	chr15	-	88467063	88467388	88467146	88467388	88465586	88465773	18766	0,3,0	2,0,1	2,1,1	0,0,0	232	149	0.000500589482878	0.0284303816307	0.0,1.0,0.0	1.0,1.0,1.0	-0.667
18837	ENSG00000105486	LIG1	chr19	-	48151467	48151894	48151856	48151894	48151231	48151336	18837	16,9,13	0,0,0	17,19,14	9,3,0	298	149	0.00000428519507079	0.00077906788685	1.0,1.0,1.0	0.486,0.76,1.0	0.251
18844	ENSG00000105486	LIG1	chr19	-	48169608	48169689	48169681	48169689	48165549	48165623	18844	11,3,3	4,9,3	0,0,2	4,3,6	222	149	0.0000886564212864	0.00786242322735	0.649,0.183,0.402	0.0,0.0,0.183	0.35
18863	ENSG00000206341	HLA-H	chr6	+	29889490	29889823	29889490	29889604	29890263	29890296	18863	55,67,72	0,0,1	61,50,70	5,6,2	298	149	0.0000141157708313	0.0019650928951	1.0,1.0,0.973	0.859,0.806,0.946	0.121
18868	ENSG00000124783	SSR1	chr6	-	7301521	7301572	7301540	7301572	7301309	7301368	18868	47,42,53	9,2,0	48,54,58	1,0,0	168	149	0.000421131755269	0.0252263889008	0.822,0.949,1.0	0.977,1.0,1.0	-0.069
19029	ENSG00000120314	WDR55	chr5	+	140664867	140665101	140664867	140665097	140668233	140668502	19029	3,9,5	2,3,3	7,5,15	0,1,0	153	149	0.0000341330530488	0.00395407390887	0.594,0.745,0.619	1.0,0.83,1.0	-0.291
19059	ENSG00000113312	TTC1	chr5	+	160009112	160009185	160009112	160009167	160010499	160010858	19059	4,2,7	0,0,0	0,0,2	2,1,0	167	149	0.000826789277441	0.0416817403443	1.0,1.0,1.0	0.0,0.0,1.0	0.667
19065	ENSG00000113312	TTC1	chr5	+	160009112	160009205	160009112	160009185	160010499	160010858	19065	1,2,3	4,2,7	2,6,1	0,0,2	169	149	0.000156915209597	0.0122510309079	0.181,0.469,0.274	1.0,1.0,0.306	-0.461
19079	ENSG00000113312	TTC1	chr5	+	160023596	160024034	160023596	160023692	160035139	160035200	19079	8,5,0	0,0,1	0,0,0	2,1,2	298	149	0.0000000226736408537	0.0000106994577137	1.0,1.0,0.0	0.0,0.0,0.0	0.667
19129	ENSG00000273841	TAF9	chr5	-	69368626	69368982	69368976	69368982	69366502	69366595	19129	33,42,32	1,0,7	32,36,28	0,0,0	298	149	0.000682372649552	0.0360433164858	0.943,1.0,0.696	1.0,1.0,1.0	-0.12
19258	ENSG00000107338	SHB	chr9	-	38015758	38016131	38016010	38016131	37974621	37974837	19258	23,48,23	2206,2169,1799	57,38,78	1753,1698,1899	298	149	0.00033543468823	0.021292969324	0.005,0.011,0.006	0.016,0.011,0.02	-0.008
19283	ENSG00000124459	ZNF45	chr19	-	43934923	43935282	43935225	43935282	43934425	43934694	19283	3,9,8	2,5,0	2,4,9	0,1,0	298	149	0.00016614678976	0.0127245122042	0.429,0.474,1.0	1.0,0.667,1.0	-0.255
19415	ENSG00000145901	TNIP1	chr5	-	151045860	151045945	151045890	151045945	151035581	151035707	19415	659,667,567	0,0,0	503,495,496	0,0,44	179	149	0.000000125258638795	0.0000429878270692	1.0,1.0,1.0	1.0,1.0,0.904	0.032
19454	ENSG00000113645	WWC1	chr5	+	168441681	168441914	168441681	168441849	168444493	168444585	19454	1,9,2	15,30,37	0,0,2	30,20,42	214	149	0.000359008020707	0.0224775698671	0.044,0.173,0.036	0.0,0.0,0.032	0.074
19537	ENSG00000135525	MAP7	chr6	-	136360935	136361010	136361008	136361010	136360696	136360798	19537	4,5,2	1,1,0	1,0,4	1,1,3	222	149	0.000383972367289	0.0236262652114	0.729,0.77,1.0	0.402,0.0,0.472	0.542
19556	ENSG00000105518	TMEM205	chr19	-	11346007	11346305	11346077	11346305	11345519	11345628	19556	27,32,25	0,0,0	21,18,15	0,3,4	219	149	0.000740490580389	0.0383245677239	1.0,1.0,1.0	1.0,0.803,0.718	0.16
19676	ENSG00000169231	THBS3	chr1	-	155204854	155205229	155205059	155205229	155203512	155203539	19676	11,17,3	4,6,5	10,14,12	0,2,0	298	149	0.00000697432187757	0.00110789865133	0.579,0.586,0.231	1.0,0.778,1.0	-0.461
19780	ENSG00000196151	WDSUB1	chr2	-	159286535	159286669	159286582	159286669	159282671	159283093	19780	1,3,3	1,2,4	2,5,1	1,1,0	196	149	0.000675454598527	0.0357072897608	0.432,0.533,0.363	0.603,0.792,1.0	-0.356
19798	ENSG00000280987	MATR3	chr5	+	139293452	139293820	139293452	139293575	139307238	139308327	19798	3,4,2	9,6,3	0,0,1	2,3,3	298	149	0.000575517307135	0.0316224094349	0.143,0.25,0.25	0.0,0.0,0.143	0.167
