ID...1	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID...12	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
14213	ENSG00000101132	PFDN4	chr20	+	54208299	54208442	54208299	54208370	54214350	54214458	14213	7,12,4	12,11,18	1,0,2	12,3,5	221	149	0.00101740392323	0.0475128371004	0.282,0.424,0.13	0.053,0.0,0.212	0.19
14261	ENSG00000101104	PABPC1L	chr20	+	44936612	44936976	44936612	44936730	44938060	44938191	14261	70,45,68	145,163,140	23,28,32	125,140,157	395	149	0.00000889594892406	0.00131207085209	0.154,0.094,0.155	0.065,0.07,0.071	0.066
14313	ENSG00000196756	SNHG17	chr20	-	38422045	38422368	38422290	38422368	38421005	38421098	14313	60,52,30	70,80,58	77,49,95	42,61,54	394	149	0.00106811180331	0.0493079667076	0.245,0.197,0.164	0.409,0.233,0.4	-0.145
14435	ENSG00000088876	ZNF343	chr20	-	2493692	2494002	2493777	2494002	2493518	2493577	14435	0,0,1	58,38,31	4,4,1	15,7,19	234	149	0.000162081711984	0.0121336747041	0.0,0.0,0.02	0.145,0.267,0.032	-0.141
14444	ENSG00000141644	MBD1	chr18	-	50271308	50271540	50271468	50271540	50269556	50269811	14444	103,65,77	75,70,45	78,81,91	33,25,34	309	149	0.000133363469823	0.0104331767524	0.398,0.309,0.452	0.533,0.61,0.563	-0.182
14461	ENSG00000221983	UBA52	chr19	+	18572514	18572960	18572514	18572607	18573292	18573403	14461	402,357,300	45,60,54	508,473,527	20,45,24	502	149	0.000000403322025111	0.00010500415444	0.726,0.638,0.622	0.883,0.757,0.867	-0.174
14494	ENSG00000075336	TIMM21	chr18	+	74155144	74155224	74155144	74155207	74155305	74155493	14494	86,39,49	256,247,197	50,26,47	325,298,369	166	149	0.0000216106689658	0.00258307746936	0.232,0.124,0.183	0.121,0.073,0.103	0.081
14516	ENSG00000153339	TRAPPC8	chr18	-	31836962	31837108	31836994	31837108	31832083	31832173	14516	4,0,1	0,2,0	0,0,0	2,1,2	181	149	0.000211905049212	0.0148737460044	1.0,0.0,1.0	0.0,0.0,0.0	0.667
14533	ENSG00000118680	MYL12B	chr18	+	3262612	3262788	3262612	3262756	3272883	3273082	14533	1,2,5	30,19,17	5,8,12	12,11,9	181	149	0.0000463774082081	0.00471144646482	0.027,0.08,0.195	0.255,0.374,0.523	-0.283
14586	ENSG00000185825	BCAP31	chrX	-	153724202	153724388	153724260	153724388	153723152	153723288	14586	0,0,0	7,15,7	1,2,4	12,4,9	207	149	0.000699997779529	0.0358392175242	0.0,0.0,0.0	0.057,0.265,0.242	-0.188
14608	ENSG00000101972	STAG2	chrX	+	124051120	124051398	124051120	124051218	124056127	124056235	14608	5,2,4	0,1,1	1,1,7	2,4,2	329	149	0.000423201946816	0.024643869107	1.0,0.475,0.644	0.185,0.102,0.613	0.406
14617	ENSG00000238105	GOLGA2P5	chr12	-	100157527	100157739	100157531	100157739	100157348	100157445	14617	96,121,93	2,0,2	96,137,157	10,10,8	153	149	0.000010885815235	0.00152628574751	0.979,1.0,0.978	0.903,0.93,0.95	0.058
14619	ENSG00000238105	GOLGA2P5	chr12	-	100158620	100158873	100158797	100158873	100157996	100158077	14619	28,18,33	62,49,66	43,34,36	50,33,44	326	149	0.000559231492267	0.0299932780164	0.171,0.144,0.186	0.282,0.32,0.272	-0.124
14629	ENSG00000238105	GOLGA2P5	chr12	-	100167069	100167443	100167335	100167443	100166330	100166636	14629	30,55,39	24,47,24	61,59,58	12,7,21	415	149	0.0000133237947333	0.00178128886511	0.31,0.296,0.368	0.646,0.752,0.498	-0.307
14662	ENSG00000005302	MSL3	chrX	+	11763779	11764093	11763779	11763882	11765466	11768916	14662	7,12,10	0,3,7	10,6,11	0,0,0	360	149	0.00000254466540606	0.000502831409181	1.0,0.623,0.372	1.0,1.0,1.0	-0.335
14689	ENSG00000071859	FAM50A	chrX	+	154448089	154448399	154448089	154448211	154448483	154448560	14689	72,83,66	8,9,8	50,53,73	13,20,18	337	149	0.0004235644173	0.024643869107	0.799,0.803,0.785	0.63,0.54,0.642	0.192
14752	ENSG00000153914	SREK1	chr5	+	66162108	66162591	66162108	66162483	66163791	66163922	14752	131,146,169	165,187,198	89,105,94	158,201,225	257	149	0.000085224552188	0.00744626365897	0.315,0.312,0.331	0.246,0.232,0.195	0.095
14753	ENSG00000153914	SREK1	chr5	+	66162413	66162592	66162413	66162483	66163791	66163922	14753	1195,1271,1564	165,187,198	908,973,905	158,201,225	258	149	0.0000502023527706	0.00496386183133	0.807,0.797,0.82	0.768,0.737,0.699	0.073
14797	ENSG00000120438	TCP1	chr6	-	159788292	159788696	159788609	159788696	159788057	159788143	14797	6,4,3	1,3,2	3,7,2	0,0,0	466	149	0.000000508529518273	0.000128371643024	0.657,0.299,0.324	1.0,1.0,1.0	-0.573
14828	ENSG00000241769	LINC00893	chrX	-	149529102	149529428	149529366	149529428	149528071	149528358	14828	0,0,1	5,3,2	0,6,5	3,6,4	413	149	0.000151510659848	0.0114624052849	0.0,0.0,0.153	0.0,0.265,0.311	-0.141
14846	ENSG00000126777	KTN1	chr14	+	55637197	55637364	55637197	55637358	55639184	55639222	14846	18,15,11	0,0,0	6,23,18	0,3,5	155	149	0.000264436502806	0.0176398897816	1.0,1.0,1.0	1.0,0.881,0.776	0.114
14862	ENSG00000126777	KTN1	chr14	+	55670728	55671165	55670728	55670803	55671565	55671877	14862	372,430,368	0,0,0	404,330,407	20,0,0	511	149	0.0000147765193796	0.00192351994985	1.0,1.0,1.0	0.855,1.0,1.0	0.048
14868	ENSG00000126777	KTN1	chr14	+	55672933	55673255	55672933	55673012	55675834	55675918	14868	455,434,402	1798,1438,1548	440,522,558	1183,1160,1288	392	149	0.00000299362553224	0.000571240603787	0.088,0.103,0.09	0.124,0.146,0.141	-0.043
15036	ENSG00000108848	LUC7L3	chr17	+	50748339	50748458	50748339	50748416	50749223	50749344	15036	29,26,11	9,4,4	15,14,17	1,0,0	191	149	0.00000184991417895	0.000386384649489	0.715,0.835,0.682	0.921,1.0,1.0	-0.23
15043	ENSG00000165280	VCP	chr9	-	35060312	35060923	35060800	35060923	35059488	35059801	15043	401,373,355	1,3,0	441,377,459	14,17,25	637	149	0.000000000000382915921193	0.000000000405892456258	0.989,0.967,1.0	0.88,0.838,0.811	0.142
15085	ENSG00000126768	TIMM17B	chrX	-	48895347	48895454	48895351	48895454	48895037	48895101	15085	25,23,11	85,87,99	4,0,9	68,63,61	153	149	0.0000886983563676	0.00762544987243	0.223,0.205,0.098	0.054,0.0,0.126	0.115
15198	ENSG00000161677	JOSD2	chr19	-	50510959	50511145	50511125	50511145	50510285	50510448	15198	4,2,1	2,0,4	2,1,2	0,1,0	315	149	0.000416859944987	0.0244975766085	0.486,1.0,0.106	1.0,0.321,1.0	-0.243
15201	ENSG00000161677	JOSD2	chr19	-	50511068	50511145	50511125	50511145	50510285	50510448	15201	4,2,1	2,0,4	2,2,2	0,1,0	206	149	0.000809861924779	0.0400299622866	0.591,1.0,0.153	1.0,0.591,1.0	-0.282
15242	ENSG00000198755	RPL10A	chr6	+	35468407	35468872	35468407	35468439	35468946	35469529	15242	63,48,53	0,0,0	38,66,82	2,4,2	582	149	0.000211881113939	0.0148737460044	1.0,1.0,1.0	0.829,0.809,0.913	0.15
15284	ENSG00000218510	LINC00339	chr1	+	22025510	22025984	22025510	22025643	22030279	22031223	15284	16,19,21	215,287,186	8,6,6	238,148,224	490	149	0.00039287111078	0.0235564192277	0.022,0.02,0.033	0.01,0.012,0.008	0.015
15399	ENSG00000198363	ASPH	chr8	-	61577977	61578052	61578019	61578052	61576771	61576858	15399	0,0,0	7,4,5	0,3,4	2,4,2	191	149	0.0000884778562602	0.00762544987243	0.0,0.0,0.0	0.0,0.369,0.609	-0.326
15460	ENSG00000205763	RP9P	chr7	-	32918305	32918372	32918315	32918372	32916814	32917542	15460	8,12,7	4,10,4	7,9,10	0,0,3	159	149	0.000111483752531	0.00915590573469	0.652,0.529,0.621	1.0,1.0,0.757	-0.318
15791	ENSG00000079134	THOC1	chr18	-	225235	225403	225336	225403	225088	225139	15791	56,39,42	518,430,481	32,34,27	561,540,587	250	149	0.000546851108716	0.029551098653	0.061,0.051,0.049	0.033,0.036,0.027	0.022
15842	ENSG00000090266	NDUFB2	chr7	+	140696670	140696742	140696670	140696695	140702865	140703010	15842	1,1,0	0,3,1	5,1,3	2,0,0	196	149	0.000235149496057	0.0161382321168	1.0,0.202,0.0	0.655,1.0,1.0	-0.484
15855	ENSG00000090266	NDUFB2	chr7	+	140696670	140696848	140696670	140696838	140702865	140703010	15855	35,29,37	5,6,9	27,22,32	0,1,0	159	149	0.000000348520766691	0.0000918523623887	0.868,0.819,0.794	1.0,0.954,1.0	-0.158
15860	ENSG00000090266	NDUFB2	chr7	+	140696687	140697172	140696687	140696838	140702865	140703010	15860	150,149,155	5,6,9	106,119,126	0,1,0	483	149	0.00000080057052787	0.000189352958161	0.902,0.885,0.842	1.0,0.973,1.0	-0.115
15885	ENSG00000237080	EHMT2-AS1	chr6	+	31880243	31880785	31880243	31880592	31881060	31881121	15885	3,2,1	0,3,4	3,2,1	0,0,1	342	149	0.000101840867003	0.00854133773319	1.0,0.225,0.098	1.0,1.0,0.303	-0.327
15896	ENSG00000164897	TMUB1	chr7	-	151083071	151083124	151083082	151083124	151082174	151082593	15896	3,5,0	9,3,4	0,0,0	5,1,10	160	149	0.0000642336047256	0.0060037880603	0.237,0.608,0.0	0.0,0.0,0.0	0.282
15939	ENSG00000285953	NA	chr7	-	92245426	92245574	92245464	92245574	92244001	92244149	15939	5,12,7	3,1,3	4,3,2	0,0,1	187	149	0.000952980386294	0.0451833267185	0.57,0.905,0.65	1.0,1.0,0.614	-0.163
15965	ENSG00000166997	CNPY4	chr7	+	100122480	100122936	100122480	100122577	100124513	100124631	15965	2,2,1	0,0,0	5,7,2	0,2,5	508	149	0.00000627857577895	0.000996966023322	1.0,1.0,1.0	1.0,0.507,0.105	0.463
15993	ENSG00000277462	ZNF670	chr1	-	247078593	247078811	247078725	247078811	247039410	247039537	15993	13,15,15	0,0,0	9,9,10	2,2,2	281	149	0.0000801343279122	0.00709795880265	1.0,1.0,1.0	0.705,0.705,0.726	0.288
16121	ENSG00000075711	DLG1	chr3	-	197297543	197297766	197297672	197297766	197297352	197297426	16121	27,42,20	0,0,0	9,17,19	4,10,1	278	149	0.000000018568157012	0.00000840875989305	1.0,1.0,1.0	0.547,0.477,0.911	0.355
16165	ENSG00000196584	XRCC2	chr7	-	152652624	152652750	152652721	152652750	152644778	152649363	16165	0,3,0	1,0,2	2,1,1	2,0,0	246	149	0.000690864354789	0.0354846031941	0.0,1.0,0.0	0.377,1.0,1.0	-0.459
16314	ENSG00000001626	CFTR	chr7	+	117678115	117678405	117678115	117678208	117715757	117715971	16314	0,1,4	1,7,2	3,8,11	0,0,0	346	149	0.00000000000038502534494	0.000000000405892456258	0.0,0.058,0.463	1.0,1.0,1.0	-0.826
16433	ENSG00000089195	TRMT6	chr20	-	5941911	5942030	5941932	5942030	5941242	5941345	16433	6,3,12	2,1,4	5,1,3	0,0,0	170	149	0.0000807417972596	0.00713211815189	0.724,0.724,0.724	1.0,1.0,1.0	-0.276
16479	ENSG00000070669	ASNS	chr7	-	97871922	97872165	97872040	97872165	97869777	97869813	16479	13,12,16	7,4,6	9,1,5	15,4,10	267	149	0.000134491984764	0.0104959242381	0.509,0.626,0.598	0.251,0.122,0.218	0.381
16480	ENSG00000070669	ASNS	chr7	-	97871922	97872408	97872350	97872408	97869777	97869813	16480	44,35,63	166,207,279	13,15,12	130,125,128	577	149	0.000110359265333	0.0090867642977	0.064,0.042,0.055	0.025,0.03,0.024	0.027
16518	ENSG00000120798	NR2C1	chr12	-	95058336	95058393	95058347	95058393	95057730	95057878	16518	1,0,6	5,4,3	2,4,2	0,1,1	160	149	0.0000476169500392	0.00479194927891	0.157,0.0,0.651	1.0,0.788,0.651	-0.544
16522	ENSG00000132432	SEC61G	chr7	-	54759037	54759182	54759172	54759182	54757494	54757594	16522	26,26,17	0,11,0	22,20,24	0,0,0	284	149	0.000491248776989	0.0273272005649	1.0,0.554,1.0	1.0,1.0,1.0	-0.149
16551	ENSG00000133226	SRRM1	chr1	+	24647078	24647276	24647078	24647208	24648858	24649029	16551	15,41,21	204,210,268	7,10,7	125,161,181	217	149	0.000588887577545	0.0311684341209	0.048,0.118,0.051	0.037,0.041,0.026	0.038
16656	ENSG00000261408	TEN1-CDK3	chr17	+	76000140	76000548	76000140	76000389	76001411	76001541	16656	5,6,0	14,8,9	0,0,0	3,12,9	308	149	0.0000460250706662	0.00468305094029	0.147,0.266,0.0	0.0,0.0,0.0	0.138
16660	ENSG00000261408	TEN1-CDK3	chr17	+	76000140	76000554	76000140	76000548	76001411	76001541	16660	17,18,23	5,6,0	6,9,10	0,0,0	155	149	0.0000296583509649	0.00332266536089	0.766,0.743,1.0	1.0,1.0,1.0	-0.164
16669	ENSG00000106635	BCL7B	chr7	-	73557496	73557609	73557517	73557609	73539883	73540052	16669	2,1,3	2,2,3	0,0,0	1,4,3	170	149	0.0000456898209245	0.00465800432418	0.467,0.305,0.467	0.0,0.0,0.0	0.413
16707	ENSG00000233559	LINC00513	chr7	+	130913507	130913625	130913507	130913593	130914871	130914919	16707	16,43,25	3,5,7	13,9,23	13,7,18	181	149	0.0000064496842842	0.0010190501169	0.814,0.876,0.746	0.452,0.514,0.513	0.319
16778	ENSG00000089280	FUS	chr16	+	31184208	31184363	31184208	31184352	31184938	31188357	16778	29,21,29	0,0,0	30,37,35	6,0,6	160	149	0.0000335968927683	0.00368682898696	1.0,1.0,1.0	0.823,1.0,0.845	0.111
16779	ENSG00000089280	FUS	chr16	+	31184208	31184366	31184208	31184352	31184938	31188357	16779	30,21,31	0,0,0	30,37,34	6,0,6	163	149	0.0000280158979296	0.00318865545533	1.0,1.0,1.0	0.82,1.0,0.838	0.114
16780	ENSG00000089280	FUS	chr16	+	31184208	31184384	31184208	31184352	31184938	31188357	16780	33,21,30	0,0,0	31,37,40	6,0,6	181	149	0.0000267230628515	0.00306866657094	1.0,1.0,1.0	0.81,1.0,0.846	0.115
16781	ENSG00000089280	FUS	chr16	+	31184208	31184390	31184208	31184352	31184938	31188357	16781	31,21,30	0,0,0	30,38,34	6,0,6	187	149	0.0000187997245953	0.00231153936869	1.0,1.0,1.0	0.799,1.0,0.819	0.127
16826	ENSG00000143321	HDGF	chr1	-	156747338	156747471	156747383	156747471	156745296	156745373	16826	1,1,0	1,2,3	1,3,4	0,0,0	194	149	0.000000000379516085225	0.000000271168459739	0.434,0.277,0.0	1.0,1.0,1.0	-0.763
16871	ENSG00000120647	CCDC77	chr12	+	431865	432215	431865	431954	433173	433322	16871	40,55,49	584,608,495	18,18,36	484,536,597	410	149	0.0000653895243943	0.00608529487077	0.024,0.032,0.035	0.013,0.012,0.021	0.015
16910	ENSG00000196975	ANXA4	chr2	+	69788053	69788228	69788053	69788141	69803392	69803515	16910	5,4,6	74,71,53	6,16,12	22,26,27	236	149	0.000000135639944499	0.0000419349147642	0.041,0.034,0.067	0.147,0.28,0.219	-0.168
16977	ENSG00000170448	NFXL1	chr4	-	47914461	47914636	47914612	47914636	47913968	47914205	16977	2,1,5	5,4,6	0,0,1	1,10,5	300	149	0.000398382569304	0.0237207310201	0.166,0.11,0.293	0.0,0.0,0.09	0.16
17008	ENSG00000137404	NRM	chr6	-	30690523	30690967	30690802	30690967	30690046	30690243	17008	1,3,2	0,0,0	2,3,4	0,4,2	428	149	0.000012213052013	0.00165690405643	1.0,1.0,1.0	1.0,0.207,0.41	0.461
17108	ENSG00000119969	HELLS	chr10	+	94546360	94546562	94546360	94546560	94554125	94554248	17108	0,6,4	3,0,7	0,0,0	12,7,10	151	149	0.000038524326185	0.00410836703093	0.0,1.0,0.361	0.0,0.0,0.0	0.454
17201	ENSG00000074582	BCS1L	chr2	+	218659375	218659811	218659375	218659802	218660306	218660482	17201	0,3,0	1,0,3	1,2,2	0,0,0	158	149	0.000441658589992	0.0254036648372	0.0,1.0,0.0	1.0,1.0,1.0	-0.667
17215	ENSG00000074582	BCS1L	chr2	+	218660036	218660218	218660036	218660217	218660306	218660482	17215	16,10,11	0,0,0	28,16,20	6,0,3	150	149	0.000187101860509	0.0134674565452	1.0,1.0,1.0	0.823,1.0,0.869	0.103
17245	ENSG00000272896	NA	chr9	+	136791625	136792030	136791625	136791777	136792250	136792358	17245	1448,1191,1160	162,170,149	977,827,968	225,136,189	402	149	0.0000361923003001	0.00389194324933	0.768,0.722,0.743	0.617,0.693,0.655	0.089
17246	ENSG00000272896	NA	chr9	+	136791625	136792034	136791625	136791777	136792250	136792358	17246	22,17,14	162,170,149	9,6,10	225,136,189	406	149	0.000374437112414	0.0228016599914	0.047,0.035,0.033	0.014,0.016,0.019	0.022
17253	ENSG00000196391	ZNF774	chr15	+	90358850	90358964	90358850	90358957	90360042	90362847	17253	1,5,2	7,6,7	0,0,0	8,9,3	156	149	0.00000942644192348	0.00135049810198	0.12,0.443,0.214	0.0,0.0,0.0	0.259
17254	ENSG00000196391	ZNF774	chr15	+	90358850	90358964	90358850	90358957	90362544	90362641	17254	1,2,4	0,3,10	0,0,0	1,3,1	156	149	0.000393058778828	0.0235564192277	1.0,0.389,0.276	0.0,0.0,0.0	0.555
17293	ENSG00000065029	ZNF76	chr6	+	35293750	35293939	35293750	35293885	35294455	35294976	17293	4,11,3	2,4,2	1,2,0	7,4,2	203	149	0.0000214327554576	0.00257137084414	0.595,0.669,0.524	0.095,0.268,0.0	0.475
17446	ENSG00000204569	PPP1R10	chr6	-	30609076	30609163	30609138	30609163	30608778	30608914	17446	177,179,206	1,0,2	174,178,192	8,3,8	211	149	0.000173185005664	0.0126645206634	0.992,1.0,0.986	0.939,0.977,0.944	0.039
17519	ENSG00000204256	BRD2	chr6	+	32977974	32978398	32977974	32978318	32979827	32980132	17519	2,2,2	1,6,3	8,2,2	1,0,0	229	149	0.000000297591946419	0.0000814338200273	0.565,0.178,0.303	0.839,1.0,1.0	-0.598
17593	ENSG00000113810	SMC4	chr3	+	160399642	160399749	160399642	160399697	160411919	160412108	17593	7,11,7	82,133,114	1,1,3	67,73,76	201	149	0.000915599346639	0.0437551048678	0.06,0.058,0.044	0.011,0.01,0.028	0.038
17627	ENSG00000182670	TTC3	chr21	+	37157988	37158203	37157988	37158151	37159698	37159745	17627	2,4,7	4,2,3	4,2,5	0,1,0	201	149	0.0000277711522911	0.0031664037575	0.27,0.597,0.634	1.0,0.597,1.0	-0.365
17738	ENSG00000163393	SLC22A15	chr1	+	116033757	116033871	116033757	116033847	116035186	116035327	17738	12,7,16	0,7,5	10,10,10	2,0,0	173	149	0.000764165795835	0.0382902831948	1.0,0.463,0.734	0.812,1.0,1.0	-0.205
17834	ENSG00000133678	TMEM254	chr10	+	80081522	80081741	80081522	80081734	80081840	80081944	17834	4,3,3	3,2,1	1,1,2	1,0,0	156	149	0.000671091764144	0.0347186057804	0.56,0.589,0.741	0.489,1.0,1.0	-0.2
17858	ENSG00000172661	WASHC2C	chr10	+	45741822	45742073	45741822	45741936	45743389	45743483	17858	30,29,62	3,5,3	24,29,27	0,0,0	286	149	0.0000146938884107	0.00191664338365	0.839,0.751,0.915	1.0,1.0,1.0	-0.165
17992	ENSG00000197362	ZNF786	chr7	-	149083819	149083978	149083908	149083978	149080590	149080717	17992	16,18,23	4,7,5	24,11,14	0,2,1	238	149	0.000365648886158	0.0223937307365	0.715,0.617,0.742	1.0,0.775,0.898	-0.2
18098	ENSG00000144589	STK11IP	chr2	+	219614475	219614689	219614475	219614546	219615093	219615341	18098	1,0,10	7,4,14	0,2,0	9,6,10	292	149	0.00104559393676	0.0486174719431	0.068,0.0,0.267	0.0,0.145,0.0	0.063
18133	ENSG00000118418	HMGN3	chr6	-	79202062	79202155	79202068	79202155	79201248	79201726	18133	36,10,18	6,4,0	25,16,29	0,2,0	155	149	0.000905614939253	0.0434925125344	0.852,0.706,1.0	1.0,0.885,1.0	-0.109
18138	ENSG00000223546	LINC00630	chrX	+	102769157	102769437	102769157	102769341	102770351	102770420	18138	1,5,5	2,4,11	1,0,0	8,3,11	245	149	0.00000871067820207	0.00128769855738	0.233,0.432,0.217	0.071,0.0,0.0	0.27
18216	ENSG00000100575	TIMM9	chr14	-	58427048	58427527	58427391	58427527	58424007	58424095	18216	8,5,8	1,0,0	4,4,7	3,0,2	492	149	0.000482068243297	0.0269109960312	0.708,1.0,1.0	0.288,1.0,0.515	0.302
18299	ENSG00000255552	LY6G6E	chr6	-	31713760	31714065	31714027	31714065	31712663	31712789	18299	12,9,13	0,0,0	22,31,19	6,0,1	416	149	0.000480038272059	0.0269109960312	1.0,1.0,1.0	0.568,1.0,0.872	0.187
18311	ENSG00000189266	PNRC2	chr1	+	23959827	23959994	23959827	23959911	23960928	23961134	18311	2,9,11	0,2,6	9,10,6	0,1,0	232	149	0.0000922965702197	0.00787164886545	1.0,0.743,0.541	1.0,0.865,1.0	-0.194
18361	ENSG00000214753	HNRNPUL2	chr11	-	62723915	62724307	62724290	62724307	62723586	62723726	18361	58,71,47	0,0,0	36,64,61	4,5,3	524	149	0.000000509046884756	0.000128371643024	1.0,1.0,1.0	0.719,0.784,0.853	0.215
18418	ENSG00000243660	ZNF487	chr10	+	43436847	43437181	43436847	43437155	43475720	43475847	18418	4,1,2	2,5,8	0,0,1	3,4,6	175	149	0.000444707978948	0.0255174872583	0.63,0.146,0.176	0.0,0.0,0.124	0.276
18450	ENSG00000111906	HDDC2	chr6	-	125301597	125302072	125302032	125302072	125300537	125300659	18450	41,39,33	328,329,243	33,32,31	423,430,553	584	149	0.00030927333182	0.0197978248415	0.031,0.029,0.033	0.02,0.019,0.014	0.013
18451	ENSG00000111906	HDDC2	chr6	-	125301848	125302078	125302032	125302078	125300537	125300659	18451	1831,1705,1665	328,329,243	1672,1427,1652	423,430,553	333	149	0.0000000110488314053	0.00000555082931523	0.714,0.699,0.754	0.639,0.598,0.572	0.119
18498	ENSG00000066651	TRMT11	chr6	+	125986552	125986879	125986552	125986690	125993756	125993822	18498	3,14,5	0,6,1	0,2,0	6,0,3	338	149	0.000897132515201	0.0432143531277	1.0,0.507,0.688	0.0,1.0,0.0	0.398
18542	ENSG00000064666	CNN2	chr19	+	1026976	1027074	1026976	1027063	1031070	1031192	18542	0,1,2	1,6,0	3,3,2	0,1,0	160	149	0.000482088060315	0.0269109960312	0.0,0.134,1.0	1.0,0.736,1.0	-0.534
18549	ENSG00000085511	MAP3K4	chr6	+	161105537	161105633	161105537	161105603	161106513	161106705	18549	9,2,4	2,0,0	5,1,2	6,2,0	179	149	0.000776546354237	0.0387105347718	0.789,1.0,1.0	0.41,0.294,1.0	0.362
18565	ENSG00000112335	SNX3	chr6	-	108236583	108236692	108236620	108236692	108222949	108223045	18565	1,9,9	5,0,4	5,1,8	0,0,1	186	149	0.000288915743456	0.018804671861	0.138,1.0,0.643	1.0,1.0,0.865	-0.361
18617	ENSG00000244560	NA	chr7	+	149294539	149295183	149294539	149294901	149297050	149297312	18617	2,3,1	0,0,0	1,7,2	0,5,4	431	149	0.000000281483772402	0.0000776141076959	1.0,1.0,1.0	1.0,0.326,0.147	0.509
18766	ENSG00000259494	MRPL46	chr15	-	88467063	88467388	88467146	88467388	88465586	88465773	18766	0,3,0	2,0,1	2,1,1	0,0,0	232	149	0.000500589482878	0.0277268796606	0.0,1.0,0.0	1.0,1.0,1.0	-0.667
18837	ENSG00000105486	LIG1	chr19	-	48151467	48151894	48151856	48151894	48151231	48151336	18837	16,9,13	0,0,0	17,19,14	9,3,0	538	149	0.00000183333213377	0.00038527534704	1.0,1.0,1.0	0.343,0.637,1.0	0.34
18844	ENSG00000105486	LIG1	chr19	-	48169608	48169689	48169681	48169689	48165549	48165623	18844	11,3,3	4,9,3	0,0,2	4,3,6	222	149	0.0000886564212864	0.00762544987243	0.649,0.183,0.402	0.0,0.0,0.183	0.35
18863	ENSG00000206341	HLA-H	chr6	+	29889490	29889823	29889490	29889604	29890263	29890296	18863	60,73,74	0,0,1	63,54,76	5,6,2	368	149	0.000009234242898	0.00133468307133	1.0,1.0,0.968	0.836,0.785,0.939	0.136
18868	ENSG00000124783	SSR1	chr6	-	7301521	7301572	7301540	7301572	7301309	7301368	18868	47,42,53	9,2,0	48,54,58	1,0,0	168	149	0.000421131755269	0.0246113047128	0.822,0.949,1.0	0.977,1.0,1.0	-0.069
19029	ENSG00000120314	WDR55	chr5	+	140664867	140665101	140664867	140665097	140668233	140668502	19029	3,9,5	2,3,3	7,5,15	0,1,0	153	149	0.0000341330530488	0.003726587622	0.594,0.745,0.619	1.0,0.83,1.0	-0.291
19059	ENSG00000113312	TTC1	chr5	+	160009112	160009185	160009112	160009167	160010499	160010858	19059	4,2,7	0,0,0	0,0,2	2,1,0	167	149	0.000826789277441	0.0407136368944	1.0,1.0,1.0	0.0,0.0,1.0	0.667
19065	ENSG00000113312	TTC1	chr5	+	160009112	160009205	160009112	160009185	160010499	160010858	19065	1,2,3	4,2,7	2,6,1	0,0,2	169	149	0.000156915209597	0.0118156785344	0.181,0.469,0.274	1.0,1.0,0.306	-0.461
19079	ENSG00000113312	TTC1	chr5	+	160023596	160024034	160023596	160023692	160035139	160035200	19079	8,5,0	0,0,1	0,0,0	2,1,2	491	149	0.000000303096727272	0.0000822402453331	1.0,1.0,0.0	0.0,0.0,0.0	0.667
19129	ENSG00000273841	TAF9	chr5	-	69368626	69368982	69368976	69368982	69366502	69366595	19129	33,42,32	1,0,7	32,36,28	0,0,0	499	149	0.000183243727496	0.013240079933	0.908,1.0,0.577	1.0,1.0,1.0	-0.172
19283	ENSG00000124459	ZNF45	chr19	-	43934923	43935282	43935225	43935282	43934425	43934694	19283	3,9,8	2,5,0	2,4,9	0,1,0	451	149	0.000116071469001	0.00940378154597	0.331,0.373,1.0	1.0,0.569,1.0	-0.288
19415	ENSG00000145901	TNIP1	chr5	-	151045860	151045945	151045890	151045945	151035581	151035707	19415	659,667,567	0,0,0	503,495,496	0,0,44	179	149	0.000000125258638795	0.0000392921074456	1.0,1.0,1.0	1.0,1.0,0.904	0.032
19454	ENSG00000113645	WWC1	chr5	+	168441681	168441914	168441681	168441849	168444493	168444585	19454	1,9,2	15,30,37	0,0,2	30,20,42	214	149	0.000359008020707	0.0221131406673	0.044,0.173,0.036	0.0,0.0,0.032	0.074
19537	ENSG00000135525	MAP7	chr6	-	136360935	136361010	136361008	136361010	136360696	136360798	19537	4,5,2	1,1,0	1,0,4	1,1,3	222	149	0.000383972367289	0.0231629709671	0.729,0.77,1.0	0.402,0.0,0.472	0.542
19556	ENSG00000105518	TMEM205	chr19	-	11346007	11346305	11346077	11346305	11345519	11345628	19556	27,32,25	0,0,0	21,18,15	0,3,4	219	149	0.000740490580389	0.0374061172525	1.0,1.0,1.0	1.0,0.803,0.718	0.16
19676	ENSG00000169231	THBS3	chr1	-	155204854	155205229	155205059	155205229	155203512	155203539	19676	11,17,3	4,6,5	12,14,12	0,2,0	354	149	0.00000507511644166	0.000858843257625	0.536,0.544,0.202	1.0,0.747,1.0	-0.488
19780	ENSG00000196151	WDSUB1	chr2	-	159286535	159286669	159286582	159286669	159282671	159283093	19780	1,3,3	1,2,4	2,5,1	1,1,0	196	149	0.000675454598527	0.0348881794481	0.432,0.533,0.363	0.603,0.792,1.0	-0.356
