ID...1	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID...14	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
13683	ENSG00000141376	BCAS3	chr17	+	60688019	60688195	60688931	60689046	60683981	60684036	60689685	60689761	13683	2,6,2	2,0,1	0,0,1	2,2,2	325	264	0.000000398001252955	0.0000383963799539	0.448,1.0,0.619	0.0,0.0,0.289	0.593
13704	ENSG00000173209	AHSA2P	chr2	+	61181319	61181405	61183546	61183662	61178980	61179171	61184711	61184800	13704	3383,3512,3200	57,33,47	3059,2882,3175	93,72,98	235	265	0.0000000127832341379	0.00000201712458292	0.985,0.992,0.987	0.974,0.978,0.973	0.013
13711	ENSG00000213995	NAXD	chr13	+	110627438	110627547	110634544	110634595	110615554	110615647	110634671	110634776	13711	13,2,8	24,18,18	0,0,2	25,21,31	258	200	0.000000094286286334	0.0000118178862544	0.296,0.079,0.256	0.0,0.0,0.048	0.194
13734	ENSG00000244754	N4BP2L2	chr13	-	32522181	32522270	32527457	32527532	32521372	32521449	32538617	32538684	13734	26,12,37	403,374,381	27,31,42	273,288,334	224	238	0.00201686295332	0.0347050112881	0.064,0.033,0.094	0.095,0.103,0.118	-0.042
13736	ENSG00000244754	N4BP2L2	chr13	-	32522181	32522270	32527407	32527532	32521372	32521449	32538617	32538795	13736	39,29,50	403,374,381	48,57,71	273,288,334	274	238	0.0000107533662672	0.000558731725298	0.078,0.063,0.102	0.132,0.147,0.156	-0.064
13737	ENSG00000244754	N4BP2L2	chr13	-	32522181	32522270	32536932	32537027	32521372	32521449	32538682	32538729	13737	90,98,133	405,376,384	45,72,43	271,295,334	244	238	0.00102235996444	0.0206606298547	0.178,0.203,0.253	0.139,0.192,0.112	0.064
13743	ENSG00000244754	N4BP2L2	chr13	-	32527457	32527532	32536932	32537027	32521372	32521449	32538617	32538684	13743	372,456,461	26,12,37	296,331,360	27,31,42	244	224	0.00170730739206	0.0306859097498	0.929,0.972,0.92	0.91,0.907,0.887	0.039
13744	ENSG00000244754	N4BP2L2	chr13	-	32527457	32527532	32537005	32537027	32522181	32522270	32538777	32538819	13744	1,2,0	52,50,57	2,2,7	43,36,31	171	224	0.000679543703403	0.0150865454622	0.025,0.05,0.0	0.057,0.068,0.228	-0.093
13746	ENSG00000244754	N4BP2L2	chr13	-	32537005	32537027	32538617	32538684	32522181	32522270	32538777	32538819	13746	12,53,34	1,2,0	19,25,26	2,2,7	216	171	0.000719945136335	0.0157911605914	0.905,0.955,1.0	0.883,0.908,0.746	0.108
13796	ENSG00000119688	ABCD4	chr14	-	74287809	74287886	74288206	74288259	74286013	74286816	74288715	74288765	13796	66,50,64	306,285,247	42,41,47	328,285,368	202	226	0.00105594580995	0.0211805363789	0.194,0.164,0.225	0.125,0.139,0.125	0.065
13892	ENSG00000185808	PIGP	chr21	-	37067261	37067380	37072144	37072310	37065373	37065712	37072433	37072537	13892	42,31,32	47,55,33	72,47,51	37,30,36	315	268	0.000441358828061	0.0108146114036	0.432,0.324,0.452	0.623,0.571,0.547	-0.178
13906	ENSG00000175582	RAB6A	chr11	-	73718612	73718718	73718784	73718890	73716250	73716362	73720845	73720899	13906	1100,1171,1145	1857,2158,2055	829,873,834	1843,2105,1969	255	255	0.00188120371456	0.0330592800078	0.372,0.352,0.358	0.31,0.293,0.298	0.06
13916	ENSG00000157326	DHRS4	chr14	+	23965931	23965983	23966282	23966417	23959901	23960003	23967210	23967266	13916	2,3,0	257,230,239	9,6,6	229,175,240	201	284	0.000240050168536	0.00684638717769	0.011,0.018,0.0	0.053,0.046,0.034	-0.035
13925	ENSG00000012963	UBR7	chr14	+	93220248	93220411	93222312	93222374	93219211	93219361	93226942	93227118	13925	330,282,346	34,28,24	252,243,272	39,47,52	312	211	0.0000230166123362	0.00103744662647	0.868,0.872,0.907	0.814,0.778,0.78	0.092
13939	ENSG00000166452	AKIP1	chr11	+	8911443	8911671	8912452	8912533	8911198	8911223	8914825	8914930	13939	2650,2469,2460	248,226,226	2211,2135,2360	165,152,134	377	230	0.00197819618801	0.034321244704	0.867,0.87,0.869	0.891,0.895,0.915	-0.032
13941	ENSG00000166452	AKIP1	chr11	+	8912452	8912533	8914825	8914930	8911443	8911671	8917286	8917367	13941	371,327,341	1244,1162,1114	243,198,214	1070,1043,1147	230	254	0.0000897406104313	0.00312063687621	0.248,0.237,0.253	0.201,0.173,0.171	0.064
13973	ENSG00000100889	PCK2	chr14	+	24094765	24094845	24096891	24097137	24094310	24094434	24098202	24098387	13973	46,34,49	2552,2715,2293	4,5,13	1268,1280,1442	229	395	0.000000127008535356	0.0000152079184856	0.03,0.021,0.036	0.005,0.007,0.015	0.02
13995	ENSG00000100578	KIAA0586	chr14	+	58458472	58458545	58459842	58460070	58457758	58457979	58460985	58461160	13995	92,128,134	556,802,701	69,59,57	541,588,589	222	377	0.000175573584784	0.00535690155983	0.219,0.213,0.245	0.178,0.146,0.141	0.071
14036	ENSG00000119686	FLVCR2	chr14	+	75624611	75624752	75633628	75633696	75622057	75622220	75634909	75635013	14036	3,3,4	1,9,4	0,1,1	5,3,5	290	217	0.000415189296282	0.0103178795677	0.692,0.2,0.428	0.0,0.2,0.13	0.33
14072	ENSG00000075413	MARK3	chr14	+	103487378	103487707	103490951	103491107	103480386	103480490	103491776	103492034	14072	5,10,2	0,1,1	1,4,5	2,4,2	478	305	0.000166090697932	0.00510719804532	1.0,0.865,0.561	0.242,0.39,0.615	0.393
14085	ENSG00000141258	SGSM2	chr17	+	2367270	2367405	2371261	2371415	2365214	2365341	2372189	2372254	14085	189,157,165	286,267,320	117,111,123	294,280,282	284	303	0.00228384242783	0.0382544579503	0.414,0.386,0.355	0.298,0.297,0.318	0.081
14100	ENSG00000151327	FAM177A1	chr14	+	35077149	35077216	35078926	35079024	35053199	35053451	35081021	35081103	14100	1097,905,1149	1206,1141,1049	814,766,934	1213,1139,1277	216	247	0.00134943001985	0.0256094724964	0.51,0.476,0.556	0.434,0.435,0.455	0.073
14147	ENSG00000145730	PAM	chr5	+	103019789	103019843	103025130	103025334	103017333	103017433	103028181	103028238	14147	476,367,416	539,529,434	482,478,519	301,244,338	203	353	0.00000000000559230439734	0.00000000207455500409	0.606,0.547,0.625	0.736,0.773,0.728	-0.153
14148	ENSG00000145730	PAM	chr5	+	103019789	103019843	103025130	103025334	103017333	103017433	103028184	103028238	14148	328,254,259	721,627,586	304,337,340	360,346,411	203	353	0.00000000000311017878118	0.00000000121812444328	0.442,0.413,0.435	0.595,0.629,0.59	-0.175
14173	ENSG00000157800	SLC37A3	chr7	-	140358639	140358785	140364407	140364491	140352061	140352146	140382437	140382596	14173	2,2,3	3,5,3	1,4,3	1,1,0	233	295	0.000161152621976	0.00499126328165	0.458,0.336,0.559	0.559,0.835,1.0	-0.347
14181	ENSG00000085224	ATRX	chrX	-	77676225	77676298	77684938	77685006	77664644	77664778	77688817	77688924	14181	8,15,39	229,299,378	5,13,5	229,305,250	217	222	0.00047145737558	0.0113785503124	0.035,0.049,0.095	0.022,0.042,0.02	0.032
14186	ENSG00000106052	TAX1BP1	chr7	+	27758030	27758133	27769675	27769834	27748517	27748686	27785162	27785311	14186	382,383,474	11081,12682,11097	241,267,228	8835,9100,9466	252	308	0.00316934001054	0.0487353572777	0.04,0.036,0.05	0.032,0.035,0.029	0.01
14223	ENSG00000170113	NIPA1	chr15	+	22813632	22813714	22819287	22819416	22812162	22812253	22820312	22820473	14223	1,3,4	1,1,3	0,0,0	1,4,3	231	278	0.00000000204932448788	0.000000402117551109	0.546,0.783,0.616	0.0,0.0,0.0	0.648
14240	ENSG00000128944	KNSTRN	chr15	+	40386404	40386494	40387158	40387206	40383227	40383322	40389505	40389611	14240	135,129,118	855,922,729	56,62,87	669,673,688	239	197	0.000552214293108	0.0128975952241	0.115,0.103,0.118	0.065,0.071,0.094	0.035
14241	ENSG00000128944	KNSTRN	chr15	+	40386404	40386494	40387158	40387218	40383227	40383322	40389505	40389611	14241	135,129,118	14,4,16	56,62,87	1,2,3	239	209	0.000920165930735	0.0190295635433	0.894,0.966,0.866	0.98,0.964,0.962	-0.06
14255	ENSG00000075131	TIPIN	chr15	-	66349059	66349123	66349314	66349437	66341149	66341356	66352128	66352207	14255	15,36,36	168,166,168	6,15,13	159,154,180	272	213	0.0000209233972457	0.0009629660532	0.065,0.145,0.144	0.029,0.071,0.054	0.067
14257	ENSG00000075131	TIPIN	chr15	-	66349314	66349437	66351524	66351600	66341149	66341356	66352128	66352207	14257	98,95,107	15,36,36	100,89,108	6,15,13	225	272	0.0000861500535579	0.00301927528166	0.888,0.761,0.782	0.953,0.878,0.909	-0.103
14266	ENSG00000166938	DIS3L	chr15	+	66323492	66323585	66325830	66326364	66322686	66322934	66328969	66329124	14266	42,39,30	730,775,723	12,23,17	562,619,705	242	683	0.00101698593281	0.0205838622835	0.14,0.124,0.105	0.057,0.095,0.064	0.051
14302	ENSG00000140365	COMMD4	chr15	+	75339263	75339344	75339701	75339878	75338984	75339104	75339964	75340273	14302	143,114,133	88,67,78	101,117,112	110,104,95	230	326	0.00127661015871	0.0245593812646	0.697,0.707,0.707	0.565,0.615,0.626	0.102
14304	ENSG00000140386	SCAPER	chr15	-	76574157	76574284	76621763	76621829	76504858	76504974	76665652	76665789	14304	10,3,7	1,4,8	2,13,13	1,0,0	215	276	0.0000118110582173	0.000603481231346	0.928,0.491,0.529	0.72,1.0,1.0	-0.257
14321	ENSG00000074603	DPP8	chr15	-	65450998	65451110	65451959	65452102	65446616	65447006	65463760	65463906	14321	2,11,5	48,46,49	1,1,0	50,49,53	292	261	0.00000894500918869	0.000481570686365	0.036,0.176,0.084	0.018,0.018,0.0	0.087
14345	ENSG00000269713	NBPF9	chr1	-	149082276	149082430	149090204	149090428	149081964	149082174	149090752	149090894	14345	29,65,20	13,25,43	59,65,69	5,13,6	373	303	0.0000209393463316	0.000963249125163	0.644,0.679,0.274	0.906,0.802,0.903	-0.338
14406	ENSG00000128731	HERC2	chr15	-	28292887	28293022	28299401	28299516	28280067	28280287	28321361	28321464	14406	51,88,87	5,11,10	43,75,58	12,15,20	264	284	0.00144893205591	0.0270025999409	0.916,0.896,0.903	0.794,0.843,0.757	0.107
14470	ENSG00000137807	KIF23	chr15	+	69440767	69441079	69444789	69445041	69440307	69440487	69446008	69446091	14470	666,737,647	1163,1141,1115	815,734,863	775,693,837	461	401	0.000000000856078541389	0.000000182951428456	0.332,0.36,0.335	0.478,0.48,0.473	-0.135
14479	ENSG00000137804	NUSAP1	chr15	+	41349097	41349241	41371526	41371684	41342385	41342454	41377195	41377304	14479	1401,1502,1441	543,555,525	1191,1144,1305	601,519,720	293	307	0.00118253112208	0.0230936281991	0.73,0.739,0.742	0.675,0.698,0.655	0.061
14484	ENSG00000137804	NUSAP1	chr15	+	41365401	41365589	41371526	41371684	41358148	41358258	41377195	41377304	14484	407,411,471	546,560,525	285,317,404	597,519,720	337	307	0.000186566446172	0.00563823747882	0.404,0.401,0.45	0.303,0.357,0.338	0.086
14485	ENSG00000137804	NUSAP1	chr15	+	41365404	41365589	41371526	41371684	41358148	41358258	41377195	41377272	14485	376,422,427	546,560,525	270,306,330	597,519,720	334	307	0.000025917068041	0.00114148892959	0.388,0.409,0.428	0.294,0.351,0.296	0.095
14526	ENSG00000073605	GSDMB	chr17	-	39908175	39908214	39908957	39909042	39906960	39906987	39909755	39909924	14526	171,144,163	35,25,33	156,129,134	7,10,10	234	188	0.000000579270189482	0.0000522437938048	0.797,0.822,0.799	0.947,0.912,0.915	-0.119
14538	ENSG00000284626	NA	chr15	+	90240899	90241724	90244117	90244217	90238491	90238548	90251553	90251594	14538	47,23,25	2,4,0	15,22,10	0,0,0	974	249	0.00188992721784	0.0331651526378	0.857,0.595,1.0	1.0,1.0,1.0	-0.183
14544	ENSG00000185596	WASH3P	chr15	+	101966069	101966223	101971822	101972049	101961617	101961641	101972407	101972465	14544	71,48,65	34,12,29	35,54,51	85,22,190	303	376	0.0017674665435	0.0315168811945	0.722,0.832,0.736	0.338,0.753,0.25	0.316
14563	ENSG00000205937	RNPS1	chr16	-	2264175	2264331	2264572	2264760	2263095	2263287	2267574	2267852	14563	597,599,487	705,622,586	687,724,694	615,554,565	337	305	0.000575479123602	0.0132800588556	0.434,0.466,0.429	0.503,0.542,0.526	-0.081
14614	ENSG00000136436	CALCOCO2	chr17	+	48841697	48841887	48848063	48848166	48831034	48831078	48848321	48848455	14614	410,481,539	2719,2810,2530	240,278,292	1968,1957,2283	339	252	0.00121574855675	0.0236009829423	0.101,0.113,0.137	0.083,0.096,0.087	0.028
14641	ENSG00000170919	TPT1-AS1	chr13	+	45379194	45379335	45379925	45380001	45378529	45378671	45383090	45383235	14641	44,14,19	7,5,9	23,24,38	3,3,0	290	225	0.00114044571575	0.0224404836935	0.83,0.685,0.621	0.856,0.861,1.0	-0.194
14643	ENSG00000170919	TPT1-AS1	chr13	+	45379898	45380001	45383090	45383235	45379194	45379335	45389734	45389820	14643	0,1,0	5,0,1	2,2,2	1,0,0	252	294	0.0000047095325153	0.000290425105388	0.0,1.0,0.0	0.7,1.0,1.0	-0.567
14644	ENSG00000170919	TPT1-AS1	chr13	+	45379898	45380001	45383159	45383235	45379194	45379335	45389734	45389820	14644	0,1,0	1,0,1	2,2,2	0,0,0	252	225	0.00169260112655	0.0304692998254	0.0,1.0,0.0	1.0,1.0,1.0	-0.667
14645	ENSG00000170919	TPT1-AS1	chr13	+	45379925	45380001	45383090	45383235	45377060	45377215	45389734	45389820	14645	0,1,0	1,0,1	0,2,2	1,2,0	225	294	0.00198345000694	0.0343646521647	0.0,1.0,0.0	0.0,0.566,1.0	-0.189
14654	ENSG00000170919	TPT1-AS1	chr13	+	45383090	45383235	45389734	45389820	45379194	45380001	45391031	45391737	14654	7,7,9	0,1,0	7,5,1	2,3,1	294	235	0.000212804307716	0.00625783436265	1.0,0.848,1.0	0.737,0.571,0.444	0.365
14665	ENSG00000156398	SFXN2	chr10	+	102717702	102717780	102724935	102724996	102714635	102714681	102726611	102726797	14665	0,9,1	1,0,0	0,0,4	5,3,1	227	210	0.0000334353773705	0.00141222441268	0.0,1.0,1.0	0.0,0.0,0.787	0.404
14684	ENSG00000140859	KIFC3	chr16	-	57797964	57798022	57798071	57798282	57794998	57795141	57803183	57803253	14684	156,203,228	1,3,2	159,160,189	6,7,7	360	207	0.000538164989194	0.0126294694265	0.989,0.975,0.985	0.938,0.929,0.939	0.048
14702	ENSG00000261008	LINC01572	chr16	-	72561972	72562086	72617182	72617234	72555264	72555326	72627534	72627686	14702	0,0,1	2,1,5	1,2,2	3,2,3	201	263	0.000487801537291	0.0117017613287	0.0,0.0,0.207	0.304,0.567,0.466	-0.377
14703	ENSG00000261008	LINC01572	chr16	-	72570434	72570515	72617182	72617234	72555264	72555326	72627534	72627686	14703	0,0,1	4,3,4	1,2,2	1,1,4	201	230	0.000389582523347	0.00984785280024	0.0,0.0,0.222	0.534,0.696,0.364	-0.457
14826	ENSG00000260537	NA	chr16	+	70312608	70312657	70314901	70314955	70299213	70299354	70315968	70316104	14826	432,549,347	703,793,575	335,373,394	294,358,408	198	203	0.000000581918625842	0.0000523918410393	0.387,0.415,0.382	0.539,0.516,0.498	-0.123
14874	ENSG00000158545	ZC3H18	chr16	+	88625201	88625267	88627919	88628119	88624601	88624745	88628757	88628854	14874	115,106,126	1207,1016,833	85,64,95	959,887,1240	215	349	0.00182420223632	0.0322826327711	0.134,0.145,0.197	0.126,0.105,0.111	0.045
14885	ENSG00000141127	PRPSAP2	chr17	+	18867281	18867334	18872582	18872649	18865801	18865952	18877697	18877870	14885	370,370,398	102,108,110	311,329,384	53,74,70	202	216	0.00287480462025	0.0452873485092	0.795,0.786,0.795	0.863,0.826,0.854	-0.056
14929	ENSG00000107020	PLGRKT	chr9	-	5381862	5382031	5431896	5431983	5361757	5361888	5436568	5436694	14929	88,101,93	14,3,3	74,58,75	0,0,3	236	318	0.000409059463613	0.010219313756	0.894,0.978,0.977	1.0,1.0,0.971	-0.041
14992	ENSG00000083454	P2RX5	chr17	-	3688625	3688676	3689491	3689627	3688011	3688105	3690069	3690150	14992	0,0,3	5,6,2	6,4,9	7,3,6	285	200	0.000905980146131	0.0188214886402	0.0,0.0,0.513	0.376,0.483,0.513	-0.286
15010	ENSG00000198920	KIAA0753	chr17	-	6623508	6623571	6623606	6623688	6622881	6623097	6624754	6624861	15010	0,4,8	51,34,42	0,1,1	31,34,49	231	212	0.000797427677616	0.0170565546727	0.0,0.097,0.149	0.0,0.026,0.018	0.067
15088	ENSG00000204815	ODAD4	chr17	+	41935470	41935543	41935598	41935749	41935216	41935348	41936472	41936534	15088	12,5,2	17,23,24	0,1,0	16,18,17	222	300	0.00000200514136106	0.000142838714957	0.488,0.227,0.101	0.0,0.07,0.0	0.249
15178	ENSG00000104774	MAN2B1	chr19	-	12658427	12658510	12661259	12661376	12658223	12658344	12663316	12663462	15178	28,32,19	6,14,10	29,23,34	26,27,29	266	232	0.00140246614897	0.0263564972741	0.803,0.666,0.624	0.493,0.426,0.506	0.223
15180	ENSG00000171634	BPTF	chr17	+	67922839	67922990	67924546	67924589	67920014	67920143	67928354	67928601	15180	222,259,261	30,27,27	200,225,209	6,13,17	300	192	0.000831529437063	0.017611878521	0.826,0.86,0.861	0.955,0.917,0.887	-0.071
15214	ENSG00000161970	RPL26	chr17	-	8379795	8379936	8382142	8382315	8377515	8377692	8383156	8383193	15214	12609,9836,12264	78621,70238,55776	9948,8807,10690	72553,64777,84343	322	290	0.00285203693048	0.0450542089808	0.126,0.112,0.165	0.11,0.109,0.102	0.027
15239	ENSG00000161526	SAP30BP	chr17	+	75671815	75671863	75690670	75690772	75668515	75668625	75691393	75691531	15239	336,287,298	24,41,13	214,231,260	7,12,10	197	251	0.000937233536047	0.0192994721396	0.947,0.899,0.967	0.975,0.961,0.971	-0.031
15344	ENSG00000146872	TLK2	chr17	+	62523133	62523177	62552301	62552397	62522203	62522273	62560015	62560126	15344	36,44,41	10,3,8	31,19,33	0,1,0	193	245	0.00000227308731671	0.000159044926517	0.82,0.949,0.867	1.0,0.96,1.0	-0.108
15362	ENSG00000132589	FLOT2	chr17	-	28884224	28884315	28885856	28885947	28883107	28883231	28888944	28889026	15362	50,61,59	897,822,768	21,19,44	697,781,845	240	240	0.0000290239722012	0.00125314542742	0.053,0.069,0.071	0.029,0.024,0.049	0.03
15363	ENSG00000132589	FLOT2	chr17	-	28884224	28884315	28885856	28885947	28883107	28883231	28897525	28897652	15363	6,13,19	249,236,240	0,5,8	189,220,262	240	240	0.000649412842242	0.0145822701849	0.024,0.052,0.073	0.0,0.022,0.03	0.032
15407	ENSG00000167608	TMC4	chr19	-	54165418	54165566	54169511	54169660	54164433	54164601	54171869	54172083	15407	675,724,609	139,125,108	442,473,646	52,56,67	298	297	0.0000681185775269	0.00250335135789	0.829,0.852,0.849	0.894,0.894,0.906	-0.055
15477	ENSG00000166479	TMX3	chr18	-	68701744	68701790	68710020	68710144	68700404	68700485	68711363	68711403	15477	95,105,160	48,73,100	86,99,69	75,86,84	273	195	0.00273961407442	0.0436995783222	0.586,0.507,0.533	0.45,0.451,0.37	0.118
15528	ENSG00000154065	ANKRD29	chr18	-	23612091	23612190	23619530	23619629	23598925	23601309	23629852	23629951	15528	52,27,31	200,189,153	13,19,15	174,151,192	248	248	0.0000368090664828	0.00152103912974	0.206,0.125,0.168	0.07,0.112,0.072	0.082
15569	ENSG00000155313	USP25	chr21	+	15842406	15842540	15864267	15864446	15833347	15833548	15866265	15866344	15569	2,5,8	534,543,520	3,11,16	446,373,430	283	328	0.00265569245536	0.0427214044373	0.004,0.011,0.018	0.008,0.033,0.041	-0.016
15625	ENSG00000160191	PDE9A	chr21	+	42687517	42687994	42698967	42699011	42653812	42653883	42732069	42732124	15625	1,0,0	7,13,10	2,5,1	7,12,5	626	193	0.00306375460312	0.0474906117966	0.042,0.0,0.0	0.081,0.114,0.058	-0.07
15655	ENSG00000285815	GET1-SH3BGR	chr21	+	39499822	39499915	39509001	39509027	39475134	39475215	39511679	39511809	15655	192,181,195	22,23,9	184,146,214	3,8,7	242	175	0.0000648934562919	0.00240641875301	0.863,0.851,0.94	0.978,0.93,0.957	-0.07
15672	ENSG00000205581	HMGN1	chr21	-	39345829	39345864	39347446	39347483	39345145	39345274	39348291	39348339	15672	59,56,76	76,128,67	50,28,39	116,95,103	186	184	0.00318842492521	0.0489555169852	0.434,0.302,0.529	0.299,0.226,0.272	0.156
15673	ENSG00000205581	HMGN1	chr21	-	39345829	39345864	39347915	39347952	39345145	39345274	39348291	39348339	15673	104,107,123	76,128,67	66,56,70	116,95,103	186	184	0.000213284094673	0.00627006764681	0.575,0.453,0.645	0.36,0.368,0.402	0.181
15674	ENSG00000205581	HMGN1	chr21	-	39345829	39345864	39347915	39347962	39345145	39345274	39348291	39348339	15674	5,12,9	76,128,67	4,3,3	116,95,103	196	184	0.00131350173928	0.0250923245203	0.058,0.081,0.112	0.031,0.029,0.027	0.055
15690	ENSG00000205581	HMGN1	chr21	-	39345829	39345958	39347446	39347483	39345145	39345274	39348291	39348339	15690	59,56,76	607,680,546	50,28,39	700,637,680	186	278	0.0000402350532748	0.00163782490569	0.127,0.11,0.172	0.096,0.062,0.079	0.057
15697	ENSG00000205581	HMGN1	chr21	-	39345829	39345988	39347378	39347478	39345145	39345274	39348291	39348339	15697	181,160,173	498,567,444	126,119,149	574,512,549	249	308	0.001604594672	0.0292275864046	0.31,0.259,0.325	0.214,0.223,0.251	0.069
15698	ENSG00000205581	HMGN1	chr21	-	39345829	39345988	39347378	39347483	39345145	39345274	39348291	39348339	15698	299,245,270	498,567,444	200,162,232	574,512,549	254	308	0.00025866211227	0.00725478961735	0.421,0.344,0.424	0.297,0.277,0.339	0.092
15700	ENSG00000205581	HMGN1	chr21	-	39345829	39345988	39347446	39347483	39345145	39345274	39348291	39348339	15700	59,56,76	498,567,444	50,28,39	574,512,549	186	308	0.0000805881895171	0.00286520642194	0.164,0.141,0.221	0.126,0.083,0.105	0.071
15701	ENSG00000205581	HMGN1	chr21	-	39345829	39345988	39347915	39347952	39345145	39345274	39348291	39348339	15701	104,107,123	498,567,444	66,56,70	574,512,549	186	308	0.000000433559400825	0.0000411007622541	0.257,0.238,0.314	0.16,0.153,0.174	0.107
15716	ENSG00000205581	HMGN1	chr21	-	39345935	39345958	39347378	39347483	39345145	39345274	39348291	39348339	15716	299,245,270	15,13,14	200,162,232	18,16,26	254	172	0.0023283865021	0.0387956548263	0.931,0.927,0.929	0.883,0.873,0.858	0.058
15718	ENSG00000205581	HMGN1	chr21	-	39345935	39345958	39347446	39347483	39345145	39345274	39348291	39348339	15718	59,56,76	15,13,14	50,28,39	18,16,26	186	172	0.000956093057299	0.019585264449	0.784,0.799,0.834	0.72,0.618,0.581	0.166
15719	ENSG00000205581	HMGN1	chr21	-	39345935	39345958	39347915	39347952	39345145	39345274	39348291	39348339	15719	104,107,123	15,13,14	66,56,70	18,16,26	186	172	0.0000884864996782	0.00308491673362	0.865,0.884,0.89	0.772,0.764,0.713	0.13
15720	ENSG00000205581	HMGN1	chr21	-	39345935	39345958	39347915	39347962	39345145	39345274	39348291	39348339	15720	5,12,9	15,13,14	4,3,3	18,16,26	196	172	0.00138704987273	0.026137525686	0.226,0.448,0.361	0.163,0.141,0.092	0.213
15776	ENSG00000205581	HMGN1	chr21	-	39347246	39347292	39347915	39347962	39345145	39345274	39348291	39348339	15776	5,12,9	10,10,9	4,3,3	10,13,18	196	195	0.00271543807111	0.0433984482228	0.332,0.544,0.499	0.285,0.187,0.142	0.254
15826	ENSG00000205581	HMGN1	chr21	-	39348544	39348577	39348902	39349049	39348421	39348451	39349459	39349647	15826	56,67,50	1991,1901,1870	93,77,99	2035,1852,1980	296	182	0.000953743099887	0.0195615833878	0.017,0.021,0.016	0.027,0.025,0.03	-0.009
15857	ENSG00000154727	GABPA	chr21	+	25739636	25740032	25740396	25740487	25735388	25735578	25741572	25741675	15857	33,51,66	6,2,5	43,46,46	0,0,1	545	240	0.0000130151098037	0.000652454556024	0.708,0.918,0.853	1.0,1.0,0.953	-0.158
15858	ENSG00000154727	GABPA	chr21	+	25739879	25740032	25740396	25740487	25735388	25735578	25741572	25741675	15858	45,59,70	6,2,5	50,59,53	0,0,1	302	240	0.000105509197064	0.00354120420846	0.856,0.959,0.918	1.0,1.0,0.977	-0.081
15859	ENSG00000154727	GABPA	chr21	+	25739879	25740269	25740396	25740487	25735388	25735578	25741572	25741675	15859	12,8,10	6,2,5	7,13,9	0,0,1	539	240	0.000000919695824608	0.0000755949981053	0.471,0.64,0.471	1.0,1.0,0.8	-0.406
15860	ENSG00000154727	GABPA	chr21	+	25739879	25740313	25740396	25740487	25735388	25735578	25741572	25741675	15860	16,8,14	6,2,5	8,13,14	0,0,1	583	240	0.000000797849307621	0.0000673826237414	0.523,0.622,0.535	1.0,1.0,0.852	-0.391
15913	ENSG00000160299	PCNT	chr21	+	46397973	46398130	46399652	46399796	46397264	46397494	46402330	46402483	15913	1,5,2	1,0,5	7,6,4	0,0,1	306	293	0.00311103843153	0.0480417442743	0.489,1.0,0.277	1.0,1.0,0.793	-0.342
15914	ENSG00000160299	PCNT	chr21	+	46397973	46398130	46399656	46399796	46397264	46397494	46402330	46402483	15914	1,5,2	1,0,6	7,6,4	0,0,0	306	289	0.000825811163478	0.0175263800166	0.486,1.0,0.239	1.0,1.0,1.0	-0.425
15939	ENSG00000142192	APP	chr21	-	25955626	25955755	25975069	25975219	25954589	25954689	25982343	25982477	15939	6,3,5	585,527,611	32,21,1	486,471,570	299	278	0.000000394805176218	0.0000381254593844	0.009,0.005,0.008	0.058,0.04,0.002	-0.026
15961	ENSG00000286129	NA	chr22	+	22307532	22307591	22308683	22308819	22307105	22307245	22309735	22309883	15961	2,4,4	12,7,18	1,2,0	10,20,21	208	285	0.0014330967267	0.0268194114476	0.186,0.439,0.233	0.121,0.121,0.0	0.205
16041	ENSG00000100029	PES1	chr22	-	30579187	30579303	30579814	30580202	30578836	30578998	30580570	30580701	16041	11,17,6	0,0,2	7,7,8	4,11,0	537	265	0.000548641386013	0.012829386321	1.0,1.0,0.597	0.463,0.239,1.0	0.298
16074	ENSG00000182944	EWSR1	chr22	+	29288605	29288742	29288743	29288786	29286922	29287134	29291564	29291599	16074	1639,1616,1467	2251,1826,2405	1537,1516,1773	1675,1510,1860	286	192	0.00252847586724	0.0412007871051	0.328,0.373,0.291	0.381,0.403,0.39	-0.061
16080	ENSG00000182944	EWSR1	chr22	+	29288605	29288743	29288743	29288755	29286922	29287134	29292499	29292606	16080	1643,1617,1468	15,6,6	1538,1518,1773	19,15,22	287	161	0.00307976567222	0.0476932427309	0.984,0.993,0.993	0.978,0.983,0.978	0.01
16109	ENSG00000100151	PICK1	chr22	+	38057746	38057850	38059233	38059345	38057482	38057587	38065001	38065130	16109	2,4,8	285,277,253	14,15,8	266,278,365	253	261	0.00268365116177	0.0430163070453	0.007,0.015,0.032	0.051,0.053,0.022	-0.024
16134	ENSG00000241484	ARHGAP8	chr22	+	44828634	44828772	44841826	44841964	44825482	44825593	44845268	44845342	16134	6,2,6	3,4,7	1,0,0	2,2,5	287	287	0.0000102530436975	0.000537809597563	0.667,0.333,0.462	0.333,0.0,0.0	0.376
