ID...1	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID...12	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
8464	ENSG00000196535	MYO18A	chr17	-	29096760	29097350	29096760	29096915	29097222	29097350	8464	291,346,293	3287,3162,2952	426,398,428	2807,2820,3236	456	149	0.000137394536947	0.00596768368685	0.028,0.035,0.031	0.047,0.044,0.041	-0.013
8517	ENSG00000013306	SLC25A39	chr17	-	44321057	44321558	44321057	44321231	44321433	44321558	8517	29,29,28	74,95,65	53,46,56	75,77,78	351	149	0.000714811832274	0.0199895520219	0.143,0.115,0.155	0.231,0.202,0.234	-0.085
8519	ENSG00000278053	DDX52	chr17	-	37619767	37621277	37619767	37619839	37621126	37621277	8519	89,63,104	6,4,2	81,90,103	0,0,2	1436	149	0.0000410829591468	0.0024512546397	0.606,0.62,0.844	1.0,1.0,0.842	-0.257
8618	ENSG00000105479	ODAD1	chr19	-	48296461	48297668	48296461	48297518	48297589	48297668	8618	2,1,5	0,1,1	0,1,1	7,0,2	220	149	0.0000128630880981	0.00098559532934	1.0,0.404,0.772	0.0,1.0,0.253	0.308
8620	ENSG00000196628	TCF4	chr18	-	55228846	55232671	55228846	55229076	55232508	55232671	8620	13,44,27	28,32,23	3,10,10	17,25,24	3581	149	0.0000881399786717	0.00426233602443	0.019,0.054,0.047	0.007,0.016,0.017	0.027
8639	ENSG00000160285	LSS	chr21	-	46228388	46228768	46228388	46228599	46228684	46228768	8639	65,61,78	16,16,12	102,103,136	6,11,13	234	149	0.000660016742045	0.018769431331	0.721,0.708,0.805	0.915,0.856,0.869	-0.135
8640	ENSG00000160285	LSS	chr21	-	46228388	46228774	46228388	46228599	46228731	46228774	8640	65,61,78	290,299,396	103,103,136	269,287,310	281	149	0.000000549362335955	0.0000792968462707	0.106,0.098,0.095	0.169,0.16,0.189	-0.073
8644	ENSG00000157601	MX1	chr21	+	41420365	41420626	41420365	41420440	41420557	41420626	8644	0,2,2	2,0,3	2,1,1	0,0,0	266	149	0.0000352312015944	0.00217945398608	0.0,1.0,0.272	1.0,1.0,1.0	-0.576
8672	ENSG00000205581	HMGN1	chr21	-	39347915	39348338	39347915	39347952	39348291	39348338	8672	159,193,201	116,130,144	168,182,197	84,68,86	488	149	0.000201729354053	0.00785480236898	0.295,0.312,0.299	0.379,0.45,0.412	-0.112
8706	ENSG00000160209	PDXK	chr21	+	43743723	43744007	43743723	43743807	43743938	43744007	8706	18,12,29	1,9,6	6,8,18	1,0,0	280	149	0.0000274678410908	0.00181300438424	0.905,0.415,0.72	0.761,1.0,1.0	-0.24
8709	ENSG00000142168	SOD1	chr21	+	31666315	31666518	31666315	31666345	31666448	31666518	8709	171,163,119	0,15,0	184,212,204	0,0,0	252	149	0.000164976530437	0.00678421473365	1.0,0.865,1.0	1.0,1.0,1.0	-0.045
8786	ENSG00000100226	GTPBP1	chr22	+	38734149	38734393	38734149	38734232	38734329	38734393	8786	14,17,34	10,1,2	28,15,29	0,0,2	246	149	0.000311129025784	0.0108044563267	0.459,0.911,0.911	1.0,1.0,0.898	-0.206
8794	ENSG00000100029	PES1	chr22	-	30579814	30580178	30579814	30579870	30580052	30580178	8794	618,727,676	79,0,0	672,615,772	90,56,96	331	149	0.0000000000293292057307	0.0000000155227536997	0.779,1.0,1.0	0.771,0.832,0.784	0.131
8805	ENSG00000182944	EWSR1	chr22	+	29288605	29291599	29288605	29288755	29291572	29291599	8805	3246,3089,3440	0,0,38	2794,3143,3506	31,18,29	2966	149	0.0000921869052379	0.00438386314759	1.0,1.0,0.82	0.819,0.898,0.859	0.081
8806	ENSG00000182944	EWSR1	chr22	+	29288605	29291599	29288605	29288755	29291574	29291599	8806	3302,3154,3523	108,0,0	2866,3202,3578	0,0,0	2968	149	0.0000732494289263	0.00371182389843	0.606,1.0,1.0	1.0,1.0,1.0	-0.131
8838	ENSG00000198911	SREBF2	chr22	+	41886268	41886651	41886268	41886308	41886412	41886651	8838	2,21,7	4,4,4	5,3,9	1,1,0	253	149	0.000523187012261	0.0158397084856	0.227,0.756,0.508	0.746,0.639,1.0	-0.298
8902	ENSG00000075240	GRAMD4	chr22	+	46673375	46673814	46673375	46673499	46673669	46673814	8902	12,7,12	0,1,0	17,8,18	4,2,1	319	149	0.000465976704571	0.0146026471674	1.0,0.766,1.0	0.665,0.651,0.894	0.185
8944	ENSG00000284431	NA	chr22	+	40407415	40407843	40407415	40407593	40407788	40407843	8944	81,51,50	2,7,1	57,48,68	0,2,0	344	149	0.00115762110007	0.0287194540278	0.946,0.759,0.956	1.0,0.912,1.0	-0.084
8988	ENSG00000100106	TRIOBP	chr22	+	37754881	37755153	37754881	37754984	37755104	37755153	8988	62,100,81	0,0,2	83,63,67	1,11,0	269	149	0.000601007412208	0.0174916413858	1.0,1.0,0.957	0.979,0.76,1.0	0.073
8996	ENSG00000100380	ST13	chr22	-	40835392	40835854	40835392	40835670	40835802	40835854	8996	283,133,99	7485,6422,7814	578,188,716	6897,6124,7213	281	149	0	0	0.02,0.011,0.007	0.043,0.016,0.05	-0.024
9003	ENSG00000273899	NOL12	chr22	+	37687909	37688358	37687909	37688015	37688320	37688358	9003	13,16,12	0,0,1	6,10,11	0,3,5	454	149	0.0000344735973832	0.00214652595471	1.0,1.0,0.798	1.0,0.522,0.419	0.286
9046	ENSG00000131002	TXLNGY	chrY	+	19595726	19596134	19595726	19595923	19596014	19596134	9046	87,126,138	7,4,6	93,91,103	16,25,21	240	149	0.0000000181364585572	0.00000443025628688	0.885,0.951,0.935	0.783,0.693,0.753	0.181
9056	ENSG00000180257	ZNF816	chr19	-	52952518	52952877	52952518	52952622	52952750	52952877	9056	3,3,2	0,2,3	0,0,1	1,4,2	277	149	0.0000333690033418	0.00210063021037	1.0,0.447,0.264	0.0,0.0,0.212	0.5
9100	ENSG00000104881	PPP1R13L	chr19	-	45385823	45386237	45385823	45385957	45386048	45386237	9100	7,1,3	34,35,19	2,0,0	36,24,29	240	149	0.00192024965795	0.0411399814274	0.113,0.017,0.089	0.033,0.0,0.0	0.062
9223	ENSG00000104979	C19orf53	chr19	+	13774560	13774707	13774560	13774571	13774651	13774707	9223	220,239,165	2,0,0	207,190,218	12,16,14	229	149	0.000000000011507017561	0.00000000671164412027	0.986,1.0,1.0	0.918,0.885,0.91	0.091
9283	ENSG00000104915	STX10	chr19	-	13149498	13149833	13149498	13149593	13149727	13149833	9283	139,119,123	2300,1878,1755	135,142,146	1618,1349,1687	283	149	0.00165005429482	0.0369004143595	0.031,0.032,0.036	0.042,0.053,0.044	-0.013
9355	ENSG00000105671	DDX49	chr19	+	18927770	18928036	18927770	18927833	18927964	18928036	9355	65,64,73	0,1,0	66,77,87	4,2,5	280	149	0.000427782219159	0.013797476067	1.0,0.971,1.0	0.898,0.953,0.903	0.072
9371	ENSG00000123815	COQ8B	chr19	-	40700066	40700342	40700066	40700174	40700309	40700342	9371	7,2,6	28,38,27	1,0,2	26,25,35	284	149	0.000668813063821	0.0189683557198	0.116,0.027,0.104	0.02,0.0,0.029	0.066
9385	ENSG00000095066	HOOK2	chr19	-	12764813	12765077	12764813	12764917	12764998	12765077	9385	14,65,72	1134,1003,1049	22,121,90	966,951,1127	230	149	0.000615544781733	0.0178059411558	0.008,0.04,0.043	0.015,0.076,0.049	-0.016
9390	ENSG00000095066	HOOK2	chr19	-	12765656	12766110	12765656	12766014	12766102	12766110	9390	25,87,79	1431,1356,1220	32,36,62	1372,1356,1475	237	149	0.00238067660467	0.0476135320934	0.011,0.039,0.039	0.014,0.016,0.026	0.011
9404	ENSG00000095066	HOOK2	chr19	-	12771153	12771477	12771153	12771303	12771396	12771477	9404	33,88,47	0,0,9	34,33,55	0,0,0	242	149	0.00229555491304	0.0463653423425	1.0,1.0,0.763	1.0,1.0,1.0	-0.079
9428	ENSG00000198356	GET3	chr19	+	12745376	12745639	12745376	12745525	12745608	12745639	9428	19,20,27	592,493,444	25,36,53	522,462,554	232	149	0.00218314876973	0.0445356115909	0.02,0.025,0.038	0.03,0.048,0.058	-0.018
9433	ENSG00000285589	NA	chr19	-	12677107	12677376	12677107	12677211	12677290	12677376	9433	52,25,45	114,79,92	52,48,57	85,58,54	228	149	0.000594489767452	0.0173714741891	0.23,0.171,0.242	0.286,0.351,0.408	-0.134
9436	ENSG00000123154	WDR83	chr19	+	12670565	12670766	12670565	12670611	12670710	12670766	9436	13,16,9	3,1,6	10,8,7	1,0,0	248	149	0.0000753902451792	0.003780093346	0.722,0.906,0.474	0.857,1.0,1.0	-0.252
9448	ENSG00000142541	RPL13A	chr19	+	49490474	49490831	49490474	49490600	49490778	49490831	9448	1484,1506,1077	1,2,10	1516,1364,1638	17,21,28	327	149	0.000000125782430138	0.0000219198893497	0.999,0.997,0.98	0.976,0.967,0.964	0.023
9449	ENSG00000142541	RPL13A	chr19	+	49490528	49490831	49490528	49490576	49490805	49490831	9449	9726,8987,6230	0,0,198	9638,8173,10349	0,0,0	378	149	0.0000000267934618936	0.00000589043954553	1.0,1.0,0.925	1.0,1.0,1.0	-0.025
9455	ENSG00000142541	RPL13A	chr19	+	49490778	49491547	49490778	49490831	49491039	49491547	9455	7911,5819,6950	142,0,98	6062,5334,6886	0,0,0	357	149	0	0	0.959,1.0,0.967	1.0,1.0,1.0	-0.025
9462	ENSG00000142541	RPL13A	chr19	+	49490839	49491094	49490839	49490864	49491045	49491094	9462	18448,16369,14764	0,0,0	16236,14369,18022	0,0,598	330	149	0.00000000000393074461869	0.00000000280851703005	1.0,1.0,1.0	1.0,1.0,0.932	0.023
9469	ENSG00000142541	RPL13A	chr19	+	49489849	49491547	49489849	49489912	49491476	49491547	9469	13232,12032,9515	0,0,0	11613,10313,12122	0,0,146	1713	149	0.00000000000489208673571	0.00000000325153113736	1.0,1.0,1.0	1.0,1.0,0.878	0.041
9470	ENSG00000142541	RPL13A	chr19	+	49491039	49491547	49491039	49491099	49491506	49491547	9470	17202,15942,12182	0,0,237	14838,13069,15856	0,0,0	556	149	0.0000000254452832138	0.00000572619050591	1.0,1.0,0.932	1.0,1.0,1.0	-0.023
9481	ENSG00000032444	PNPLA6	chr19	+	7554892	7555317	7554892	7555075	7555277	7555317	9481	26,34,21	3,0,6	25,31,11	1,0,0	351	149	0.000178459685412	0.00721242317375	0.786,1.0,0.598	0.914,1.0,1.0	-0.177
9483	ENSG00000032444	PNPLA6	chr19	+	7555277	7555763	7555277	7555367	7555606	7555763	9483	19,7,7	68,69,69	4,2,3	65,68,56	388	149	0.000247984942496	0.00914674334441	0.097,0.037,0.037	0.023,0.011,0.02	0.039
9522	ENSG00000079313	REXO1	chr19	-	1818678	1819131	1818678	1818843	1819017	1819131	9522	1,4,1	30,29,45	5,4,11	41,24,35	323	149	0.00175338972452	0.0385179695056	0.015,0.06,0.01	0.053,0.071,0.127	-0.055
9563	ENSG00000205517	RGL3	chr19	-	11394324	11394783	11394324	11394520	11394613	11394783	9563	52,49,46	2,0,0	63,72,49	9,1,2	242	149	0.000747164866996	0.020631856907	0.941,1.0,1.0	0.812,0.978,0.938	0.071
9596	ENSG00000183401	CCDC159	chr19	+	11351961	11352118	11351961	11351973	11352064	11352118	9596	6,18,19	1,2,4	19,23,12	0,0,0	240	149	0.000136446772797	0.00594458653436	0.788,0.848,0.747	1.0,1.0,1.0	-0.206
9608	ENSG00000267120	NA	chr19	-	35743808	35744222	35743808	35743904	35744011	35744222	9608	3,2,1	3,3,1	1,2,3	0,0,2	256	149	0.00145120645394	0.0337748212163	0.368,0.28,0.368	1.0,1.0,0.466	-0.483
9626	ENSG00000272333	KMT2B	chr19	+	35733257	35733686	35733257	35733485	35733596	35733686	9626	20,6,7	4,2,2	3,11,16	0,0,2	260	149	0.0010163025284	0.0258772362928	0.741,0.632,0.667	1.0,1.0,0.821	-0.26
9629	ENSG00000272333	KMT2B	chr19	+	35736888	35737156	35736888	35736986	35737085	35737156	9629	9,6,10	206,184,184	14,17,24	171,182,234	248	149	0.00165743664268	0.036949718602	0.026,0.019,0.032	0.047,0.053,0.058	-0.027
9637	ENSG00000115268	RPS15	chr19	+	1438418	1438886	1438418	1438580	1438810	1438886	9637	1143,853,866	16,0,0	1074,976,1134	21,24,21	379	149	0.000000151473788734	0.0000256160998936	0.966,1.0,1.0	0.953,0.941,0.955	0.039
9718	ENSG00000130810	PPAN	chr19	+	10110484	10110844	10110484	10110614	10110700	10110844	9718	44,47,63	3,0,12	50,64,78	0,0,0	235	149	0.00000186902759403	0.000219822257767	0.903,1.0,0.769	1.0,1.0,1.0	-0.109
9723	ENSG00000130813	SHFL	chr19	+	10087250	10087592	10087250	10087300	10087475	10087592	9723	20,13,16	0,0,0	9,9,10	1,9,1	324	149	0.000000843698726216	0.000112677147641	1.0,1.0,1.0	0.805,0.315,0.821	0.353
9724	ENSG00000130813	SHFL	chr19	+	10089306	10089523	10089306	10089378	10089478	10089523	9724	18,5,6	2,0,5	4,2,5	1,0,0	249	149	0.000669533973733	0.0189683557198	0.843,1.0,0.418	0.705,1.0,1.0	-0.148
9747	ENSG00000063244	U2AF2	chr19	+	55668705	55669169	55668705	55668792	55669082	55669169	9747	123,131,106	1591,1313,1475	160,181,192	1518,1388,1626	439	149	0.00102793011253	0.0260908016129	0.026,0.033,0.024	0.035,0.042,0.039	-0.011
9770	ENSG00000104805	NUCB1	chr19	+	48918981	48919286	48918981	48919110	48919193	48919286	9770	332,257,308	8,8,5	279,262,302	0,0,3	232	149	0.000461348771901	0.0145053332243	0.964,0.954,0.975	1.0,1.0,0.985	-0.031
9783	ENSG00000126934	MAP2K2	chr19	-	4100458	4101143	4100458	4100648	4101018	4101143	9783	46,28,45	0,0,8	29,23,39	0,0,0	519	149	0.000893651336268	0.0233460285105	1.0,1.0,0.618	1.0,1.0,1.0	-0.127
9870	ENSG00000104983	CCDC61	chr19	+	46015048	46015333	46015048	46015259	46015310	46015333	9870	4,1,3	1,3,3	1,3,5	0,0,0	200	149	0.000000412898455648	0.0000614616555334	0.749,0.199,0.427	1.0,1.0,1.0	-0.542
9882	ENSG00000125734	GPR108	chr19	-	6734013	6734307	6734013	6734054	6734182	6734307	9882	4,1,2	113,107,98	1,11,13	75,100,99	277	149	0.00013594008661	0.00593155370277	0.019,0.005,0.011	0.007,0.056,0.066	-0.031
9883	ENSG00000125734	GPR108	chr19	-	6736591	6737273	6736591	6736711	6737184	6737273	9883	15,5,10	1,2,5	9,19,16	0,0,0	622	149	0.0000000243497619845	0.00000565785526437	0.782,0.375,0.324	1.0,1.0,1.0	-0.506
9884	ENSG00000125734	GPR108	chr19	-	6736591	6737273	6736591	6736711	6737252	6737273	9884	15,5,10	0,3,2	9,19,16	2,0,0	690	149	0.00199348692857	0.0419542388944	1.0,0.265,0.519	0.493,1.0,1.0	-0.236
9889	ENSG00000105197	TIMM50	chr19	+	39485543	39485803	39485543	39485602	39485687	39485803	9889	6,4,7	42,58,29	4,0,0	51,41,43	234	149	0.000452132277743	0.0142822870537	0.083,0.042,0.133	0.048,0.0,0.0	0.07
9911	ENSG00000196235	SUPT5H	chr19	+	39458818	39459249	39458818	39459073	39459183	39459249	9911	24,63,27	507,519,450	17,23,17	412,416,522	259	149	0.000950476670452	0.0245168079797	0.027,0.065,0.033	0.023,0.031,0.018	0.018
9933	ENSG00000006712	PAF1	chr19	-	39386364	39386572	39386364	39386389	39386481	39386572	9933	271,241,196	0,0,20	230,171,267	0,0,0	241	149	0.0000797614359108	0.00393031351436	1.0,1.0,0.858	1.0,1.0,1.0	-0.047
9958	ENSG00000105483	CARD8	chr19	-	48232452	48232789	48232452	48232493	48232713	48232789	9958	27,18,37	0,1,0	16,21,21	0,2,4	369	149	0.00207477005382	0.0429066050204	1.0,0.879,1.0	1.0,0.809,0.679	0.13
9973	ENSG00000197841	ZNF181	chr19	+	34734193	34735046	34734193	34734610	34734969	34735046	9973	3,5,2	5,3,3	2,9,3	0,1,1	508	149	0.000189150663825	0.00749781688227	0.15,0.328,0.164	1.0,0.725,0.468	-0.517
9994	ENSG00000105321	CCDC9	chr19	+	47271081	47271403	47271081	47271187	47271289	47271403	9994	29,22,7	3,0,7	15,13,17	0,0,0	251	149	0.0000779829176835	0.00387192198409	0.852,1.0,0.372	1.0,1.0,1.0	-0.259
10040	ENSG00000104859	CLASRP	chr19	+	45069070	45069248	45069070	45069120	45069201	45069248	10040	99,115,62	0,1,0	100,109,152	0,13,0	230	149	0.00137947283536	0.0326327168048	1.0,0.987,1.0	1.0,0.845,1.0	0.047
10047	ENSG00000130529	TRPM4	chr19	+	49171638	49172108	49171638	49171769	49172008	49172108	10047	10,18,8	49,41,39	3,2,4	21,37,28	388	149	0.00251071396308	0.049727099837	0.073,0.144,0.073	0.052,0.02,0.052	0.055
10115	ENSG00000249115	HAUS5	chr19	+	35613867	35614059	35613867	35613900	35613994	35614059	10115	4,11,11	1,2,4	8,18,17	1,0,0	243	149	0.0000885097516878	0.00426541367457	0.71,0.771,0.628	0.831,1.0,1.0	-0.241
10118	ENSG00000249115	HAUS5	chr19	+	35615068	35615342	35615068	35615147	35615226	35615342	10118	2,4,3	146,145,138	6,7,14	108,135,157	228	149	0.000679672930358	0.0191562203858	0.009,0.018,0.014	0.035,0.033,0.055	-0.027
10135	ENSG00000011422	PLAUR	chr19	-	43670065	43670547	43670065	43670167	43670282	43670547	10135	819,866,593	0,0,0	741,949,1245	184,0,0	264	149	0.00000662166375487	0.000601561171866	1.0,1.0,1.0	0.694,1.0,1.0	0.102
10144	ENSG00000130724	CHMP2A	chr19	-	58551905	58552179	58551905	58551967	58552054	58552179	10144	24,26,15	470,369,293	77,20,36	402,324,427	236	149	0.0000787813683235	0.00388872453659	0.031,0.043,0.031	0.108,0.038,0.051	-0.031
10177	ENSG00000064607	SUGP2	chr19	-	18994365	18994755	18994365	18994486	18994658	18994755	10177	64,66,58	0,1,0	76,105,80	2,13,0	321	149	0.0000739350750905	0.00373993707272	1.0,0.968,1.0	0.946,0.789,1.0	0.078
10199	ENSG00000085872	CHERP	chr19	-	16530584	16530894	16530584	16530674	16530768	16530894	10199	0,1,2	69,73,81	6,7,2	56,83,76	243	149	0.00231211871505	0.0465682543172	0.0,0.008,0.015	0.062,0.049,0.016	-0.035
10218	ENSG00000180957	PITPNB	chr22	-	27894160	27894638	27894160	27894447	27894554	27894638	10218	1,1,6	0,0,0	2,2,0	4,0,2	256	149	0.0000106101287342	0.000851790671976	1.0,1.0,1.0	0.225,1.0,0.0	0.592
10235	ENSG00000123159	GIPC1	chr19	-	14480467	14480896	14480467	14480476	14480592	14480896	10235	26,27,34	0,0,0	21,15,25	0,0,23	265	149	0.00111466341529	0.0277742636521	1.0,1.0,1.0	1.0,1.0,0.379	0.207
10242	ENSG00000123136	DDX39A	chr19	-	14411061	14411598	14411061	14411139	14411505	14411598	10242	25,35,43	0,0,0	40,33,51	0,9,0	515	149	0.00146688933299	0.0340566183078	1.0,1.0,1.0	1.0,0.515,1.0	0.162
10308	ENSG00000105355	PLIN3	chr19	-	4859589	4859957	4859589	4859672	4859787	4859957	10308	59,42,48	7,10,0	38,33,31	1,0,0	264	149	0.0000131058239301	0.000999888992293	0.826,0.703,1.0	0.955,1.0,1.0	-0.142
10351	ENSG00000104897	SF3A2	chr19	+	2247344	2247662	2247344	2247422	2247593	2247662	10351	9,8,10	2,0,4	9,8,4	0,0,1	320	149	0.0012201145659	0.0299835548525	0.677,1.0,0.538	1.0,1.0,0.651	-0.145
10371	ENSG00000125912	NCLN	chr19	+	3198840	3199282	3198840	3198897	3199106	3199282	10371	3,3,4	1,0,5	5,2,5	0,0,0	358	149	0.000244457527358	0.00906693625477	0.555,1.0,0.25	1.0,1.0,1.0	-0.398
10387	ENSG00000064932	SBNO2	chr19	-	1109500	1109777	1109500	1109593	1109682	1109777	10387	9,10,17	0,2,0	8,12,8	5,0,4	238	149	0.000675960571268	0.0190918685502	1.0,0.758,1.0	0.5,1.0,0.556	0.234
10469	ENSG00000130699	TAF4	chr20	-	62007546	62007978	62007546	62007636	62007815	62007978	10469	0,0,1	1,1,0	4,3,2	1,0,0	328	149	0.000201283607803	0.00784813848705	0.0,0.0,1.0	0.645,1.0,1.0	-0.548
10496	ENSG00000203896	LIME1	chr20	+	63737283	63737647	63737283	63737360	63737532	63737647	10496	18,18,11	4,0,2	10,8,14	0,0,0	321	149	0.00145813358423	0.0339084278578	0.676,1.0,0.719	1.0,1.0,1.0	-0.202
10514	ENSG00000101224	CDC25B	chr20	+	3801332	3801802	3801332	3801388	3801721	3801802	10514	92,97,95	237,213,265	42,44,62	165,205,210	482	149	0.0012885829992	0.0311571083901	0.107,0.123,0.1	0.073,0.062,0.084	0.037
10587	ENSG00000124177	CHD6	chr20	-	41413323	41415065	41413323	41413515	41414873	41415065	10587	7,13,18	0,0,0	18,12,11	0,3,2	1507	149	0.0000625163701498	0.00330262081124	1.0,1.0,1.0	1.0,0.283,0.352	0.455
10596	ENSG00000132793	LPIN3	chr20	+	41348733	41349172	41348733	41348891	41349088	41349172	10596	5,16,6	0,4,3	2,3,3	0,0,1	346	149	0.000227267647466	0.0085803294116	1.0,0.633,0.463	1.0,1.0,0.564	-0.156
10598	ENSG00000132793	LPIN3	chr20	+	41348733	41349172	41348733	41348887	41349091	41349172	10598	7,22,15	31,11,22	2,7,5	16,26,31	353	149	0.00177824202938	0.0388845885231	0.087,0.458,0.223	0.05,0.102,0.064	0.184
10614	ENSG00000214078	CPNE1	chr20	-	35631034	35631354	35631034	35631173	35631267	35631354	10614	3,5,9	77,82,66	6,15,13	54,59,59	243	149	0.00161622986082	0.0363680650934	0.023,0.036,0.077	0.064,0.135,0.119	-0.061
10630	ENSG00000131051	RBM39	chr20	-	35734185	35735081	35734185	35734257	35734945	35735081	10630	246,190,200	3,10,6	110,107,126	1,0,0	837	149	0.00000653892593305	0.000600908370311	0.936,0.772,0.856	0.951,1.0,1.0	-0.129
10637	ENSG00000131051	RBM39	chr20	-	35738967	35740887	35738967	35739017	35740805	35740887	10637	2672,2862,2780	12,25,21	1872,2038,2000	38,33,33	1937	149	0.000000198303683141	0.0000327602269605	0.945,0.898,0.911	0.791,0.826,0.823	0.105
10640	ENSG00000131051	RBM39	chr20	-	35740524	35740879	35740524	35740597	35740823	35740879	10640	322,321,306	2186,2335,2326	493,501,520	1159,1110,1246	375	149	0	0	0.055,0.052,0.05	0.145,0.152,0.142	-0.094
10646	ENSG00000149600	COMMD7	chr20	-	32703839	32704071	32703839	32703922	32704022	32704071	10646	8,9,1	7,2,3	5,3,5	0,0,0	249	149	0.00000000641295949677	0.00000192928823598	0.406,0.729,0.166	1.0,1.0,1.0	-0.566
10654	ENSG00000089006	SNX5	chr20	-	17968037	17968453	17968037	17968289	17968374	17968453	10654	10,21,30	0,0,1	22,14,24	2,1,5	234	149	0.000306065979845	0.010732964054	1.0,1.0,0.95	0.875,0.899,0.753	0.141
10656	ENSG00000132646	PCNA	chr20	-	5118609	5118783	5118609	5118677	5118764	5118783	10656	5,6,6	9,0,4	14,13,2	0,0,0	236	149	0.0000011817309945	0.000148783576312	0.26,1.0,0.486	1.0,1.0,1.0	-0.418
10673	ENSG00000125877	ITPA	chr20	+	3218516	3219091	3218516	3218632	3218937	3219091	10673	11,11,10	4,2,0	6,10,15	0,0,0	454	149	0.000182841291936	0.00729832978147	0.474,0.644,1.0	1.0,1.0,1.0	-0.294
10704	ENSG00000130589	HELZ2	chr20	-	63559927	63560309	63559927	63560095	63560170	63560309	10704	1,8,1	27,27,24	0,0,2	37,15,36	224	149	0.00246449232681	0.048981356537	0.024,0.165,0.027	0.0,0.0,0.036	0.06
10732	ENSG00000126001	CEP250	chr20	+	35472456	35472831	35472456	35472587	35472672	35472831	10732	14,38,34	2,0,0	7,14,27	9,9,5	234	149	0.0000000231688619401	0.00000542759077253	0.817,1.0,1.0	0.331,0.498,0.775	0.404
10757	ENSG00000101361	NOP56	chr20	+	2652592	2652901	2652592	2652663	2652841	2652901	10757	71,77,58	863,835,906	113,130,120	834,786,848	327	149	0.000000330353892575	0.000051035212161	0.036,0.04,0.028	0.058,0.07,0.061	-0.028
10758	ENSG00000101361	NOP56	chr20	+	2654413	2654846	2654413	2654575	2654748	2654846	10758	25,20,32	358,312,402	29,43,51	346,264,276	322	149	0.0000916911780573	0.00436755644813	0.031,0.029,0.036	0.037,0.07,0.079	-0.03
10765	ENSG00000101361	NOP56	chr20	+	2656402	2656895	2656402	2656549	2656773	2656895	10765	588,584,470	2684,2172,2234	835,789,887	2682,2489,2895	373	149	0.000897224792738	0.0233752822028	0.08,0.097,0.078	0.111,0.112,0.109	-0.026
10776	ENSG00000101361	NOP56	chr20	+	2657080	2658393	2657080	2657218	2657931	2658393	10776	1234,1088,857	16,15,0	1228,1207,1495	0,0,10	862	149	0.0000374387423513	0.0022903257735	0.93,0.926,1.0	1.0,1.0,0.963	-0.036
10779	ENSG00000100983	GSS	chr20	-	34936942	34937312	34936942	34937023	34937181	34937312	10779	15,16,7	0,1,1	16,18,32	3,0,6	307	149	0.00246643631874	0.0489859277204	1.0,0.886,0.773	0.721,1.0,0.721	0.072
10785	ENSG00000198276	UCKL1	chr20	-	63940797	63941043	63940797	63940856	63940949	63941043	10785	9,6,15	51,54,71	5,1,6	81,38,69	242	149	0.00228265604426	0.0462027689412	0.098,0.064,0.115	0.037,0.016,0.051	0.058
10801	ENSG00000124164	VAPB	chr20	+	58438976	58441083	58438976	58439308	58440906	58441083	10801	10,8,5	0,0,0	3,4,5	3,3,0	1747	149	0.0000000253586570631	0.00000572619050591	1.0,1.0,1.0	0.079,0.102,1.0	0.606
10868	ENSG00000101040	ZMYND8	chr20	-	47224316	47224754	47224316	47224556	47224654	47224754	10868	10,5,3	4,4,0	6,11,13	0,0,0	247	149	0.00000447597210651	0.000447284205609	0.601,0.43,1.0	1.0,1.0,1.0	-0.323
10877	ENSG00000196839	ADA	chr20	-	44622828	44623078	44622828	44622930	44623033	44623078	10877	11,14,8	0,0,0	16,7,2	0,2,4	252	149	0.000513338574316	0.0155910908119	1.0,1.0,1.0	1.0,0.674,0.228	0.366
10888	ENSG00000171456	ASXL1	chr20	+	32428127	32428422	32428127	32428229	32428324	32428422	10888	17,19,22	2,4,4	14,16,21	0,0,1	244	149	0.0000360252607539	0.00221896972488	0.838,0.744,0.771	1.0,1.0,0.928	-0.192
10893	ENSG00000131069	ACSS2	chr20	+	34921005	34921473	34921005	34921139	34921329	34921473	10893	26,13,15	68,80,76	28,21,29	47,30,62	339	149	0.000118674209697	0.00534127387896	0.144,0.067,0.08	0.208,0.235,0.171	-0.108
10915	ENSG00000088876	ZNF343	chr20	-	2493518	2494002	2493518	2493577	2493692	2494002	10915	2,3,0	0,0,1	0,2,0	4,4,1	264	149	0.0000119225589499	0.000928465217406	1.0,1.0,0.0	0.0,0.22,0.0	0.593
10965	ENSG00000101972	STAG2	chrX	+	124037526	124037969	124037526	124037623	124037892	124037969	10965	16,24,26	2,1,1	17,12,8	7,5,1	418	149	0.000884126211665	0.0231607031433	0.74,0.895,0.903	0.464,0.461,0.74	0.291
10966	ENSG00000101972	STAG2	chrX	+	124037526	124037969	124037526	124037623	124037905	124037969	10966	16,24,26	4,3,10	19,12,8	8,18,12	431	149	0.00179125607956	0.0391093191397	0.58,0.734,0.473	0.451,0.187,0.187	0.321
10985	ENSG00000071859	FAM50A	chrX	+	154448089	154448560	154448089	154448399	154448483	154448560	10985	273,240,187	71,80,64	259,271,341	47,51,69	233	149	0.000669666582271	0.0189683557198	0.711,0.657,0.651	0.779,0.773,0.76	-0.098
