ID...1	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID...14	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
6661	ENSG00000198157	HMGN5	chrX	-	81118431	81118485	81121534	81121672	81116203	81116341	81195117	81195297	6661	15,20,16	108,100,99	4,2,10	160,149,206	287	203	0.00000000101908093075	0.000000203147283235	0.089,0.124,0.103	0.017,0.009,0.033	0.086
6662	ENSG00000198157	HMGN5	chrX	-	81118431	81118485	81121534	81121672	81116203	81116341	81201736	81201913	6662	13,9,10	107,101,99	0,3,2	160,149,206	287	203	0.00000000278705625245	0.000000490041373491	0.079,0.059,0.067	0.0,0.014,0.007	0.061
6758	ENSG00000056097	ZFR	chr5	-	32417647	32417792	32419820	32420103	32414968	32415187	32444228	32444328	6758	80,90,132	81,124,143	35,42,34	74,90,93	298	294	0.0000098712122113	0.000532183032968	0.494,0.417,0.477	0.318,0.315,0.265	0.163
6832	ENSG00000187239	FNBP1	chr9	-	129915965	129915980	129923843	129923996	129908889	129908999	129924959	129925157	6832	4,3,6	2,1,3	1,2,2	0,1,0	298	164	0.000189430075539	0.00591242756066	0.524,0.623,0.524	1.0,0.524,1.0	-0.284
6849	ENSG00000065911	MTHFD2	chr2	+	74201381	74201479	74205704	74205889	74198614	74198742	74207703	74207826	6849	32,49,62	2256,2196,2547	13,11,20	1261,1339,1257	247	298	0.00107179346243	0.0229238113204	0.017,0.026,0.029	0.012,0.01,0.019	0.01
6901	ENSG00000242588	NA	chr7	+	128579998	128580094	128591849	128592017	128578889	128578933	128608117	128608213	6901	17,25,25	146,271,267	4,3,7	123,121,96	245	298	0.000751436580732	0.0174412859075	0.124,0.101,0.102	0.038,0.029,0.081	0.06
6910	ENSG00000138443	ABI2	chr2	+	203391045	203391143	203394699	203394846	203380307	203380384	203395658	203395780	6910	165,129,199	31,16,20	96,120,131	28,52,26	247	296	0.0000638656571985	0.00244121869039	0.864,0.906,0.923	0.804,0.734,0.858	0.099
6911	ENSG00000143401	ANP32E	chr1	-	150226607	150226795	150230570	150230693	150220537	150220761	150231776	150231926	6911	708,712,893	40,23,27	661,686,724	47,37,53	272	298	0.000893652058306	0.0199258699795	0.951,0.971,0.973	0.939,0.953,0.937	0.022
6915	ENSG00000143401	ANP32E	chr1	-	150229071	150229237	150231776	150231926	150226607	150226795	150235732	150236022	6915	647,773,963	6653,7743,6699	605,599,667	7221,7119,8548	298	298	0.000378239029243	0.0102415247043	0.089,0.091,0.126	0.077,0.078,0.072	0.026
7009	ENSG00000149532	CPSF7	chr11	-	61421053	61421130	61421191	61421257	61420469	61420573	61421389	61421608	7009	20,19,20	17,13,17	19,4,11	7,0,1	215	226	0.00125149820846	0.0259461583424	0.553,0.606,0.553	0.74,1.0,0.92	-0.316
7042	ENSG00000240682	ISY1	chr3	-	129130549	129130636	129134831	129134954	129129373	129130188	129137130	129137196	7042	75,60,80	172,125,121	30,31,48	120,146,176	272	236	0.00000386532465846	0.000245880839288	0.274,0.294,0.365	0.178,0.156,0.191	0.136
7043	ENSG00000240682	ISY1	chr3	-	129130549	129130636	129134073	129134195	129130016	129130188	129134827	129134954	7043	97,98,95	169,125,121	52,60,80	120,146,177	271	236	0.000659501547148	0.01576020925	0.333,0.406,0.406	0.274,0.264,0.282	0.108
7069	ENSG00000113387	SUB1	chr5	+	32588511	32588584	32591562	32591685	32571090	32571174	32598960	32599069	7069	28,44,26	1447,1277,1228	17,29,22	1636,1407,1620	222	272	0.00285272901595	0.0482520082987	0.023,0.041,0.025	0.013,0.025,0.016	0.012
7086	ENSG00000122033	MTIF3	chr13	-	27437115	27437273	27441016	27441077	27435642	27435893	27445087	27445137	7086	16,18,17	628,525,477	4,6,8	511,396,573	210	298	0.000240181917084	0.00715971209508	0.035,0.046,0.048	0.011,0.021,0.019	0.026
7090	ENSG00000122033	MTIF3	chr13	-	27439988	27440449	27445087	27445156	27437144	27437273	27450063	27450164	7090	47,40,86	1590,1334,1135	28,20,25	1151,978,1117	218	298	0.0000393125817674	0.00164591280649	0.039,0.039,0.094	0.032,0.027,0.03	0.028
7096	ENSG00000133067	LGR6	chr1	+	202306867	202306939	202307329	202307401	202305683	202305749	202309050	202309176	7096	4,4,7	1,0,1	9,4,4	5,2,3	221	221	0.000319832411535	0.00897615407356	0.8,1.0,0.875	0.643,0.667,0.571	0.265
7139	ENSG00000106078	COBL	chr7	-	51085165	51085304	51136157	51136331	51043382	51043692	51172455	51172530	7139	133,209,167	26,18,29	125,126,148	18,41,58	298	288	0.00186903188379	0.0352557784138	0.832,0.918,0.848	0.87,0.748,0.711	0.09
7140	ENSG00000106078	COBL	chr7	-	51085165	51085304	51136157	51136331	51043382	51043692	51184101	51184199	7140	129,152,167	27,17,25	101,124,131	18,39,60	298	288	0.000870487898244	0.0195248138263	0.822,0.896,0.866	0.844,0.754,0.678	0.103
7168	ENSG00000142273	CBLC	chr19	+	44784263	44784401	44790003	44790091	44782369	44782491	44792382	44792514	7168	122,89,67	68,55,64	49,47,47	52,64,75	287	237	0.000505025674874	0.0127515674031	0.597,0.572,0.464	0.438,0.378,0.341	0.159
7169	ENSG00000115539	PDCL3	chr2	+	100566502	100566629	100569577	100569721	100562992	100563073	100571589	100571798	7169	1999,2263,1741	90,80,89	2501,2610,3030	87,58,95	276	293	0.00164163016146	0.0319170723806	0.959,0.968,0.954	0.968,0.979,0.971	-0.012
7248	ENSG00000176261	ZBTB8OS	chr1	-	32627507	32627544	32633950	32634110	32621857	32621948	32650401	32650525	7248	2,5,3	31,32,14	17,6,14	11,27,33	298	186	0.000983451708366	0.0214541285652	0.039,0.089,0.118	0.491,0.122,0.209	-0.192
7257	ENSG00000176261	ZBTB8OS	chr1	-	32631826	32631879	32634767	32634792	32627571	32627865	32650432	32650535	7257	125,151,88	0,1,2	120,151,138	10,3,6	174	202	0.000780080007408	0.0179299955392	1.0,0.994,0.981	0.933,0.983,0.964	0.032
7268	ENSG00000116001	TIA1	chr2	-	70228343	70228462	70229058	70229091	70227734	70227822	70229263	70229318	7268	127,149,161	19,14,15	145,187,163	4,11,6	182	268	0.000250168431858	0.00736897775823	0.908,0.94,0.94	0.982,0.962,0.976	-0.044
7287	ENSG00000132463	GRSF1	chr4	-	70833117	70833273	70836157	70836314	70832306	70832450	70839227	70839503	7287	22,24,20	1340,1432,1334	54,31,27	1099,1149,1264	298	298	0.0000772016459685	0.00285472239049	0.016,0.016,0.015	0.047,0.026,0.021	-0.016
7322	ENSG00000009780	FAM76A	chr1	+	27732602	27732657	27734030	27734183	27727471	27727536	27744653	27744811	7322	13,16,17	100,88,98	20,29,22	68,67,84	204	298	0.00206024203579	0.0379753250893	0.16,0.21,0.202	0.301,0.387,0.277	-0.131
7335	ENSG00000184056	VPS33B	chr15	-	91006651	91006729	91006949	91007046	91006371	91006445	91007468	91007573	7335	234,186,196	336,283,329	130,134,159	275,310,330	246	227	0.00256386733917	0.0446423493325	0.391,0.378,0.355	0.304,0.285,0.308	0.076
7339	ENSG00000148337	CIZ1	chr9	-	128180720	128180799	128185546	128185776	128180414	128180523	128187862	128187934	7339	381,340,389	962,1037,932	212,245,251	756,828,983	298	228	0.00137302750378	0.0278461941545	0.233,0.201,0.242	0.177,0.185,0.163	0.05
7345	ENSG00000017260	ATP2C1	chr3	+	130969291	130969396	130975331	130975488	130967387	130967419	130980581	130980679	7345	267,268,278	63,61,48	190,205,236	74,112,79	254	298	0.00000222109548764	0.000154807159668	0.833,0.838,0.872	0.751,0.682,0.778	0.111
7352	ENSG00000149474	KAT14	chr20	+	18150820	18150942	18159083	18159265	18145232	18145351	18161822	18162239	7352	68,67,73	179,149,191	69,61,78	103,93,132	271	298	0.00160404755571	0.0313562815264	0.295,0.331,0.296	0.424,0.419,0.394	-0.105
7404	ENSG00000122481	RWDD3	chr1	+	95244210	95244698	95246541	95246657	95234209	95234315	95246755	95247225	7404	77,74,69	143,110,133	39,32,41	146,117,112	298	265	0.0000338644058562	0.00145749333796	0.324,0.374,0.316	0.192,0.196,0.246	0.127
7417	ENSG00000205758	CRYZL1	chr21	-	33613537	33613606	33616705	33616750	33603403	33603537	33621995	33622068	7417	73,77,88	61,58,53	54,40,50	76,53,60	194	218	0.000413870944385	0.0109432944768	0.574,0.599,0.651	0.444,0.459,0.484	0.146
7433	ENSG00000196878	LAMB3	chr1	-	209623839	209624000	209625647	209626026	209623504	209623725	209626866	209626978	7433	151,118,174	850,864,688	90,77,63	641,543,677	298	298	0.000809659276154	0.0184522701325	0.151,0.12,0.202	0.123,0.124,0.085	0.047
7454	ENSG00000135541	AHI1	chr6	-	135495538	135495709	135495813	135495898	135492227	135492291	135497187	135497249	7454	2,9,10	0,0,2	1,1,6	3,2,3	234	298	0.0000654830153917	0.00248981947181	1.0,1.0,0.864	0.298,0.389,0.718	0.486
7498	ENSG00000284770	TBCE	chr1	+	235414432	235414618	235427139	235427239	235380018	235380149	235430704	235430804	7498	108,131,87	6,7,9	63,52,53	17,8,22	298	249	0.00000203512862473	0.000144655389796	0.938,0.94,0.89	0.756,0.845,0.668	0.166
7523	ENSG00000141503	MINK1	chr17	+	4890221	4890735	4890950	4891124	4889646	4889763	4891455	4891716	7523	26,32,18	213,229,184	30,38,45	180,160,142	298	298	0.000276206923147	0.0079545787519	0.109,0.123,0.089	0.143,0.192,0.241	-0.085
7545	ENSG00000173226	IQCB1	chr3	-	121790072	121790215	121795456	121795566	121781742	121781874	121797117	121797227	7545	614,557,510	125,126,114	547,461,543	69,61,81	259	292	0.000127424439785	0.00428646081625	0.847,0.833,0.835	0.899,0.895,0.883	-0.054
7566	ENSG00000175287	PHYHD1	chr9	+	128937756	128937778	128940598	128940715	128936582	128936645	128941444	128941571	7566	0,0,1	6,11,3	5,0,2	3,7,8	171	266	0.000882720831486	0.019750317985	0.0,0.0,0.341	0.722,0.0,0.28	-0.22
7567	ENSG00000175287	PHYHD1	chr9	+	128937756	128937944	128940368	128940497	128936582	128936645	128940598	128940715	7567	0,1,4	17,5,7	5,5,8	4,12,5	298	278	0.00247568268597	0.04355304418	0.0,0.157,0.348	0.538,0.28,0.599	-0.304
7576	ENSG00000007341	ST7L	chr1	-	112582374	112582472	112597970	112598086	112578344	112578417	112610840	112611003	7576	1,3,7	0,1,0	2,2,0	0,3,2	265	247	0.00116097574746	0.0244248624082	1.0,0.737,1.0	1.0,0.383,0.0	0.451
7643	ENSG00000132199	ENOSF1	chr18	-	677742	677872	678695	678737	675320	675402	683245	683380	7643	32,17,16	0,0,2	11,14,17	6,4,4	191	279	0.00000565250902895	0.000334118808562	1.0,1.0,0.921	0.728,0.836,0.861	0.165
7663	ENSG00000157823	AP3S2	chr15	-	89871474	89871546	89877305	89877424	89837614	89837722	89888520	89888632	7663	54,50,83	145,164,156	16,22,23	128,151,132	268	221	0.0000000461163379706	0.00000612026977936	0.235,0.201,0.305	0.093,0.107,0.126	0.138
7666	ENSG00000143771	CNIH4	chr1	+	224365878	224365991	224371282	224371423	224360494	224360563	224379068	224379452	7666	46,39,32	10,4,3	28,37,55	1,0,2	262	290	0.0000577590488889	0.00226327399122	0.836,0.915,0.922	0.969,1.0,0.968	-0.088
7688	ENSG00000059377	TBXAS1	chr7	+	139780739	139780824	139782665	139782729	139778247	139778471	139787337	139787426	7688	0,0,0	10,8,6	3,2,7	13,7,18	234	213	0.00000231862861499	0.000160895457251	0.0,0.0,0.0	0.174,0.206,0.261	-0.214
7753	ENSG00000025423	HSD17B6	chr12	+	56763217	56763414	56773833	56774165	56752448	56752581	56781973	56782232	7753	1,8,4	6,5,5	2,0,0	16,15,18	298	298	0.00000210926719524	0.000148400809834	0.143,0.615,0.444	0.111,0.0,0.0	0.364
7764	ENSG00000138380	CARF	chr2	+	202924296	202924415	202938273	202938395	202917876	202918043	202941859	202941980	7764	0,2,0	2,3,2	1,1,2	0,0,0	268	271	0.0000000000421893631142	0.0000000122375679277	0.0,0.403,0.0	1.0,1.0,1.0	-0.866
7768	ENSG00000138380	CARF	chr2	+	202924356	202924415	202938273	202938395	202917876	202918043	202941859	202941980	7768	1,11,4	2,3,2	7,1,16	0,0,0	208	271	0.000152994981587	0.0049639339622	0.394,0.827,0.723	1.0,1.0,1.0	-0.352
7787	ENSG00000128708	HAT1	chr2	+	171952880	171953001	171965337	171965517	171925536	171925641	171965786	171965908	7787	28,28,18	515,594,501	7,15,18	575,567,611	270	298	0.000687103883647	0.0162671675852	0.057,0.049,0.038	0.013,0.028,0.031	0.024
7853	ENSG00000076003	MCM6	chr2	-	135865012	135865163	135866562	135866728	135862606	135862748	135868610	135868860	7853	109,111,114	646,698,594	82,83,88	696,696,727	298	298	0.00217270720116	0.0395293983766	0.144,0.137,0.161	0.105,0.107,0.108	0.041
7887	ENSG00000121988	ZRANB3	chr2	-	135390801	135390820	135504328	135504496	135353320	135353628	135530525	135530576	7887	11,7,12	6,2,5	0,4,2	1,0,0	298	168	0.00189081179871	0.03557656591	0.508,0.664,0.575	0.0,1.0,1.0	-0.084
7923	ENSG00000168137	SETD5	chr3	+	9436067	9436140	9436849	9436888	9435727	9435906	9440455	9440698	7923	8,2,8	82,125,147	0,0,0	27,57,49	222	188	0.00091240255901	0.0202414637782	0.076,0.013,0.044	0.0,0.0,0.0	0.044
7967	ENSG00000119411	BSPRY	chr9	+	113360506	113360737	113362368	113362394	113354239	113354338	113369615	113371233	7967	1296,1151,1378	11,1,6	838,825,965	8,14,20	298	175	0.0000475690649817	0.00193473492212	0.986,0.999,0.993	0.984,0.972,0.966	0.019
8002	ENSG00000258643	BCL2L2-PABPN1	chr14	+	23307759	23308199	23319734	23319830	23307191	23307279	23322180	23322295	8002	138,140,154	51,61,48	95,140,107	132,100,123	298	245	0.00000000985437920153	0.00000152265089541	0.69,0.654,0.725	0.372,0.535,0.417	0.248
8043	ENSG00000079263	SP140	chr2	+	230253315	230253417	230255451	230255532	230250980	230251061	230269531	230269618	8043	10,2,0	2,7,4	0,0,0	2,3,5	251	230	0.000124093925379	0.00419774566503	0.821,0.207,0.0	0.0,0.0,0.0	0.343
8060	ENSG00000115317	HTRA2	chr2	+	74530910	74531105	74531338	74531371	74530616	74530821	74531596	74531702	8060	54,47,78	11,17,19	83,74,84	7,8,13	298	182	0.00239352508528	0.0424779453722	0.75,0.628,0.715	0.879,0.85,0.798	-0.145
8099	ENSG00000270757	HSPE1-MOB4	chr2	+	197523623	197523686	197535529	197535630	197501073	197501238	197540110	197540153	8099	26,46,18	70,61,52	69,49,58	58,40,44	212	250	0.0000329781621256	0.00142823304644	0.305,0.471,0.29	0.584,0.591,0.609	-0.239
8164	ENSG00000082701	GSK3B	chr3	-	119880244	119880498	119900557	119900613	119876412	119876508	119905754	119905852	8164	0,1,2	2,0,0	0,0,0	1,2,5	205	298	0.000246513542256	0.00729235984345	0.0,1.0,1.0	0.0,0.0,0.0	0.667
8216	ENSG00000122958	VPS26A	chr10	+	69157006	69157163	69158046	69158211	69132897	69133047	69162405	69162512	8216	30,22,33	569,620,630	7,19,6	531,458,502	298	298	0.000193106119097	0.0060020256414	0.05,0.034,0.05	0.013,0.04,0.012	0.023
8233	ENSG00000107758	PPP3CB	chr10	-	73439871	73439901	73446491	73446576	73436805	73438420	73454411	73454489	8233	204,291,254	30,40,31	242,252,291	12,21,25	234	179	0.00105231370392	0.0226201916906	0.839,0.848,0.862	0.939,0.902,0.899	-0.064
8249	ENSG00000114956	DGUOK	chr2	+	73938909	73939022	73950584	73950732	73926879	73927052	73957124	73957240	8249	72,69,48	40,54,37	65,60,71	84,57,88	262	297	0.00279734716233	0.0475205664446	0.671,0.592,0.595	0.467,0.544,0.478	0.123
8252	ENSG00000114956	DGUOK	chr2	+	73950600	73950732	73957124	73957240	73946718	73946906	73958145	73958245	8252	8,3,3	61,73,49	0,0,0	80,71,70	281	265	0.0000413713147999	0.00171800014965	0.11,0.037,0.055	0.0,0.0,0.0	0.067
8253	ENSG00000114956	DGUOK	chr2	+	73950626	73950732	73957124	73957240	73946718	73946906	73958145	73958245	8253	8,3,3	61,73,49	1,0,1	80,71,70	255	265	0.000136717150294	0.00451595439401	0.12,0.041,0.06	0.013,0.0,0.015	0.064
8333	ENSG00000115816	CEBPZ	chr2	-	37216139	37216208	37216315	37216418	37214885	37214952	37216983	37217037	8333	154,144,174	1458,1421,1170	115,103,123	1354,1240,1485	252	218	0.00228543021228	0.0409951424543	0.084,0.081,0.114	0.068,0.067,0.067	0.026
8344	ENSG00000115307	AUP1	chr2	-	74528247	74528321	74528416	74528489	74527939	74528006	74528750	74528935	8344	167,120,229	672,567,598	92,102,121	559,533,660	222	223	0.000665916522638	0.0158824861225	0.2,0.175,0.278	0.142,0.161,0.156	0.065
8368	ENSG00000173273	TNKS	chr8	+	9730889	9731035	9733278	9733444	9726640	9726720	9734864	9735084	8368	26,26,41	110,106,116	5,9,16	64,82,72	295	298	0.00179926587877	0.0342303738972	0.193,0.199,0.263	0.073,0.1,0.183	0.1
8413	ENSG00000006837	CDKL3	chr5	-	134350248	134350427	134359896	134360091	134321790	134321903	134370997	134371041	8413	2,2,1	1,0,1	1,0,5	8,5,3	298	298	0.000178606933268	0.00564739500716	0.667,1.0,0.5	0.111,0.0,0.625	0.477
8427	ENSG00000087365	SF3B2	chr11	+	66055534	66055585	66056837	66056955	66055075	66055315	66058053	66058150	8427	199,167,207	109,89,110	179,183,165	140,135,149	200	267	0.00129428033811	0.0266506213467	0.709,0.715,0.715	0.631,0.644,0.597	0.089
8447	ENSG00000225830	ERCC6	chr10	-	49500537	49500696	49505883	49506012	49493116	49493252	49524032	49524777	8447	49,46,62	12,12,15	39,41,50	3,3,4	278	298	0.000238695460732	0.00712856193933	0.814,0.804,0.816	0.933,0.936,0.931	-0.122
8472	ENSG00000057935	MTA3	chr2	+	42697775	42697834	42704193	42704318	42695764	42695839	42707902	42708054	8472	69,79,73	725,648,612	38,41,50	616,633,628	208	274	0.000473248212109	0.0121293015972	0.111,0.138,0.136	0.075,0.079,0.095	0.045
8499	ENSG00000109339	MAPK10	chr4	-	86089205	86089277	86098523	86101217	86067772	86067955	86101893	86102032	8499	2,6,3	0,2,0	0,2,0	2,1,1	298	221	0.00000313740245073	0.000206631330271	1.0,0.69,1.0	0.0,0.597,0.0	0.698
8500	ENSG00000109339	MAPK10	chr4	-	86089205	86089277	86101051	86101217	86067772	86067955	86101893	86102032	8500	1,6,2	0,2,0	0,0,0	2,1,1	298	221	0.0000000000083044682242	0.00000000274588800692	1.0,0.69,1.0	0.0,0.0,0.0	0.897
8536	ENSG00000085760	MTIF2	chr2	-	55244154	55244233	55246336	55246461	55243415	55243668	55249394	55249534	8536	1136,1092,1117	69,56,46	797,850,906	25,23,19	274	228	0.0000329189362006	0.00142630566102	0.932,0.942,0.953	0.964,0.969,0.975	-0.027
8584	ENSG00000204406	MBD5	chr2	+	148342213	148342336	148447566	148447740	148233244	148233395	148458202	148458871	8584	33,40,66	0,0,0	23,29,24	0,7,2	272	298	0.000535222238422	0.0133503773637	1.0,1.0,1.0	1.0,0.819,0.929	0.084
8649	ENSG00000198431	TXNRD1	chr12	+	104289465	104289542	104309758	104309950	104288930	104289040	104311289	104311412	8649	4,5,4	2,7,6	1,3,2	2,0,0	226	298	0.00138470223752	0.028041667532	0.725,0.485,0.468	0.397,1.0,1.0	-0.24
8650	ENSG00000198431	TXNRD1	chr12	+	104290992	104291104	104309758	104309950	104288930	104289040	104311289	104311412	8650	40,58,61	2,7,6	40,26,18	2,0,0	261	298	0.00107622749792	0.0230015433986	0.958,0.904,0.921	0.958,1.0,1.0	-0.058
8671	ENSG00000091651	ORC6	chr16	+	46693092	46693182	46695561	46695674	46692381	46692545	46696016	46696085	8671	129,115,182	1229,1357,1214	109,80,105	1199,1230,1388	239	262	0.00103658131136	0.0223365289203	0.103,0.085,0.141	0.091,0.067,0.077	0.031
8684	ENSG00000117298	ECE1	chr1	-	21272698	21272911	21279190	21279332	21260270	21260392	21290069	21290156	8684	148,159,193	135,197,188	84,94,96	102,172,188	291	298	0.00150711615926	0.0299504195449	0.529,0.453,0.513	0.458,0.359,0.343	0.112
8729	ENSG00000100280	AP1B1	chr22	-	29363000	29363106	29367206	29367270	29359823	29359959	29388423	29388570	8729	1095,1441,1074	198,240,296	1284,1360,1517	199,190,238	213	255	0.00278452908296	0.0474025587922	0.869,0.878,0.813	0.885,0.895,0.884	-0.035
8751	ENSG00000138398	PPIG	chr2	+	169631774	169631933	169633159	169633247	169630773	169630987	169636091	169636228	8751	21,35,30	973,1078,1097	3,21,17	1070,946,1097	298	237	0.000347013547732	0.00957038856909	0.017,0.025,0.021	0.002,0.017,0.012	0.011
8775	ENSG00000167766	ZNF83	chr19	-	52635065	52635153	52660761	52660843	52618711	52619062	52690442	52690496	8775	24,33,50	45,55,54	14,16,24	55,41,63	231	237	0.00224505270239	0.0404506138851	0.354,0.381,0.487	0.207,0.286,0.281	0.149
8802	ENSG00000072682	P4HA2	chr5	-	132198205	132198271	132198320	132198380	132195411	132195480	132198878	132198932	8802	69,69,49	58,61,100	114,119,132	66,47,65	209	215	0.000199838856317	0.00616382942975	0.55,0.538,0.335	0.64,0.723,0.676	-0.205
8869	ENSG00000085999	RAD54L	chr1	+	46273354	46273465	46273623	46273747	46272671	46272802	46274137	46274216	8869	5,3,6	34,32,16	12,12,12	25,23,24	260	273	0.00250759291117	0.0439068335063	0.134,0.09,0.283	0.335,0.354,0.344	-0.175
8880	ENSG00000229180	NA	chr7	-	66578528	66578727	66588511	66588580	66576754	66576929	66592256	66592397	8880	72,54,77	3,10,6	43,46,52	14,24,23	218	298	0.0000000201370043973	0.0000029248772459	0.97,0.881,0.946	0.808,0.724,0.756	0.17
9116	ENSG00000173715	C11orf80	chr11	+	66762078	66762450	66788159	66788269	66759042	66759096	66796280	66796364	9116	6,3,6	25,24,25	3,0,0	21,22,14	298	259	0.000790589156486	0.0180942754712	0.173,0.098,0.173	0.11,0.0,0.0	0.111
9117	ENSG00000173715	C11orf80	chr11	+	66762078	66762450	66788159	66788273	66759042	66759096	66796280	66796364	9117	6,3,6	19,10,15	3,0,0	10,14,2	298	263	0.00297387126633	0.0497774053478	0.218,0.209,0.261	0.209,0.0,0.0	0.16
9210	ENSG00000145014	TMEM44	chr3	-	194616480	194616587	194616769	194616891	194615568	194615697	194623223	194623310	9210	6,6,5	13,17,22	0,0,0	4,4,7	271	256	0.00000175499421695	0.000127264666716	0.304,0.25,0.177	0.0,0.0,0.0	0.244
9211	ENSG00000145014	TMEM44	chr3	-	194616480	194616587	194617098	194617269	194615568	194615697	194623223	194623310	9211	107,125,136	13,17,22	121,101,178	4,4,7	298	256	0.00000146619101637	0.000109324869307	0.876,0.863,0.842	0.963,0.956,0.956	-0.098
9212	ENSG00000145014	TMEM44	chr3	-	194616769	194616891	194617098	194617269	194615568	194615697	194623223	194623310	9212	107,125,136	6,6,5	121,101,178	0,0,0	298	271	0.0000633578887216	0.00242711570472	0.942,0.95,0.961	1.0,1.0,1.0	-0.049
9216	ENSG00000113845	TIMMDC1	chr3	+	119503531	119503620	119513640	119513719	119500694	119500860	119517204	119517315	9216	130,108,146	2504,2313,2001	74,66,102	2178,1887,2314	238	228	0.000558378761706	0.0138106440676	0.047,0.043,0.065	0.032,0.032,0.041	0.017
9223	ENSG00000004534	RBM6	chr3	+	50048244	50048319	50054334	50054395	49975322	49975392	50057727	50057853	9223	6,20,22	400,347,385	35,18,25	302,298,346	224	210	0.000913727792818	0.0202662230531	0.014,0.051,0.051	0.098,0.054,0.063	-0.033
9258	ENSG00000065485	PDIA5	chr3	+	123124271	123124343	123130479	123130616	123116230	123116298	123145521	123145592	9258	6,2,6	84,88,67	26,5,14	87,67,85	221	286	0.000407579227917	0.0108420327237	0.085,0.029,0.104	0.279,0.088,0.176	-0.108
9283	ENSG00000144895	EIF2A	chr3	+	150571957	150572529	150575648	150575762	150568175	150568292	150583199	150583265	9283	94,101,98	27,28,35	67,94,98	37,46,72	298	263	0.000260709328037	0.00761005736955	0.754,0.761,0.712	0.615,0.643,0.546	0.141
9300	ENSG00000158163	DZIP1L	chr3	-	138092382	138092544	138094861	138094983	138088378	138088507	138097762	138097847	9300	51,57,67	144,178,163	94,70,64	126,101,134	271	298	0.000431425775042	0.0112812309074	0.28,0.26,0.311	0.451,0.433,0.344	-0.126
9305	ENSG00000101901	ALG13	chrX	+	111720094	111720170	111721602	111721711	111713224	111713297	111724933	111725061	9305	0,2,0	1,2,2	1,3,0	0,0,1	225	258	0.0000159266019052	0.000792900883442	0.0,0.534,0.0	1.0,1.0,0.0	-0.489
9421	ENSG00000115648	MLPH	chr2	+	237519909	237520029	237525600	237525805	237518538	237518648	237540347	237540533	9421	176,195,167	40,42,38	91,79,116	30,37,48	269	298	0.000606835761386	0.0147445574565	0.83,0.837,0.83	0.771,0.703,0.728	0.098
9439	ENSG00000185250	PPIL6	chr6	-	109431156	109431345	109436103	109436199	109427093	109427156	109440455	109441171	9439	1,4,5	6,6,12	6,1,8	0,0,4	245	298	0.0000535349709307	0.0021282402621	0.169,0.448,0.336	1.0,1.0,0.709	-0.585
9504	ENSG00000155256	ZFYVE27	chr10	+	97738476	97738674	97744728	97744915	97737120	97737321	97750330	97750470	9504	14,10,28	2,2,2	21,17,10	9,10,17	298	298	0.0000301982730216	0.0013316517472	0.875,0.833,0.933	0.7,0.63,0.37	0.314
9508	ENSG00000148291	SURF2	chr9	+	133357710	133357814	133359949	133360129	133356913	133357068	133360264	133360434	9508	149,109,81	1037,861,762	72,80,102	975,790,1153	253	298	0.00195153910761	0.036471269345	0.145,0.13,0.111	0.08,0.107,0.094	0.035
9571	ENSG00000036549	ZZZ3	chr1	-	77631849	77633405	77641383	77641446	77584516	77584655	77641521	77641655	9571	6,9,10	95,154,132	1,4,0	95,104,81	212	298	0.000356499347983	0.00978968631858	0.082,0.076,0.096	0.015,0.051,0.0	0.063
9584	ENSG00000072415	MPP5	chr14	+	67269700	67269783	67279017	67279537	67241401	67241533	67292510	67294468	9584	121,214,185	57,79,87	121,134,119	30,30,27	232	298	0.000111135844203	0.00383985439452	0.732,0.777,0.732	0.838,0.852,0.85	-0.1
9682	ENSG00000114209	PDCD10	chr3	-	167704841	167704895	167725400	167725473	167697008	167697126	167734805	167734939	9682	35,42,52	584,584,535	28,20,34	615,581,701	222	203	0.000568002554355	0.0139915218582	0.052,0.062,0.082	0.04,0.031,0.042	0.028
9687	ENSG00000114416	FXR1	chr3	+	180970157	180970358	180975312	180975404	180968050	180968254	180976121	180977155	9687	2970,2776,2786	359,298,269	2208,2031,2467	304,316,388	298	241	0.000560568504429	0.0138541931831	0.87,0.883,0.893	0.855,0.839,0.837	0.038
9718	ENSG00000163870	TPRA1	chr3	-	127575402	127575505	127575748	127575809	127575184	127575265	127575939	127576050	9718	25,19,13	36,25,27	8,6,7	35,27,29	210	252	0.000402389604805	0.0107275474142	0.455,0.477,0.366	0.215,0.211,0.225	0.216
9757	ENSG00000143850	PLEKHA6	chr1	-	204250545	204250614	204256801	204256888	204249183	204249264	204257352	204257869	9757	19,5,23	72,94,87	0,6,6	63,69,78	236	218	0.000197426571876	0.00610692327903	0.196,0.047,0.196	0.0,0.074,0.066	0.1
9765	ENSG00000166012	TAF1D	chr11	-	93733349	93733397	93734624	93734660	93732799	93733121	93736140	93736239	9765	60,48,68	152,172,148	41,22,33	143,149,160	185	197	0.00110709504985	0.0235469759659	0.296,0.229,0.329	0.234,0.136,0.18	0.101
